season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612748,MIA,Miami Heat,42200405,2023-06-12,MIA @ DEN,L,48.0,33,96,0.344,9,35,0.257,14,16,0.875,11,33,44,18,8.0,9,7,7,21,13,89,-5.0,1,85,85,85,9,150,19,166,124,66,143,116,132,33,58,76,73,148,12,35,21,128,95,156,157,98,1,2022,2023,False,DEN,MIA
2022-23,1610612743,DEN,Denver Nuggets,42200405,2023-06-12,DEN vs. MIA,W,48.0,38,84,0.452,5,28,0.179,13,23,0.565,11,46,57,21,15.0,6,7,7,13,21,94,5.0,1,1,1,1,9,107,103,96,166,131,167,124,58,165,58,1,4,115,117,80,21,128,8,60,150,64,1,2022,2023,True,DEN,MIA
2022-23,1610612748,MIA,Miami Heat,42200404,2023-06-09,MIA vs. DEN,L,48.0,35,78,0.449,8,25,0.32,17,20,0.85,8,29,37,23,15.0,2,3,7,19,18,95,-13.0,1,85,85,85,9,137,151,103,137,152,105,75,89,53,111,126,132,89,117,161,115,128,67,103,147,137,1,2022,2023,True,MIA,DEN
2022-23,1610612743,DEN,Denver Nuggets,42200404,2023-06-09,DEN @ MIA,W,48.0,39,79,0.494,14,28,0.5,16,21,0.762,5,29,34,26,8.0,11,7,3,18,19,108,13.0,1,1,1,1,9,95,140,49,44,131,5,85,79,109,154,126,149,41,12,13,21,33,53,88,92,28,1,2022,2023,False,MIA,DEN
2022-23,1610612748,MIA,Miami Heat,42200403,2023-06-07,MIA vs. DEN,L,48.0,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,4.0,7,3,5,22,18,94,-15.0,1,85,85,85,9,145,39,162,92,66,113,101,99,98,82,161,156,129,1,60,115,89,110,103,150,143,1,2022,2023,True,MIA,DEN
2022-23,1610612743,DEN,Denver Nuggets,42200403,2023-06-07,DEN @ MIA,W,48.0,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,14.0,3,5,3,18,22,109,15.0,1,1,1,1,9,71,133,31,166,168,132,33,34,77,35,4,2,24,98,147,58,33,53,40,87,25,1,2022,2023,False,MIA,DEN
2022-23,1610612743,DEN,Denver Nuggets,42200402,2023-06-04,DEN vs. MIA,L,48.0,39,75,0.52,11,28,0.393,19,22,0.864,9,29,38,23,14.0,7,2,4,21,22,108,-3.0,1,85,85,85,9,95,162,26,92,131,56,53,66,42,91,126,121,89,98,60,137,55,95,40,92,91,1,2022,2023,True,DEN,MIA
2022-23,1610612748,MIA,Miami Heat,42200402,2023-06-04,MIA @ DEN,W,48.0,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,11.0,5,4,2,22,21,111,3.0,1,1,1,1,9,107,151,56,11,66,11,63,89,23,111,161,163,24,49,111,81,12,110,60,78,75,1,2022,2023,False,DEN,MIA
2022-23,1610612748,MIA,Miami Heat,42200401,2023-06-01,MIA @ DEN,L,48.0,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,8.0,5,4,4,15,8,93,-11.0,1,85,85,85,9,95,19,134,55,38,89,168,168,1,58,87,84,41,12,111,81,55,19,167,152,130,1,2022,2023,False,DEN,MIA
2022-23,1610612743,DEN,Denver Nuggets,42200401,2023-06-01,DEN vs. MIA,W,48.0,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,10.0,4,4,4,8,15,104,11.0,1,1,1,1,9,82,140,35,137,139,124,85,89,85,141,18,61,19,31,132,81,55,1,141,107,37,1,2022,2023,True,DEN,MIA
