group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,203994,Jusuf Nurkić,Jusuf,1610612757,POR,24.0,29,16,13,0.552,3.3,1.0,0.0,0.756,0.044,0.0,0.0,0.244,0.0,0.711,0.529,0.471,0.0,0.0,0.529,0.471,17,38,0.447,97,83,315,148,132,1,314,69,128,234,182,157,229,62,142,183,222,92,201,146,64,60,162,POR
Players,203552,Seth Curry,Seth,1610612757,POR,28.0,17,10,7,0.588,1.7,0.0,1.0,0.0,0.0,0.333,0.111,0.667,0.111,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,207,167,203,114,335,369,1,325,143,123,97,22,163,315,275,261,1,92,1,267,291,303,264,POR
Players,1627746,Skal Labissiere,Skal,1610612757,POR,23.0,4,2,2,0.5,1.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,1.0,354,331,72,178,387,1,314,1,143,234,182,295,229,1,275,1,222,92,318,1,249,326,1,POR
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,20.0,3,3,0,1.0,1.3,0.667,0.333,0.25,0.0,0.375,0.0,0.375,0.25,0.25,0.0,1.0,1.0,0.0,0.5,0.5,2,3,0.667,371,301,1,1,367,165,210,285,143,106,182,66,54,250,275,1,1,92,208,106,249,303,38,POR
Players,1628380,Zach Collins,Zach,1610612757,POR,21.0,7,5,2,0.714,1.2,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,312,262,72,37,380,1,314,163,143,234,182,33,12,125,1,261,222,92,1,267,291,355,1,POR
Players,203086,Meyers Leonard,Meyers,1610612757,POR,27.0,11,4,7,0.364,1.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,267,277,203,337,341,369,1,325,143,234,182,295,229,315,275,261,222,92,318,267,348,303,348,POR
Players,203090,Maurice Harkless,Maurice,1610612757,POR,26.0,22,13,9,0.591,3.6,0.737,0.263,0.606,0.0,0.182,0.091,0.212,0.273,0.606,0.8,0.2,1.0,0.0,0.833,0.167,12,19,0.632,161,117,242,111,82,140,253,122,143,198,115,183,47,93,71,249,1,92,98,248,97,140,57,POR
Players,203081,Damian Lillard,Damian,1610612757,POR,28.0,39,22,17,0.564,3.5,0.578,0.422,0.393,0.098,0.295,0.09,0.312,0.098,0.295,0.083,0.917,0.583,0.417,0.25,0.75,36,102,0.353,24,14,386,131,94,217,176,229,91,147,118,114,178,230,270,55,186,48,290,55,13,5,255,POR
Players,203918,Rodney Hood,Rodney,1610612757,POR,26.0,22,12,10,0.545,2.7,0.667,0.333,0.593,0.37,0.222,0.074,0.185,0.074,0.222,0.25,0.75,1.0,0.0,0.4,0.6,10,24,0.417,161,136,264,151,218,165,210,124,10,179,129,216,203,267,225,90,1,92,257,86,112,108,190,POR
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,28.0,35,22,13,0.629,2.9,0.231,0.769,0.233,0.0,0.488,0.047,0.279,0.116,0.233,0.2,0.8,1.0,0.0,0.667,0.333,12,26,0.462,55,14,315,84,207,352,41,293,143,76,154,134,160,264,241,82,1,92,146,181,97,99,154,POR
Players,1629018,Gary Trent Jr.,Gary,1610612757,POR,20.0,1,1,0,1.0,3.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,415,365,1,1,154,1,314,325,143,234,182,295,229,315,275,261,222,92,318,267,348,355,348,POR
Players,202683,Enes Freedom,Enes,1610612757,POR,27.0,20,9,11,0.45,3.1,0.933,0.067,0.909,0.0,0.0,0.136,0.091,0.091,0.909,0.7,0.3,0.0,0.0,0.7,0.3,10,15,0.667,177,186,280,261,173,84,309,44,143,234,82,276,187,40,95,229,222,92,141,207,112,169,38,POR
Players,203468,CJ McCollum,CJ,1610612757,POR,27.0,34,19,15,0.559,3.4,0.712,0.288,0.545,0.212,0.318,0.03,0.137,0.045,0.333,0.278,0.722,0.857,0.143,0.44,0.56,25,59,0.424,59,44,354,138,119,148,245,147,30,134,171,257,221,202,222,103,149,82,251,96,36,35,184,POR
Players,202323,Evan Turner,Evan,1610612757,POR,30.0,21,12,9,0.571,1.7,1.0,0.0,0.286,0.0,0.0,0.0,0.714,0.0,0.286,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,168,136,242,124,336,1,314,274,143,234,182,19,229,234,275,1,222,92,318,1,291,326,99,POR
Players,1627774,Jake Layman,Jake,1610612757,POR,25.0,11,4,7,0.364,1.9,0.375,0.625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,8,0.25,267,277,203,337,309,310,80,1,143,234,182,295,229,1,144,148,222,92,208,106,249,229,310,POR
