group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,203994,Jusuf Nurkić,Jusuf,1610612757,POR,24.0,29,16,13,0.552,96.43166666666669,17,38,0.447,0,0,0.0,11,13,0.846,17,21,38,5,8,4,5,2,15,19,45,40,117.1,18,0,106.0,97,83,315,148,93,64,60,162,234,314,234,69,81,110,6,29,14,111,33,34,15,333,413,35,79,22,56,16,25,57,POR
Players,203552,Seth Curry,Seth,1610612757,POR,28.0,17,10,7,0.588,28.76333333333333,1,3,0.333,1,3,0.333,6,7,0.857,0,2,2,0,0,3,0,0,1,6,9,27,20.4,0,0,18.0,207,167,203,114,254,291,303,264,168,211,113,132,149,104,276,266,289,297,275,62,217,1,90,132,233,49,243,203,25,246,POR
Players,1627746,Skal Labissiere,Skal,1610612757,POR,23.0,4,2,2,0.5,4.331666666666667,2,2,1.0,0,0,0.0,0,2,0.0,1,2,3,0,0,0,0,0,1,0,4,4,7.6,1,0,7.0,354,331,72,178,386,249,326,1,234,314,234,295,238,295,199,266,269,297,275,242,217,1,90,329,296,141,320,147,25,314,POR
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,20.0,3,3,0,1.0,3.93,2,3,0.667,1,1,1.0,3,4,0.75,1,1,2,0,1,0,0,0,0,1,8,9,9.4,0,0,11.0,371,301,1,1,393,249,303,38,168,263,1,190,190,163,199,308,289,297,197,242,217,1,1,266,243,110,302,203,25,290,POR
Players,1628380,Zach Collins,Zach,1610612757,POR,21.0,7,5,2,0.714,8.283333333333333,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,0,1,4,0,5.2,0,0,5.0,312,262,72,37,340,291,355,1,234,314,234,212,238,1,276,308,334,297,275,242,217,1,1,266,296,194,348,203,25,339,POR
Players,203086,Meyers Leonard,Meyers,1610612757,POR,27.0,11,4,7,0.364,17.758333333333333,0,3,0.0,0,3,0.0,0,0,0.0,1,5,6,3,0,1,0,0,5,1,0,-9,14.7,1,0,11.0,267,277,203,337,288,348,303,348,234,211,234,295,308,295,199,185,209,148,275,151,217,1,237,266,364,325,280,147,25,290,POR
Players,203090,Maurice Harkless,Maurice,1610612757,POR,26.0,22,13,9,0.591,79.865,12,19,0.632,2,5,0.4,7,9,0.778,6,12,18,6,2,3,2,1,18,5,33,37,76.6,1,0,69.0,161,117,242,111,126,97,140,57,129,169,77,116,119,151,54,90,77,93,140,62,80,229,432,153,106,30,101,147,25,103,POR
Players,203081,Damian Lillard,Damian,1610612757,POR,28.0,39,22,17,0.564,138.21166666666667,36,102,0.353,12,43,0.279,38,45,0.844,2,15,17,24,6,4,2,7,13,28,122,26,190.4,5,0,187.0,24,14,386,131,36,13,5,255,10,6,169,9,9,112,157,67,83,8,53,34,80,438,390,16,9,51,15,69,25,14,POR
Players,203918,Rodney Hood,Rodney,1610612757,POR,26.0,22,12,10,0.545,60.10833333333333,10,24,0.417,2,8,0.25,5,6,0.833,3,4,7,3,0,0,0,2,6,4,27,-2,39.9,0,0,39.0,161,136,264,151,168,112,108,190,129,120,175,147,160,117,120,215,191,148,275,242,217,333,262,173,127,229,182,203,25,181,POR
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,28.0,35,22,13,0.629,99.92333333333332,12,26,0.462,7,20,0.35,12,14,0.857,8,25,33,2,3,2,5,1,8,10,43,39,103.6,7,0,99.0,55,14,315,84,85,97,99,154,40,45,111,64,77,104,35,18,20,192,110,101,15,229,302,77,83,25,63,53,25,62,POR
