group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1627780,Gary Payton II,Gary,1610612744,GSW,32.0,3,2,1,0.667,2.0,0.5,1.0,0.75,1.0,0.5,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.778,56,38,10,27,104,4,1,2,1,10,48,50,1,69,38,49,1,26,28,1,111,59,3,GSW
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,29.0,2,1,1,0.5,4.0,0.111,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,76,53,10,44,90,78,70,92,47,70,11,11,8,69,23,49,1,26,28,1,124,29,11,GSW
Players,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,22.0,1,0,1,0.0,3.0,0.333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100,84,10,84,93,14,70,7,47,70,48,50,42,69,77,49,1,26,28,124,1,59,79,GSW
Players,1630541,Moses Moody,Moses,1610612744,GSW,23.0,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100,53,1,1,122,1,1,1,1,1,48,50,42,69,77,49,1,26,28,1,1,59,1,GSW
Players,203110,Draymond Green,Draymond,1610612744,GSW,35.0,4,3,1,0.75,7.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.375,0.167,1.0,0.0,0.5,0.0,0.667,0.333,0.0,38,29,10,19,66,96,70,92,47,70,48,50,42,11,19,37,126,26,9,1,119,21,79,GSW
Players,1631218,Trayce Jackson-Davis,Trayce,1610612744,GSW,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,84,10,84,123,99,70,92,47,70,48,50,42,69,77,49,1,26,28,1,1,59,79,GSW
Players,1641764,Brandin Podziemski,Brandin,1610612744,GSW,22.0,4,3,1,0.75,10.0,0.083,0.0,0.095,0.0,0.222,0.0,0.0,0.25,0.2,0.222,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,38,29,10,19,50,87,70,81,47,42,48,50,29,40,45,22,1,26,9,1,1,59,79,GSW
Players,1627741,Buddy Hield,Buddy,1610612744,GSW,32.0,3,2,1,0.667,9.0,0.217,0.167,0.25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.158,56,38,10,27,53,38,54,33,11,20,48,50,42,69,77,49,1,26,28,1,1,39,57,GSW
Players,201939,Stephen Curry,Stephen,1610612744,GSW,37.0,3,3,0,1.0,6.0,0.167,0.0,0.176,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,29,1,1,75,48,70,52,47,35,48,50,42,69,77,9,1,26,28,1,1,59,79,GSW
Players,202710,Jimmy Butler III,Jimmy,1610612744,GSW,35.0,3,2,1,0.667,9.0,0.333,0.5,0.294,0.0,0.0,0.714,0.714,0.333,0.4,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.529,56,38,10,27,55,14,10,26,47,70,5,6,19,18,19,49,1,26,28,111,1,8,9,GSW
