group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
Players,1641764,Brandin Podziemski,Brandin,1610612744,GSW,22.0,28,14,14,0.5,68.14,10,22,0.455,2,9,0.222,3,4,0.75,4,3,7,2,2,1,0,3,5,4,25,-13,37.4,0,0,38.0,76,77,410,212,131,104,111,190,140,115,227,178,186,163,70,242,185,195,148,157,208,437,296,160,127,389,185,216,27,164
Players,1627741,Buddy Hield,Buddy,1610612744,GSW,32.0,31,16,15,0.516,43.445,5,14,0.357,2,9,0.222,9,9,1.0,2,5,7,0,0,1,2,1,8,4,21,40,38.4,0,0,36.0,44,55,433,204,197,180,162,276,140,115,227,90,113,1,146,179,185,337,291,157,60,287,374,160,150,22,179,216,27,176
Players,203110,Draymond Green,Draymond,1610612744,GSW,35.0,33,18,15,0.545,97.62,4,15,0.267,1,4,0.25,14,24,0.583,10,24,34,19,11,4,4,1,16,15,23,24,105.3,4,1,93.0,30,31,433,175,64,210,155,331,191,189,199,60,31,251,13,10,10,13,7,27,18,287,479,40,139,53,46,73,13,60
Players,1627780,Gary Payton II,Gary,1610612744,GSW,32.0,24,15,9,0.625,48.598333333333336,3,12,0.25,0,4,0.0,2,3,0.667,6,8,14,3,2,6,2,2,6,2,8,-11,51.3,0,0,41.0,114,66,308,99,180,239,186,332,265,189,265,210,213,208,40,123,86,160,148,8,60,390,319,215,258,376,128,216,27,154
Players,1630611,Gui Santos,Gui,1610612744,GSW,22.0,11,7,4,0.636,16.946666666666665,3,5,0.6,0,1,0.0,2,3,0.667,2,2,4,1,1,0,0,0,2,3,8,-7,13.3,0,0,13.0,254,209,181,92,295,239,275,82,265,276,265,210,213,208,146,278,253,250,201,263,208,1,185,183,258,332,294,216,27,293
Players,1642050,Jackson Rowe,Jackson,1610612744,GSW,28.0,1,0,1,0.0,0.4383333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,439,450,35,450,474,369,419,369,265,347,265,307,313,307,302,382,400,337,291,263,208,1,1,339,392,203,447,216,27,447
Players,202710,Jimmy Butler III,Jimmy,1610612744,GSW,35.0,21,12,9,0.571,83.67333333333333,17,41,0.415,3,9,0.333,18,21,0.857,9,17,26,8,5,2,2,4,5,16,55,22,105.2,3,2,100.0,148,113,308,151,93,50,50,225,103,115,138,34,39,111,16,27,19,59,56,90,60,460,296,34,51,65,47,90,9,48
Players,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,22.0,19,10,9,0.526,54.03833333333333,10,23,0.435,1,4,0.25,12,16,0.75,4,10,14,0,2,1,0,4,8,8,33,2,50.8,1,0,50.0,171,154,308,194,167,104,106,202,191,189,199,74,73,163,70,88,86,337,148,157,208,460,374,91,99,189,131,140,27,129
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,29.0,26,16,10,0.615,39.766666666666666,3,5,0.6,0,0,0.0,0,2,0.0,9,11,20,5,1,0,0,0,7,1,6,20,36.5,2,0,31.0,91,55,328,111,214,239,275,82,265,347,265,307,236,307,16,79,36,102,201,263,208,1,349,270,280,73,189,109,27,205
Players,1630541,Moses Moody,Moses,1610612744,GSW,23.0,24,13,11,0.542,53.74,5,14,0.357,2,7,0.286,2,2,1.0,4,2,6,2,1,2,2,0,5,3,14,1,35.2,0,0,32.0,114,96,352,179,170,180,162,276,140,143,186,210,236,1,70,278,209,195,201,90,60,1,296,183,208,203,192,216,27,200
Players,1630311,Pat Spencer,Pat,1610612744,GSW,28.0,1,0,1,0.0,0.3066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,3,1.5,0,0,1.0,439,450,35,450,477,369,419,369,265,347,265,307,313,307,302,382,400,250,291,263,208,1,1,339,392,178,418,216,27,422
Players,1642366,Quinten Post,Quinten,1610612744,GSW,25.0,6,4,2,0.667,7.668333333333333,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,1,0,0,0,3,0,0,-9,0.2,0,0,1.0,322,275,105,73,367,369,362,369,265,276,265,307,313,307,209,382,352,337,201,263,208,1,229,339,392,355,444,216,27,422
Players,201939,Stephen Curry,Stephen,1610612744,GSW,37.0,35,18,17,0.514,110.59166666666668,35,84,0.417,19,51,0.373,37,39,0.949,4,15,19,11,9,1,2,4,3,24,126,17,165.3,6,0,181.0,16,31,465,210,46,7,7,222,2,3,127,7,10,79,70,44,44,39,12,157,60,460,229,13,6,83,11,54,27,5
Players,1631218,Trayce Jackson-Davis,Trayce,1610612744,GSW,25.0,11,5,6,0.455,17.051666666666666,1,1,1.0,0,0,0.0,1,2,0.5,0,2,2,0,0,0,0,0,2,1,3,-14,5.4,1,0,5.0,254,243,240,300,294,306,362,1,265,347,265,262,236,259,302,278,308,337,291,263,208,1,185,270,321,399,365,140,27,363
