group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,101107,Marvin Williams,Marvin,1610612749,MIL,34.0,4,1,3,0.25,0.2,200.0,100.0,100.0,100.0,66.7,66.7,100.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71,141.18,117.65,141.18,0.0,2,0,0,0.0,0.0,0.0,41,51,76,79,117,3,59,59,49,15,15,6,27,27,42,25,42,40,76,82,1,1,69,76,95,95,107,12,12,66,69,89,69,89,69,MIL
Players,1626192,Pat Connaughton,Pat,1610612749,MIL,27.0,1,0,1,0.0,2.8,66.7,66.7,66.7,200.0,200.0,200.0,-133.3,-133.3,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82,69.82,58.18,69.82,0.0,3,0,0,0.0,0.0,0.0,97,95,11,95,62,96,94,94,118,119,119,116,115,115,42,25,42,40,76,82,1,1,69,76,95,95,121,122,122,66,69,89,69,89,69,MIL
Players,202083,Wesley Matthews,Wesley,1610612749,MIL,33.0,4,1,3,0.25,2.0,87.2,50.0,50.0,124.3,133.3,133.3,-37.1,-83.3,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.72,98.47,82.06,98.47,0.039,12,0,0,0.0,0.0,0.0,41,51,76,79,88,88,103,103,91,96,96,88,113,113,42,25,42,40,76,82,1,1,69,76,95,95,99,66,66,61,69,89,69,89,69,MIL
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,25.0,3,0,3,0.0,2.1,103.4,100.0,100.0,163.9,160.0,160.0,-60.6,-60.0,-60.0,0.0,0.0,0.0,0.286,0.2,0.25,0.0,0.0,0.5,0.615,0.154,0.193,96.18,98.92,82.43,98.92,0.12,11,1,2,0.3,0.7,0.5,61,95,76,95,85,53,59,59,113,115,115,102,105,105,42,25,42,1,17,2,1,1,37,36,54,46,63,64,64,33,43,55,42,59,28,MIL
Players,202339,Eric Bledsoe,Eric,1610612749,MIL,30.0,4,1,3,0.25,3.2,96.2,80.0,80.0,130.3,132.1,132.1,-34.1,-52.1,-52.1,0.25,0.0,25.0,0.0,0.182,0.077,0.0,0.0,0.5,0.521,0.12,0.133,84.42,89.96,74.97,89.96,0.074,20,1,2,0.3,0.5,0.5,41,51,76,79,57,69,89,89,94,95,95,87,104,104,18,25,13,40,23,44,1,1,37,44,67,67,108,103,103,51,43,55,49,68,28,MIL
Players,2594,Kyle Korver,Kyle,1610612749,MIL,39.0,2,1,1,0.5,0.3,196.1,200.0,200.0,0.0,0.0,0.0,196.1,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.23,238.41,198.68,238.41,0.0,4,0,0,0.0,0.0,0.0,80,51,11,45,115,4,1,1,1,1,1,1,1,1,42,25,42,40,76,82,1,1,69,76,95,95,5,8,8,66,69,89,69,89,69,MIL
Players,203114,Khris Middleton,Khris,1610612749,MIL,28.0,5,1,4,0.2,3.6,116.6,107.1,107.1,114.6,120.0,120.0,2.0,-12.9,-12.9,0.0,0.0,0.0,0.063,0.118,0.091,6.3,6.2,0.346,0.461,0.5,0.545,84.26,85.13,70.94,85.13,0.101,28,4,13,0.8,2.6,0.308,28,51,107,89,48,40,50,50,83,89,89,49,67,67,42,25,42,26,47,36,80,80,53,56,2,2,109,113,113,45,19,13,20,5,56,MIL
Players,201572,Brook Lopez,Brook,1610612749,MIL,32.0,5,1,4,0.2,3.5,108.9,100.0,100.0,115.9,121.9,121.9,-7.1,-21.9,-21.9,0.0,0.0,0.0,0.056,0.071,0.063,0.0,0.0,0.7,0.712,0.182,0.206,82.1,82.98,69.15,82.98,0.152,28,3,5,0.6,1.0,0.6,28,51,107,89,50,47,59,59,86,91,91,65,76,76,42,25,42,31,64,59,1,1,23,26,47,39,111,115,115,28,21,34,26,35,19,MIL
Players,1628978,Donte DiVincenzo,Donte,1610612749,MIL,23.0,4,1,3,0.25,2.4,119.4,105.9,105.9,87.7,81.8,81.8,31.6,24.1,24.1,0.0,0.0,0.0,0.0,0.1,0.053,0.0,0.0,0.0,0.568,0.053,0.052,89.47,98.01,81.68,98.01,-0.044,17,0,0,0.0,0.0,0.0,41,51,76,79,70,35,51,51,27,28,28,28,33,33,42,25,42,40,54,64,1,1,69,39,90,90,94,70,70,100,69,89,69,89,69,MIL
Players,201588,George Hill,George,1610612749,MIL,34.0,5,1,4,0.2,3.2,116.7,111.5,111.5,107.2,112.9,112.9,9.5,-1.4,-1.4,0.0,0.0,0.0,0.063,0.063,0.063,0.0,0.0,0.0,0.0,0.097,0.101,86.49,85.77,71.47,85.77,-0.034,26,0,3,0.0,0.6,0.0,28,51,107,89,58,37,37,37,60,80,80,44,58,58,42,25,42,26,70,59,1,1,69,76,76,76,104,111,111,97,69,43,69,64,69,MIL
