PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
201609,Goran Dragic,1610612748,MIA,35.0,4,4,0.463,2.25,6.25,0.36,0.5,0.056,0.5,0.75,0.667,0.407,1.75,5.5,0.318
203935,Marcus Smart,1610612738,BOS,27.0,5,5,0.47,2.6,6.2,0.419,0.629,0.0,0.0,0.0,,0.47,2.6,6.2,0.419
203992,Bogdan Bogdanović,1610612737,ATL,28.0,18,18,0.43,1.89,5.94,0.318,0.463,0.044,0.17,0.61,0.273,0.386,1.72,5.33,0.323
203109,Jae Crowder,1610612756,PHX,30.0,22,22,0.707,2.32,5.91,0.392,0.565,0.071,0.27,0.59,0.462,0.636,2.05,5.32,0.385
1629008,Michael Porter Jr.,1610612743,DEN,23.0,10,10,0.43,2.5,5.8,0.431,0.612,0.052,0.4,0.7,0.571,0.378,2.1,5.1,0.412
203501,Tim Hardaway Jr.,1610612742,DAL,29.0,7,7,0.396,2.14,5.71,0.375,0.55,0.03,0.14,0.43,0.333,0.366,2.0,5.29,0.378
203925,Joe Harris,1610612751,BKN,29.0,12,12,0.537,2.33,5.5,0.424,0.636,0.016,0.0,0.17,0.0,0.52,2.33,5.33,0.438
202722,Dāvis Bertāns,1610612764,WAS,28.0,4,4,0.815,2.0,5.5,0.364,0.545,0.0,0.0,0.0,,0.815,2.0,5.5,0.364
203999,Nikola Jokić,1610612743,DEN,26.0,10,10,0.237,2.7,5.4,0.5,0.648,0.075,1.1,1.7,0.647,0.162,1.6,3.7,0.432
1628991,Jaren Jackson Jr.,1610612763,MEM,21.0,5,5,0.5,1.6,5.4,0.296,0.444,0.0,0.0,0.0,,0.5,1.6,5.4,0.296
1629628,RJ Barrett,1610612752,NYK,21.0,5,5,0.403,1.4,5.4,0.259,0.37,0.045,0.2,0.6,0.333,0.358,1.2,4.8,0.25
203552,Seth Curry,1610612755,PHI,30.0,12,12,0.422,2.83,5.17,0.548,0.806,0.02,0.17,0.25,0.667,0.401,2.67,4.92,0.542
1627827,Dorian Finney-Smith,1610612742,DAL,28.0,7,7,0.547,2.29,5.0,0.457,0.686,0.0,0.0,0.0,,0.547,2.29,5.0,0.457
202711,Bojan Bogdanović,1610612762,UTA,32.0,11,11,0.404,2.18,5.0,0.436,0.655,0.007,0.0,0.09,0.0,0.397,2.18,4.91,0.444
1626220,Royce O'Neale,1610612762,UTA,28.0,11,11,0.624,2.45,4.82,0.509,0.764,0.0,0.0,0.0,,0.624,2.45,4.82,0.509
202704,Reggie Jackson,1610612746,LAC,31.0,19,18,0.349,2.11,4.63,0.455,0.682,0.004,0.0,0.05,0.0,0.345,2.11,4.58,0.46
203493,Reggie Bullock Jr.,1610612752,NYK,30.0,5,5,0.59,1.8,4.6,0.391,0.565,0.026,0.2,0.2,1.0,0.564,1.6,4.4,0.364
202694,Marcus Morris Sr.,1610612746,LAC,31.0,19,19,0.435,1.89,4.58,0.414,0.592,0.04,0.26,0.42,0.625,0.395,1.63,4.16,0.392
203078,Bradley Beal,1610612764,WAS,28.0,5,5,0.179,1.2,4.4,0.273,0.364,0.024,0.4,0.6,0.667,0.154,0.8,3.8,0.211
204001,Kristaps Porziņģis,1610612742,DAL,25.0,7,7,0.417,1.71,4.29,0.4,0.517,0.097,0.71,1.0,0.714,0.319,1.0,3.29,0.304
1628969,Mikal Bridges,1610612756,PHX,24.0,22,22,0.489,1.55,4.23,0.366,0.538,0.037,0.09,0.32,0.286,0.453,1.45,3.91,0.372
203468,CJ McCollum,1610612757,POR,29.0,6,6,0.219,1.83,4.17,0.44,0.62,0.026,0.33,0.5,0.667,0.193,1.5,3.67,0.409
202083,Wesley Matthews,1610612747,LAL,34.0,6,6,0.758,1.17,4.17,0.28,0.42,0.0,0.0,0.0,,0.758,1.17,4.17,0.28
203114,Khris Middleton,1610612749,MIL,29.0,23,23,0.21,1.52,4.13,0.368,0.521,0.029,0.26,0.57,0.462,0.181,1.26,3.57,0.354
1626192,Pat Connaughton,1610612749,MIL,28.0,23,23,0.79,1.61,4.09,0.394,0.59,0.0,0.0,0.0,,0.79,1.61,4.09,0.394
2546,Carmelo Anthony,1610612757,POR,37.0,6,6,0.4,1.5,4.0,0.375,0.563,0.0,0.0,0.0,,0.4,1.5,4.0,0.375
2772,Trevor Ariza,1610612748,MIA,36.0,4,4,0.696,1.0,4.0,0.25,0.375,0.0,0.0,0.0,,0.696,1.0,4.0,0.25
201568,Danilo Gallinari,1610612737,ATL,32.0,18,18,0.408,1.67,3.94,0.423,0.627,0.046,0.06,0.44,0.125,0.362,1.61,3.5,0.46
203903,Jordan Clarkson,1610612762,UTA,29.0,11,11,0.261,1.09,3.91,0.279,0.419,0.006,0.0,0.09,0.0,0.255,1.09,3.82,0.286
1628381,John Collins,1610612737,ATL,23.0,18,18,0.379,1.44,3.83,0.377,0.514,0.077,0.39,0.78,0.5,0.302,1.06,3.06,0.345
1627854,Bryn Forbes,1610612749,MIL,27.0,20,19,0.679,1.5,3.8,0.395,0.592,0.0,0.0,0.0,,0.679,1.5,3.8,0.395
203076,Anthony Davis,1610612747,LAL,28.0,5,4,0.306,0.6,3.8,0.158,0.211,0.145,0.2,1.8,0.111,0.161,0.4,2.0,0.2
1629641,Romeo Langford,1610612738,BOS,21.0,4,4,0.469,1.5,3.75,0.4,0.6,0.0,0.0,0.0,,0.469,1.5,3.75,0.4
1629639,Tyler Herro,1610612748,MIA,21.0,4,4,0.395,1.0,3.75,0.267,0.4,0.053,0.0,0.5,0.0,0.342,1.0,3.25,0.308
1628989,Kevin Huerter,1610612737,ATL,22.0,18,18,0.372,1.39,3.72,0.373,0.56,0.011,0.0,0.11,0.0,0.361,1.39,3.61,0.385
203496,Robert Covington,1610612757,POR,30.0,6,6,0.611,1.83,3.67,0.5,0.75,0.0,0.0,0.0,,0.611,1.83,3.67,0.5
203115,Will Barton,1610612743,DEN,30.0,3,3,0.256,1.33,3.67,0.364,0.545,0.0,0.0,0.0,,0.256,1.33,3.67,0.364
1626181,Norman Powell,1610612757,POR,28.0,6,6,0.289,1.17,3.67,0.318,0.477,0.026,0.0,0.33,0.0,0.263,1.17,3.33,0.35
201587,Nicolas Batum,1610612746,LAC,32.0,19,18,0.633,1.42,3.63,0.391,0.572,0.018,0.11,0.11,1.0,0.615,1.32,3.53,0.373
1629060,Rui Hachimura,1610612764,WAS,23.0,5,5,0.383,2.0,3.6,0.556,0.806,0.064,0.2,0.6,0.333,0.319,1.8,3.0,0.6
