player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
2738,Andre Iguodala,Andre,1610612744,GSW,38.0,7,4,3,0.571,8.8,0.667,0.333,0.545,0.182,0.273,0.0,0.182,0.182,0.364,0.667,0.333,1.0,0.0,0.75,0.25,4,9,0.444,97,87,34,51,157,73,133,82,20,119,155,76,54,112,67,124,1,76,78,123,164,171,103,GSW
203952,Andrew Wiggins,Andrew,1610612744,GSW,27.0,22,16,6,0.727,34.9,0.656,0.344,0.595,0.105,0.289,0.107,0.116,0.146,0.49,0.611,0.389,1.0,0.0,0.706,0.294,143,305,0.469,7,1,162,6,39,81,130,67,50,115,85,116,95,80,84,112,1,76,93,110,8,8,92,GSW
1627814,Damion Lee,Damion,1610612744,GSW,29.0,16,11,5,0.688,7.8,0.529,0.471,0.563,0.063,0.375,0.063,0.062,0.0,0.5,0.556,0.444,1.0,0.0,0.692,0.308,13,34,0.382,29,15,139,15,160,126,84,76,83,93,122,157,165,70,93,102,1,76,96,106,123,113,156,GSW
203110,Draymond Green,Draymond,1610612744,GSW,32.0,22,16,6,0.727,32.0,0.729,0.271,0.693,0.034,0.136,0.148,0.171,0.114,0.659,0.852,0.148,0.875,0.125,0.855,0.145,69,144,0.479,7,1,162,6,53,60,151,47,100,146,52,85,122,46,26,170,109,52,52,151,26,33,79,GSW
1627780,Gary Payton II,Gary,1610612744,GSW,29.0,12,9,3,0.75,16.9,0.659,0.341,0.538,0.0,0.308,0.218,0.154,0.154,0.538,0.619,0.381,1.0,0.0,0.724,0.276,29,44,0.659,49,27,34,4,114,80,131,84,116,113,22,92,86,61,83,113,1,76,87,116,72,99,19,GSW
1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,19.0,16,10,6,0.625,8.6,0.783,0.217,0.651,0.024,0.108,0.169,0.241,0.145,0.627,0.63,0.37,0.667,0.333,0.633,0.367,30,60,0.5,29,21,162,26,158,47,164,56,109,153,35,37,97,49,79,117,133,28,114,89,70,78,54,GSW
1629673,Jordan Poole,Jordan,1610612744,GSW,23.0,22,16,6,0.727,27.5,0.496,0.504,0.424,0.075,0.402,0.097,0.174,0.212,0.349,0.342,0.658,0.66,0.34,0.465,0.535,129,254,0.508,7,1,162,6,73,142,69,123,74,82,94,83,40,117,142,54,135,27,153,50,10,11,52,GSW
1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,29.0,14,9,5,0.643,3.5,0.5,0.5,0.364,0.0,0.545,0.364,0.091,0.545,0.364,0.5,0.5,1.0,0.0,0.75,0.25,4,10,0.4,38,27,139,25,191,133,70,149,116,46,8,136,4,112,100,82,1,76,78,123,164,166,139,GSW
1626172,Kevon Looney,Kevon,1610612744,GSW,26.0,22,16,6,0.727,20.4,1.0,0.0,0.913,0.016,0.0,0.016,0.087,0.047,0.898,0.759,0.241,0.0,0.0,0.759,0.241,58,88,0.659,7,1,162,6,100,1,187,16,115,162,153,145,159,15,45,151,160,76,77,126,36,55,19,GSW
202691,Klay Thompson,Klay,1610612744,GSW,32.0,22,16,6,0.727,36.0,0.457,0.543,0.387,0.167,0.551,0.103,0.062,0.169,0.22,0.728,0.272,0.935,0.065,0.829,0.171,158,368,0.429,7,1,162,6,31,151,60,140,23,45,89,158,68,168,57,139,97,65,54,149,6,4,112,GSW
1630541,Moses Moody,Moses,1610612744,GSW,20.0,13,9,4,0.692,8.0,0.536,0.464,0.39,0.098,0.512,0.049,0.098,0.098,0.293,0.75,0.25,1.0,0.0,0.867,0.133,15,28,0.536,40,27,52,13,159,124,87,136,57,51,135,127,139,146,46,146,1,76,44,158,118,121,45,GSW
202357,Nemanja Bjelica,Nemanja,1610612744,GSW,34.0,15,10,5,0.667,10.0,0.765,0.235,0.698,0.093,0.209,0.047,0.093,0.093,0.605,0.867,0.133,1.0,0.0,0.889,0.111,18,34,0.529,33,21,139,16,152,51,159,46,59,136,137,134,141,53,20,175,1,76,33,166,109,113,46,GSW
203490,Otto Porter Jr.,Otto,1610612744,GSW,29.0,19,14,5,0.737,19.5,0.39,0.61,0.373,0.098,0.559,0.059,0.068,0.069,0.275,0.737,0.263,1.0,0.0,0.868,0.132,38,77,0.494,14,7,139,5,106,165,46,147,56,44,128,153,153,151,53,142,1,76,43,160,62,66,66,GSW
201939,Stephen Curry,Stephen,1610612744,GSW,34.0,22,16,6,0.727,34.7,0.48,0.52,0.369,0.103,0.453,0.118,0.178,0.145,0.266,0.297,0.703,0.538,0.462,0.406,0.594,202,440,0.459,7,1,162,6,40,147,64,148,52,71,74,81,98,152,152,44,147,15,165,38,1,2,97,GSW
