game_id,game_date,away_team,home_team,pf,opp_pf,round,game_no_in_series
42000161,2021-05-22,POR,DEN,109,123.0,rnd1,1
42000162,2021-05-24,POR,DEN,128,109.0,rnd1,2
42000163,2021-05-27,DEN,POR,120,115.0,rnd1,3
42000164,2021-05-29,DEN,POR,95,115.0,rnd1,4
42000165,2021-06-01,POR,DEN,147,140.0,rnd1,5
42000166,2021-06-03,DEN,POR,126,115.0,rnd1,6
42000231,2021-06-07,DEN,PHX,105,122.0,sf,1
42000232,2021-06-09,DEN,PHX,98,123.0,sf,2
42000233,2021-06-11,PHX,DEN,102,116.0,sf,3
42000234,2021-06-13,PHX,DEN,118,125.0,sf,4
