season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2020-21,1610612743,22000019,2020-12-23,SAC,DEN,1610612758,1,122,124,L,-2
2020-21,1610612743,22000009,2020-12-25,LAC,DEN,1610612746,2,108,121,L,-13
2020-21,1610612743,22000044,2020-12-28,HOU,DEN,1610612745,3,124,111,W,13
2020-21,1610612743,22000055,2020-12-29,DEN,SAC,1610612758,4,115,125,L,-10
2020-21,1610612743,22000076,2021-01-01,PHX,DEN,1610612756,5,103,106,L,-3
2020-21,1610612743,22000088,2021-01-03,DEN,MIN,1610612750,6,124,109,W,15
2020-21,1610612743,22000104,2021-01-05,MIN,DEN,1610612750,7,123,116,W,7
2020-21,1610612743,22000120,2021-01-07,DAL,DEN,1610612742,8,117,124,L,-7
2020-21,1610612743,22000133,2021-01-09,DEN,PHI,1610612755,9,115,103,W,12
2020-21,1610612743,22000144,2021-01-10,DEN,NYK,1610612752,10,114,89,W,25
2020-21,1610612743,22000158,2021-01-12,DEN,BKN,1610612751,11,116,122,L,-6
2020-21,1610612743,22000177,2021-01-14,GSW,DEN,1610612744,12,114,104,W,10
2020-21,1610612743,22000200,2021-01-17,UTA,DEN,1610612762,13,105,109,L,-4
2020-21,1610612743,22000213,2021-01-19,OKC,DEN,1610612760,14,119,101,W,18
2020-21,1610612743,22000238,2021-01-22,DEN,PHX,1610612756,15,130,126,W,4
2020-21,1610612743,22000248,2021-01-23,DEN,PHX,1610612756,16,120,112,W,8
2020-21,1610612743,22000265,2021-01-25,DEN,DAL,1610612742,17,117,113,W,4
2020-21,1610612743,22000275,2021-01-27,DEN,MIA,1610612748,18,109,82,W,27
2020-21,1610612743,22000296,2021-01-29,DEN,SAS,1610612759,19,109,119,L,-10
2020-21,1610612743,22000306,2021-01-31,UTA,DEN,1610612762,20,128,117,W,11
2020-21,1610612743,22000341,2021-02-04,DEN,LAL,1610612747,21,93,114,L,-21
2020-21,1610612743,22000352,2021-02-06,DEN,SAC,1610612758,22,114,119,L,-5
2020-21,1610612743,22000373,2021-02-08,MIL,DEN,1610612749,23,112,125,L,-13
2020-21,1610612743,22000388,2021-02-10,CLE,DEN,1610612739,24,133,95,W,38
2020-21,1610612743,22000401,2021-02-12,OKC,DEN,1610612760,25,97,95,W,2
2020-21,1610612743,22000416,2021-02-14,LAL,DEN,1610612747,26,122,105,W,17
2020-21,1610612743,22000427,2021-02-16,DEN,BOS,1610612738,27,99,112,L,-13
2020-21,1610612743,22000437,2021-02-17,DEN,WAS,1610612764,28,128,130,L,-2
2020-21,1610612743,22000563,2021-02-19,DEN,CLE,1610612739,29,120,103,W,17
2020-21,1610612743,22000470,2021-02-21,DEN,ATL,1610612737,30,115,123,L,-8
2020-21,1610612743,22000487,2021-02-23,POR,DEN,1610612757,31,111,106,W,5
2020-21,1610612743,22000502,2021-02-25,WAS,DEN,1610612764,32,110,112,L,-2
2020-21,1610612743,22000518,2021-02-27,DEN,OKC,1610612760,33,126,96,W,30
2020-21,1610612743,22000531,2021-03-01,DEN,CHI,1610612741,34,118,112,W,6
2020-21,1610612743,22000540,2021-03-02,DEN,MIL,1610612749,35,128,97,W,31
2020-21,1610612743,22000553,2021-03-04,DEN,IND,1610612754,36,113,103,W,10
2020-21,1610612743,22000580,2021-03-12,DEN,MEM,1610612763,37,103,102,W,1
2020-21,1610612743,22000592,2021-03-13,DAL,DEN,1610612742,38,103,116,L,-13
2020-21,1610612743,22000606,2021-03-15,IND,DEN,1610612754,39,121,106,W,15
2020-21,1610612743,22000624,2021-03-17,CHA,DEN,1610612766,40,129,104,W,25
2020-21,1610612743,22000637,2021-03-19,CHI,DEN,1610612741,41,131,127,W,4
2020-21,1610612743,22000646,2021-03-21,NOP,DEN,1610612740,42,108,113,L,-5
2020-21,1610612743,22000661,2021-03-23,DEN,ORL,1610612753,43,110,99,W,11
