player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
203458,Alex Len,Alex,1610612764,WAS,28.0,5,1,4,0.2,8.4,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.75,0.25,0.0,0.0,0.75,0.25,8,14,0.571,120,137,95,163,161,1,192,36,124,158,158,59,168,27,46,159,153,82,71,136,144,154,34,WAS
1630264,Anthony Gill,Anthony,1610612764,WAS,28.0,4,1,3,0.25,8.2,0.667,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,169,137,64,152,164,90,134,209,124,158,158,178,168,203,193,183,153,82,201,187,212,208,212,WAS
203078,Bradley Beal,Bradley,1610612764,WAS,28.0,5,1,4,0.2,39.1,0.74,0.26,0.653,0.24,0.14,0.087,0.207,0.067,0.413,0.286,0.714,0.714,0.286,0.339,0.661,56,123,0.455,120,137,95,163,11,75,155,61,12,149,98,55,155,95,160,47,117,40,176,36,36,34,99,WAS
1630216,Cassius Winston,Cassius,1610612764,WAS,23.0,1,0,1,0.0,5.5,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,228,201,8,201,182,90,134,1,124,158,158,178,168,1,193,1,153,82,201,1,200,208,176,WAS
1628990,Chandler Hutchison,Chandler,1610612764,WAS,25.0,2,0,2,0.0,9.1,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.5,0.5,0.0,0.0,0.5,0.5,2,5,0.4,209,201,35,201,157,1,192,55,124,158,158,21,168,45,100,93,153,82,136,61,179,183,148,WAS
1629655,Daniel Gafford,Daniel,1610612764,WAS,22.0,5,1,4,0.2,23.4,1.0,0.0,0.746,0.0,0.0,0.085,0.254,0.068,0.746,0.682,0.318,0.0,0.0,0.682,0.318,22,26,0.846,120,137,95,163,90,1,192,46,124,158,101,40,154,35,65,143,153,82,93,119,87,132,5,WAS
202722,Dāvis Bertāns,Dāvis,1610612764,WAS,28.0,4,1,3,0.25,26.5,0.148,0.852,0.162,0.0,0.649,0.378,0.189,0.081,0.162,1.0,0.0,1.0,0.0,1.0,0.0,11,27,0.407,169,137,64,152,79,220,10,202,124,24,9,68,143,189,1,183,1,82,1,187,130,131,141,WAS
1629726,Garrison Mathews,Garrison,1610612764,WAS,24.0,3,0,3,0.0,5.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,193,201,64,201,181,223,1,209,124,158,158,1,168,203,193,183,153,82,201,187,212,195,212,WAS
1629067,Isaac Bonga,Isaac,1610612764,WAS,21.0,4,1,3,0.25,2.4,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,169,137,64,152,221,171,58,209,124,158,158,178,168,203,193,183,153,82,201,187,212,183,212,WAS
202397,Ish Smith,Ish,1610612764,WAS,32.0,5,1,4,0.2,22.3,0.837,0.163,0.824,0.235,0.176,0.176,0.0,0.0,0.588,0.143,0.857,0.5,0.5,0.188,0.813,16,43,0.372,120,137,95,163,98,47,183,33,14,143,38,178,168,54,185,22,134,21,193,19,109,97,166,WAS
203526,Raul Neto,Raul,1610612764,WAS,29.0,5,1,4,0.2,22.5,0.559,0.441,0.5,0.063,0.375,0.188,0.125,0.156,0.438,0.875,0.125,0.75,0.25,0.833,0.167,12,34,0.353,120,137,95,163,97,131,99,104,80,91,33,120,73,91,29,179,110,42,48,158,124,114,170,WAS
201577,Robin Lopez,Robin,1610612764,WAS,33.0,5,1,4,0.2,14.6,1.0,0.0,0.973,0.054,0.0,0.0,0.027,0.162,0.919,0.667,0.333,0.0,0.0,0.667,0.333,18,25,0.72,120,137,95,163,130,1,192,20,85,158,158,174,60,18,67,134,153,82,95,106,101,133,13,WAS
1629060,Rui Hachimura,Rui,1610612764,WAS,23.0,5,1,4,0.2,34.6,0.681,0.319,0.541,0.189,0.365,0.216,0.094,0.176,0.351,0.85,0.15,1.0,0.0,0.897,0.103,29,47,0.617,120,137,95,163,33,87,143,90,24,97,25,144,47,120,32,177,1,82,33,179,68,91,23,WAS
201566,Russell Westbrook,Russell,1610612764,WAS,32.0,5,1,4,0.2,37.2,0.762,0.238,0.484,0.211,0.158,0.116,0.358,0.2,0.274,0.174,0.826,1.0,0.0,0.321,0.679,28,84,0.333,120,137,95,163,19,68,160,111,21,146,73,20,34,145,184,25,1,82,182,30,74,55,176,WAS
