close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1628976,Wendell Carter Jr.,1610612753,ORL,C-F,22.0,54,54,0.523,206,402,0.512,0.595,-0.082
1628407,Dwayne Bacon,1610612753,ORL,G-F,25.0,70,69,0.435,185,306,0.605,0.574,0.031
1630175,Cole Anthony,1610612753,ORL,G,21.0,45,44,0.45,131,221,0.593,0.555,0.038
1629643,Chuma Okeke,1610612753,ORL,F,22.0,44,42,0.49,124,215,0.577,0.584,-0.007
1628964,Mo Bamba,1610612753,ORL,C,23.0,43,40,0.508,112,202,0.554,0.593,-0.038
1629021,Moritz Wagner,1610612753,ORL,F-C,24.0,43,40,0.498,113,199,0.568,0.582,-0.014
203082,Terrence Ross,1610612753,ORL,G-F,30.0,45,45,0.434,104,190,0.547,0.573,-0.025
1630181,R.J. Hampton,1610612753,ORL,G,20.0,45,40,0.462,85,146,0.582,0.569,0.013
203516,James Ennis III,1610612753,ORL,F,30.0,40,38,0.374,68,126,0.54,0.577,-0.038
1626184,Chasson Randle,1610612753,ORL,G,28.0,38,34,0.393,70,126,0.556,0.55,0.005
203914,Gary Harris,1610612753,ORL,G,26.0,38,35,0.354,79,125,0.632,0.57,0.062
203487,Michael Carter-Williams,1610612753,ORL,G,29.0,31,31,0.365,65,118,0.551,0.574,-0.024
203490,Otto Porter Jr.,1610612753,ORL,F,28.0,27,25,0.451,52,82,0.634,0.591,0.043
1629743,Donta Hall,1610612753,ORL,C,23.0,11,10,0.53,25,53,0.472,0.607,-0.135
1629649,Ignas Brazdeikis,1610612753,ORL,F,22.0,10,10,0.511,25,46,0.543,0.56,-0.017
1628414,Sindarius Thornwell,1610612753,ORL,G,26.0,16,11,0.427,19,32,0.594,0.564,0.029
1628365,Markelle Fultz,1610612753,ORL,G,23.0,8,8,0.364,18,24,0.75,0.571,0.179
1629648,Jordan Bone,1610612753,ORL,G,23.0,11,9,0.511,12,23,0.522,0.549,-0.028
1630211,Karim Mane,1610612753,ORL,G,21.0,9,8,0.5,12,17,0.706,0.566,0.14
1629606,Robert Franks,1610612753,ORL,F,24.0,5,5,0.548,9,17,0.529,0.585,-0.055
1629962,Devin Cannady,1610612753,ORL,G,25.0,4,3,0.533,4,8,0.5,0.593,-0.093
1628412,Frank Mason III,1610612753,ORL,G,27.0,4,3,0.226,4,7,0.571,0.599,-0.027
