season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2021-22,1610612746,LAC,LA Clippers,22101149,2022-03-31,LAC @ CHI,L,53.0,45,90,0.5,16,36,0.444,24,26,0.923,4,36,40,26,12.0,7,5,3,24,17,130,-5.0,1,1231,1231,1231,15,440,851,571,348,1006,318,238,629,161,2357,781,1766,830,697,1188,825,419,2049,1738,160,1471,1,2021,2022,False,CHI,LAC
2021-22,1610612755,PHI,Philadelphia 76ers,22101147,2022-03-31,PHI @ DET,L,48.0,31,69,0.449,7,26,0.269,25,28,0.893,4,35,39,22,15.0,8,9,4,17,21,94,-8.0,1,1231,1231,1231,117,2360,2454,1413,2241,2234,2080,179,425,302,2357,951,1895,1607,1475,840,91,831,544,761,2210,1679,1,2021,2022,False,DET,PHI
2021-22,1610612739,CLE,Cleveland Cavaliers,22100452,2022-03-31,CLE @ ATL,L,48.0,39,90,0.433,7,30,0.233,22,28,0.786,15,32,47,19,14.0,6,5,4,20,22,107,-24.0,1,1231,1231,1231,117,1426,851,1675,2241,1865,2288,405,425,1155,236,1494,762,2089,1226,1551,825,831,1233,570,1459,2307,1,2021,2022,False,ATL,CLE
2021-22,1610612741,CHI,Chicago Bulls,22101149,2022-03-31,CHI vs. LAC,W,53.0,50,102,0.49,10,29,0.345,25,32,0.781,13,37,50,24,8.0,6,3,5,17,24,135,5.0,1,1,1,1,15,82,56,745,1695,1990,1278,179,164,1208,481,637,436,1207,86,1551,1631,1256,544,274,67,922,1,2021,2022,True,CHI,LAC
2021-22,1610612765,DET,Detroit Pistons,22101147,2022-03-31,DET vs. PHI,W,48.0,41,82,0.5,10,35,0.286,10,15,0.667,5,33,38,26,10.0,11,4,9,21,17,102,8.0,1,1,1,1,117,1057,1938,571,1695,1150,1954,2144,2028,2068,2239,1307,2008,830,301,240,1206,2291,1468,1738,1815,719,1,2021,2022,True,DET,PHI
2021-22,1610612762,UTA,Utah Jazz,22101150,2022-03-31,UTA vs. LAL,W,48.0,46,90,0.511,15,44,0.341,15,24,0.625,9,32,41,25,8.0,7,2,3,20,21,122,13.0,1,1,1,1,117,331,851,503,504,210,1371,1413,824,2271,1388,1494,1625,1024,86,1188,2043,419,1233,761,429,440,1,2021,2022,True,UTA,LAL
2021-22,1610612747,LAL,Los Angeles Lakers,22101150,2022-03-31,LAL @ UTA,L,48.0,41,83,0.494,7,25,0.28,20,28,0.714,9,31,40,18,11.0,5,3,2,21,20,109,-13.0,1,1231,1231,1231,117,1057,1815,720,2241,2300,2012,654,425,1765,1388,1670,1766,2210,478,1895,1631,179,1468,994,1309,1971,1,2021,2022,False,UTA,LAL
2021-22,1610612749,MIL,Milwaukee Bucks,22101148,2022-03-31,MIL @ BKN,W,53.0,40,89,0.449,12,41,0.293,28,34,0.824,11,46,57,17,23.0,12,3,7,14,25,120,1.0,1,1,1,1,15,1247,1003,1403,1139,417,1892,73,105,804,875,34,66,2296,2420,129,1631,1930,138,172,524,1191,1,2021,2022,False,BKN,MIL
2021-22,1610612737,ATL,Atlanta Hawks,22100452,2022-03-31,ATL vs. CLE,W,48.0,45,91,0.495,17,39,0.436,24,28,0.857,12,36,48,27,9.0,7,4,5,22,20,131,24.0,1,1,1,1,117,440,720,685,223,628,385,238,425,512,655,781,642,670,167,1188,1206,1256,1701,994,138,140,1,2021,2022,True,ATL,CLE
2021-22,1610612751,BKN,Brooklyn Nets,22101148,2022-03-31,BKN vs. MIL,L,53.0,45,97,0.464,18,37,0.486,11,16,0.688,5,36,41,31,16.0,12,7,3,25,14,119,-1.0,1,1231,1231,1231,15,440,219,1185,141,872,143,2034,1906,1973,2239,781,1625,233,1716,129,323,419,2188,2228,582,1231,1,2021,2022,True,BKN,MIL
