GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,1631260,AJ Green,AJ,1610612749,MIL,25.0,1,0,1,0.0,9.9,0.0,0.0,0.0,0.0,9.0,5.0,4.0,16.0,0.0,0.0,1.0,0.0,3.0,100,84,10,84,1,28,31,18,50,129,128,129,1,28,1,118,59,33
Players,203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,8,4,4,0.5,4.4,0.0,0.5,0.4,0.8,1.8,1.4,0.6,4.3,0.0,0.1,0.1,0.5,4.5,12,17,118,44,14,28,13,10,25,100,91,81,7,28,106,60,16,14
Players,1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,9,8,1,0.889,3.6,0.8,0.2,0.4,0.4,0.2,0.9,0.2,2.7,0.2,0.2,0.6,0.3,3.6,7,1,10,10,40,5,25,5,42,55,75,62,43,12,113,109,35,25
Players,201143,Al Horford,Al,1610612738,BOS,39.0,5,1,4,0.2,4.1,0.0,0.0,0.0,0.0,0.6,1.8,0.4,3.6,0.2,0.0,0.6,0.0,1.8,25,53,118,81,27,28,31,18,50,65,100,68,21,15,1,110,59,67
Players,1627936,Alex Caruso,Alex,1610612760,OKC,31.0,7,4,3,0.571,2.8,0.0,0.0,0.3,0.6,0.4,1.0,0.4,1.1,0.1,0.0,0.7,0.3,2.7,20,17,89,42,65,28,31,13,36,60,79,71,89,20,1,112,44,43
Players,1630578,Alperen Sengun,Alperen,1610612745,HOU,22.0,3,0,3,0.0,2.1,0.0,0.0,0.0,0.7,0.0,0.7,0.0,2.7,0.0,0.0,0.0,0.0,2.1,56,84,89,84,81,28,31,18,27,1,58,1,43,28,1,1,59,58
Players,1641708,Amen Thompson,Amen,1610612745,HOU,22.0,3,0,3,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.0,0.0,0.0,0.0,0.0,0.8,56,84,89,84,79,28,31,18,50,1,58,1,57,28,1,1,59,94
Players,1629614,Andrew Nembhard,Andrew,1610612754,IND,25.0,9,8,1,0.889,3.6,0.2,0.7,0.3,0.7,0.2,0.9,0.2,2.7,0.1,0.0,0.1,0.2,4.2,7,1,10,10,41,25,6,12,27,55,75,62,43,24,1,57,52,19
Players,1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,5,4,1,0.8,3.5,0.4,0.6,0.4,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.8,6.0,25,17,10,15,49,15,10,6,20,1,1,1,100,15,1,64,11,4
Players,1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,4,1,3,0.25,1.7,0.5,0.0,0.5,1.0,1.0,0.5,0.3,1.5,0.3,0.0,0.8,0.3,3.5,38,53,89,75,93,11,31,3,15,77,53,65,80,7,1,113,46,27
Players,1630559,Austin Reaves,Austin,1610612747,LAL,27.0,3,0,3,0.0,3.5,0.0,0.0,0.0,0.0,1.3,0.7,0.7,4.0,0.0,0.0,0.3,0.3,2.7,56,84,89,84,44,28,31,18,50,90,58,91,9,28,1,82,35,44
Players,1628389,Bam Adebayo,Bam,1610612748,MIA,27.0,1,0,1,0.0,4.2,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,100,84,10,84,21,28,31,18,1,119,1,1,57,28,1,118,59,61
Players,1641767,Ben Sheppard,Ben,1610612754,IND,23.0,4,3,1,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,38,29,10,19,120,28,31,18,50,1,1,1,111,28,1,73,59,106
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,30.0,2,0,2,0.0,6.1,0.0,0.0,0.0,0.0,4.5,4.0,2.0,8.0,0.0,0.5,0.5,0.0,1.4,76,84,66,84,4,28,31,18,50,124,124,122,3,28,125,93,59,80
Players,203992,Bogdan Bogdanović,Bogdan,1610612746,LAC,32.0,3,1,2,0.333,0.9,0.7,0.7,0.0,0.7,0.0,0.7,0.0,1.3,0.0,0.0,0.3,0.0,1.1,56,53,66,70,107,7,6,18,27,1,58,1,86,28,1,82,59,89
Players,1641764,Brandin Podziemski,Brandin,1610612744,GSW,22.0,4,3,1,0.75,2.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.3,0.0,0.0,0.0,2.1,38,29,10,19,69,28,31,18,50,62,79,72,91,7,1,1,59,56
Players,1627741,Buddy Hield,Buddy,1610612744,GSW,32.0,3,2,1,0.667,3.1,0.0,0.0,0.0,0.0,0.7,1.3,0.7,0.7,0.0,0.0,0.0,0.3,1.0,56,38,10,27,58,28,31,18,50,71,89,91,104,28,1,1,35,91
Players,1630595,Cade Cunningham,Cade,1610612765,DET,23.0,5,2,3,0.4,4.3,0.4,0.0,0.0,0.8,2.2,0.8,0.8,3.6,0.2,0.2,0.0,0.8,5.1,25,38,89,64,18,15,31,18,20,113,69,105,21,15,111,1,11,9
Players,1626166,Cameron Payne,Cameron,1610612752,NYK,30.0,1,0,1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,100,84,10,84,103,28,31,18,50,1,104,1,6,28,1,1,59,106
Players,1641717,Cason Wallace,Cason,1610612760,OKC,21.0,6,4,2,0.667,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,23,17,66,27,114,28,31,18,50,1,58,1,104,28,1,1,59,106
Players,1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,8,5,3,0.625,3.0,0.3,0.3,0.0,0.3,0.6,0.9,0.6,1.5,0.6,0.0,0.3,0.4,4.5,12,13,89,37,60,20,23,18,48,68,73,81,80,3,1,73,34,16
Players,1631128,Christian Braun,Christian,1610612743,DEN,24.0,8,4,4,0.5,4.4,0.0,0.0,0.0,0.0,1.8,1.4,0.6,4.3,0.1,0.0,0.8,0.0,1.4,12,17,118,44,17,28,31,18,50,100,91,81,7,21,1,113,59,80
Players,202709,Cory Joseph,Cory,1610612753,ORL,33.0,2,1,1,0.5,1.4,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76,53,10,44,101,28,31,18,50,1,95,1,91,28,1,1,59,106
Players,203081,Damian Lillard,Damian,1610612749,MIL,34.0,1,0,1,0.0,2.3,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100,84,10,84,74,28,1,18,50,1,122,1,111,28,1,1,59,33
Players,1629636,Darius Garland,Darius,1610612739,CLE,25.0,2,1,1,0.5,2.6,0.0,0.0,0.0,0.0,0.0,1.5,2.0,4.0,0.0,0.0,0.5,0.0,0.0,76,53,10,44,68,28,31,18,50,1,95,122,9,28,1,93,59,106
Players,1630558,Davion Mitchell,Davion,1610612748,MIA,26.0,1,0,1,0.0,4.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,100,84,10,84,21,28,31,18,50,119,1,1,57,28,1,1,59,74
