close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203507,Giannis Antetokounmpo,1610612749,MIL,F,27.0,67,67,0.371,2.72,5.13,0.529,0.642,-0.112
1626171,Bobby Portis,1610612749,MIL,F,27.0,72,71,0.377,2.96,5.08,0.582,0.642,-0.06
201572,Brook Lopez,1610612749,MIL,C,34.0,13,13,0.323,2.15,4.62,0.467,0.652,-0.186
201950,Jrue Holiday,1610612749,MIL,G,32.0,66,64,0.289,2.5,4.15,0.602,0.622,-0.02
203114,Khris Middleton,1610612749,MIL,F,30.0,66,64,0.329,2.62,4.15,0.631,0.634,-0.002
201586,Serge Ibaka,1610612749,MIL,F,32.0,54,51,0.346,2.15,3.61,0.595,0.652,-0.057
1626192,Pat Connaughton,1610612749,MIL,G,29.0,65,64,0.309,2.34,3.57,0.655,0.631,0.024
1628960,Grayson Allen,1610612749,MIL,G,26.0,66,64,0.297,1.86,3.14,0.594,0.628,-0.034
1630572,Sandro Mamukelashvili,1610612749,MIL,F-C,23.0,34,27,0.478,2.09,2.85,0.732,0.648,0.084
1627761,DeAndre' Bembry,1610612749,MIL,G-F,27.0,55,45,0.377,1.58,2.69,0.588,0.624,-0.036
1629670,Jordan Nwora,1610612749,MIL,F,23.0,60,54,0.349,1.7,2.63,0.646,0.622,0.024
201588,George Hill,1610612749,MIL,G,36.0,54,44,0.284,1.61,2.59,0.621,0.616,0.005
203648,Thanasis Antetokounmpo,1610612749,MIL,F,29.0,39,33,0.435,1.36,2.33,0.582,0.634,-0.052
202083,Wesley Matthews,1610612749,MIL,G,35.0,49,39,0.275,1.33,2.16,0.613,0.637,-0.023
1628975,Jevon Carter,1610612749,MIL,G,26.0,59,47,0.382,1.27,2.05,0.62,0.611,0.008
1629730,Rayjon Tucker,1610612749,MIL,G,24.0,5,5,0.294,2.0,2.0,1.0,0.6,0.4
204038,Langston Galloway,1610612749,MIL,G,30.0,7,5,0.314,0.86,1.57,0.545,0.605,-0.06
1629623,Lindell Wigginton,1610612749,MIL,G,24.0,16,11,0.348,1.0,1.44,0.696,0.617,0.079
1629602,Javin DeLaurier,1610612749,MIL,C,24.0,1,1,0.5,1.0,1.0,1.0,0.723,0.277
