season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2020-21,1610612755,42000101,2021-05-23,WAS,PHI,WAS,1610612764,125,118,W,7,rnd1,1
2020-21,1610612755,42000102,2021-05-26,WAS,PHI,WAS,1610612764,120,95,W,25,rnd1,2
2020-21,1610612755,42000103,2021-05-29,PHI,WAS,WAS,1610612764,132,103,W,29,rnd1,3
2020-21,1610612755,42000104,2021-05-31,PHI,WAS,WAS,1610612764,114,122,L,-8,rnd1,4
2020-21,1610612755,42000105,2021-06-02,WAS,PHI,WAS,1610612764,129,112,W,17,rnd1,5
2020-21,1610612755,42000201,2021-06-06,ATL,PHI,ATL,1610612737,124,128,L,-4,sf,1
2020-21,1610612755,42000202,2021-06-08,ATL,PHI,ATL,1610612737,118,102,W,16,sf,2
2020-21,1610612755,42000203,2021-06-11,PHI,ATL,ATL,1610612737,127,111,W,16,sf,3
2020-21,1610612755,42000204,2021-06-14,PHI,ATL,ATL,1610612737,100,103,L,-3,sf,4
2020-21,1610612755,42000205,2021-06-16,ATL,PHI,ATL,1610612737,106,109,L,-3,sf,5
2020-21,1610612755,42000206,2021-06-18,PHI,ATL,ATL,1610612737,104,99,W,5,sf,6
2020-21,1610612755,42000207,2021-06-20,ATL,PHI,ATL,1610612737,96,103,L,-7,sf,7
