season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2018-19,1628412,Frank Mason III,Frank,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,17.9,81.8,83.8,83.8,153.7,154.1,154.1,-71.9,-70.3,-70.3,0.143,0.5,6.3,0.083,0.0,0.056,12.5,11.8,0.538,0.54,0.357,0.37,100.32,99.03,82.53,99.03,0.077,37,6,13,6.0,13.0,0.462,1,13078,13078,13078,17842,23452,22949,22949,25465,25541,25541,25492,25470,25470,10221,11842,18336,4376,22618,16782,17219,17031,11170,12928,616,610,16088,17832,17832,14630,4937,4771,4937,4771,12177,1,17:56,2018,2019
2018-19,1628963,Marvin Bagley III,Marvin,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,30.2,133.8,134.9,134.9,141.8,139.7,139.7,-8.0,-4.8,-4.8,0.0,0.0,0.0,0.0,0.36,0.17,5.9,5.9,0.6,0.63,0.233,0.236,99.63,99.98,83.31,99.98,0.135,63,8,15,8.0,15.0,0.533,1,13078,13078,13078,7056,1861,1667,1667,24768,24607,24607,16029,14727,14733,19301,13613,19301,13019,855,2891,11023,11288,8407,8692,6741,7083,17200,16368,16368,7368,2320,3138,2320,3138,7990,1,30:15,2018,2019
2018-19,201147,Corey Brewer,Corey,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,23.5,102.8,103.8,103.8,138.9,136.0,136.0,-36.1,-32.2,-32.2,0.143,1.0,50.0,0.036,0.0,0.02,50.0,50.0,0.0,0.0,0.051,0.052,103.86,104.39,86.99,104.39,0.005,52,0,0,0.0,0.0,0.0,1,13078,13078,13078,13236,15486,15037,15037,24445,24115,24115,23427,22764,22764,10221,7758,518,10132,22618,22668,25632,25642,22860,23456,24996,24999,10359,9210,9211,22013,22860,25092,22860,25092,22860,1,23:27,2018,2019
2018-19,1627812,Yogi Ferrell,Yogi,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,28.7,110.7,113.6,113.6,138.5,133.9,133.9,-27.8,-20.3,-20.3,0.105,2.0,12.5,0.028,0.0,0.017,6.3,6.3,0.654,0.654,0.2,0.201,98.48,98.85,82.37,98.85,0.087,59,7,13,7.0,13.0,0.538,1,13078,13078,13078,8528,10729,9278,9278,24413,23813,23813,22040,20221,20221,13285,4020,14025,11839,22618,23104,11360,11482,6724,7743,10075,10879,18943,18120,18120,13325,3482,4771,3482,4771,7807,1,28:39,2018,2019
2018-19,1626161,Willie Cauley-Stein,Willie,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,17.3,172.5,170.3,170.3,124.9,127.0,127.0,47.6,43.2,43.2,0.0,0.0,0.0,0.2,0.214,0.208,0.0,0.0,1.0,1.031,0.098,0.098,102.68,102.46,85.38,102.46,0.093,37,3,3,3.0,3.0,1.0,1,13078,13078,13078,18298,141,108,108,21567,22215,22215,926,1236,1236,19301,13613,19301,535,5023,1372,1,1,467,579,22726,22913,12238,12263,12263,12424,12305,20488,12305,20488,1,1,17:20,2018,2019
2018-19,202357,Nemanja Bjelica,Nemanja,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,11.9,166.7,162.5,162.5,117.1,116.0,116.0,49.5,46.5,46.5,0.1,0.0,16.7,0.0,0.0,0.0,0.0,0.0,1.0,1.025,0.185,0.192,97.05,98.74,82.28,98.74,0.141,24,3,4,3.0,4.0,0.75,1,13078,13078,13078,21832,178,167,167,18381,17525,17525,833,1030,1030,13566,13613,10938,13019,22618,23475,1,1,467,604,12241,12103,20823,18279,18279,6722,12305,18618,12305,18618,1866,1,11:55,2018,2019
2018-19,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,16.7,179.6,177.1,177.1,120.7,122.9,122.9,59.0,54.3,54.3,0.6,9.0,45.0,0.0,0.067,0.042,5.0,5.0,0.85,0.85,0.282,0.293,100.73,100.5,83.75,100.5,0.22,35,8,10,8.0,10.0,0.8,1,13078,13078,13078,18768,112,80,80,19972,20773,20773,499,614,614,175,94,1225,13019,18774,19444,10331,10403,2133,2234,3023,2844,15405,15497,15497,1603,2320,8165,2320,8165,1450,1,16:43,2018,2019
2018-19,1629168,BJ Johnson,BJ,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,6.1,108.7,116.7,116.7,134.7,123.1,123.1,-26.0,-6.4,-6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.167,0.155,98.22,99.17,82.64,99.17,0.0,12,1,2,1.0,2.0,0.5,1,13078,13078,13078,23939,11948,7584,7584,23929,20838,20838,21655,15407,15407,19301,13613,19301,13019,22618,23475,1,1,11694,14624,14552,16938,19303,17618,17618,22068,19280,22125,19280,22125,8362,1,6:03,2018,2019
2018-19,1628403,Caleb Swanigan,Caleb,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,17.6,108.6,105.1,105.1,136.7,132.4,132.4,-28.1,-27.3,-27.3,0.2,0.0,37.5,0.125,0.235,0.171,0.0,0.0,0.4,0.4,0.109,0.114,100.4,103.68,86.4,103.68,0.132,39,2,5,2.0,5.0,0.4,1,13078,13078,13078,18104,12041,14310,14310,24194,23509,23509,22113,21896,21896,6693,13613,2116,2146,4009,2849,1,1,17091,18771,21789,21597,15947,10237,10237,7704,15736,16739,15736,16739,14646,1,17:36,2018,2019
2018-19,1627786,Troy Williams,Troy,1610612758,SAC,Sacramento Kings,21801230,2019-04-10T00:00:00,SAC @ POR,L,11.0,87.0,87.0,87.0,168.1,177.3,177.3,-81.1,-90.3,-90.3,0.0,0.0,0.0,0.154,0.0,0.095,0.0,0.0,0.4,0.4,0.179,0.185,100.5,97.89,81.57,97.89,-0.02,23,2,5,2.0,5.0,0.4,1,13078,13078,13078,22189,22226,22196,22196,25796,25928,25928,25650,25767,25767,19301,13613,19301,1329,22618,9833,1,1,17091,18771,13125,12981,15788,19469,19469,23857,15736,16739,15736,16739,14646,1,11:02,2018,2019
