GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,2564,Boris Diaw,Boris,1610612762,UTA,35.0,1,0,1,0.0,0.1,212.8,200.0,200.0,170.5,150.0,150.0,42.3,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.5,0.468,888.41,976.27,813.56,976.27,-0.333,2,0,0,0.0,0.0,0.0,105,104,26,104,130,6,4,4,121,116,116,22,24,24,55,26,55,40,74,86,1,1,76,53,4,9,3,4,4,134,76,90,76,90,76
Players,202324,Derrick Favors,Derrick,1610612762,UTA,25.0,5,3,2,0.6,2.8,115.8,110.7,110.7,117.9,111.5,111.5,-2.0,-0.8,-0.8,0.167,0.0,40.0,0.091,0.143,0.12,0.0,0.0,1.0,0.543,0.1,0.096,87.85,92.36,76.97,92.36,0.081,28,1,1,0.2,0.2,1.0,11,14,69,50,72,68,75,75,72,70,70,71,70,70,32,26,11,24,36,26,1,1,8,58,80,83,113,96,96,56,43,69,69,87,1
Players,201588,George Hill,George,1610612762,UTA,31.0,5,3,2,0.6,3.5,136.2,128.2,128.2,132.6,120.0,120.0,3.6,8.2,8.2,0.063,0.0,12.5,0.0,0.063,0.032,0.0,0.0,0.3,0.518,0.163,0.166,93.98,101.68,84.73,101.68,0.0,39,1,5,0.2,1.0,0.2,11,14,69,50,42,35,35,35,89,86,86,57,52,52,53,26,43,40,66,79,1,1,69,64,52,52,78,54,54,91,43,26,69,36,74
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,5,2,3,0.4,3.3,120.1,113.2,113.2,154.7,140.0,140.0,-34.6,-26.8,-26.8,0.1,0.5,6.7,0.118,0.308,0.2,13.3,13.7,0.222,0.43,0.333,0.343,99.19,107.31,89.42,107.31,0.098,38,2,9,0.4,1.8,0.222,11,36,110,79,58,55,66,66,112,110,110,101,89,89,45,21,50,15,12,12,109,112,75,75,15,17,48,44,44,49,25,15,49,26,73
Players,203481,Jeff Withey,Jeff,1610612762,UTA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,105,62,1,1,136,129,129,129,1,1,1,61,65,65,55,26,55,40,74,86,1,1,76,92,102,103,136,136,136,91,76,90,76,90,76
Players,204060,Joe Ingles,Joe,1610612762,UTA,29.0,5,3,2,0.6,3.1,130.1,123.5,123.5,134.6,122.6,122.6,-4.4,0.9,0.9,0.231,3.0,50.0,0.0,0.071,0.04,16.7,16.7,1.5,1.5,0.083,0.088,95.2,102.25,85.21,102.25,0.125,34,2,2,0.4,0.4,1.0,11,14,69,50,67,40,40,40,93,89,89,74,63,63,25,3,4,40,63,75,113,115,1,1,83,84,66,52,52,39,25,50,49,73,1
Players,2207,Joe Johnson,Joe,1610612762,UTA,36.0,6,3,3,0.5,3.3,135.5,128.9,128.9,135.1,123.7,123.7,0.5,5.2,5.2,0.4,4.0,23.5,0.059,0.118,0.088,5.9,5.9,0.75,0.75,0.265,0.278,92.81,99.27,82.72,99.27,0.224,45,8,12,1.3,2.0,0.667,7,14,110,61,48,37,33,33,95,91,91,60,56,56,7,1,23,32,48,44,101,101,28,40,28,28,90,63,63,19,1,10,8,13,25
Players,203918,Rodney Hood,Rodney,1610612762,UTA,24.0,3,2,1,0.667,3.3,179.6,172.7,172.7,137.8,122.2,122.2,41.7,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.167,0.173,88.97,95.87,79.89,95.87,0.155,22,3,4,1.0,1.3,0.75,60,36,26,38,49,11,8,8,102,88,88,23,23,23,55,26,55,40,74,86,1,1,8,19,47,48,111,80,80,29,18,30,11,29,23
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,25.0,2,1,1,0.5,2.9,153.2,146.2,146.2,168.7,154.5,154.5,-15.4,-8.4,-8.4,0.0,0.0,0.0,0.0,0.333,0.111,0.0,0.0,1.0,0.906,0.2,0.192,91.86,98.07,81.73,98.07,0.107,13,1,1,0.5,0.5,1.0,90,62,26,61,69,23,22,22,120,121,121,83,77,77,55,26,55,40,7,30,1,1,8,30,40,43,95,66,66,47,43,69,37,67,1
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,27.0,1,0,1,0.0,2.0,119.0,125.0,125.0,200.0,200.0,200.0,-81.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.23,96.81,80.67,96.81,0.0,4,0,0,0.0,0.0,0.0,105,104,26,104,88,59,37,37,129,130,130,123,120,120,55,26,55,40,74,86,1,1,76,92,102,103,47,73,73,91,76,90,76,90,76
