group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,1641729,Brice Sensabaugh,,1610612762,UTA,20.0,4,1,3,0.25,44.8,0.0,0.0,0.0,7.4,29.6,18.5,18.5,51.9,0.0,3.7,11.1,0.0,27.8,341,359,132,382,327,226,238,169,180,422,337,428,101,218,442,423,310,319
,1629012,Collin Sexton,,1610612762,UTA,25.0,23,9,14,0.391,47.4,1.3,4.0,0.0,7.9,13.9,18.5,3.3,33.1,0.0,3.3,5.3,12.6,43.0,132,167,381,337,229,199,115,169,172,239,339,138,352,218,437,274,17,164
,1629647,Darius Bazley,,1610612762,UTA,24.0,1,1,0,1.0,46.1,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,420,359,1,1,286,226,238,169,5,1,1,1,431,218,1,1,310,37
,1628381,John Collins,,1610612762,UTA,26.0,22,10,12,0.455,51.1,7.1,2.6,1.9,11.5,12.2,16.0,3.8,38.5,2.6,1.9,5.1,5.8,45.1,141,153,337,272,66,30,172,111,113,190,273,146,284,61,384,263,124,152
,1630548,Johnny Juzang,,1610612762,UTA,23.0,4,3,1,0.75,50.0,0.0,17.4,0.0,17.4,26.1,26.1,0.0,17.4,4.3,0.0,4.3,0.0,42.2,341,288,29,44,113,226,5,169,44,404,423,1,417,33,1,220,310,173
,203903,Jordan Clarkson,,1610612762,UTA,32.0,19,8,11,0.421,51.8,4.6,2.6,2.6,13.1,9.2,15.0,2.0,37.9,0.7,2.0,3.3,3.9,63.3,163,181,324,318,52,88,166,84,86,128,250,122,294,188,386,165,195,41
,1631254,Kenneth Lofton Jr.,,1610612762,UTA,21.0,3,2,1,0.667,48.2,0.0,0.0,13.6,18.2,22.7,13.6,18.2,36.4,4.5,0.0,4.5,9.1,80.9,364,315,29,70,185,226,238,5,35,384,222,427,315,28,1,241,52,11
,1641718,Keyonte George,,1610612762,UTA,20.0,19,10,9,0.526,50.1,1.4,0.0,2.9,5.8,15.8,13.7,5.0,33.1,0.0,1.4,2.9,8.6,45.3,163,153,288,186,107,193,238,70,234,281,226,185,353,218,356,150,57,150
,1630184,Kira Lewis Jr.,,1610612762,UTA,23.0,1,0,1,0.0,46.5,0.0,0.0,0.0,22.2,55.6,22.2,22.2,88.9,0.0,0.0,0.0,0.0,22.2,420,422,29,422,259,226,238,169,22,460,393,444,6,218,1,1,310,363
,1627739,Kris Dunn,,1610612762,UTA,30.0,13,6,7,0.462,49.4,0.0,0.0,3.5,7.0,12.3,15.8,7.0,17.5,3.5,0.0,8.8,0.0,46.8,229,221,243,263,137,226,238,49,194,192,265,252,416,45,1,391,310,132
,1628374,Lauri Markkanen,,1610612762,UTA,27.0,22,8,14,0.364,51.2,3.7,6.8,0.0,8.7,14.9,21.1,1.9,36.0,0.6,1.2,3.7,6.8,55.1,141,181,381,346,59,112,42,169,155,258,379,120,322,192,340,182,95,73
,1629677,Luka Samanic,,1610612762,UTA,24.0,4,3,1,0.75,45.8,9.4,6.3,0.0,12.5,31.3,15.6,18.8,50.0,0.0,0.0,6.3,3.1,25.9,341,288,29,44,295,12,51,169,95,425,260,429,116,218,1,315,226,336
,1630209,Omer Yurtseven,,1610612762,UTA,26.0,6,3,3,0.5,47.8,0.0,6.3,0.0,12.5,15.6,12.5,6.3,56.3,6.3,0.0,0.0,3.1,43.4,308,288,132,200,210,226,51,169,95,274,195,222,72,14,1,1,226,159
,1629659,Talen Horton-Tucker,,1610612762,UTA,23.0,9,5,4,0.556,44.3,0.0,4.3,0.0,4.3,17.4,13.0,8.7,47.8,4.3,0.0,6.5,4.3,46.5,265,240,164,157,341,226,101,169,268,318,209,300,148,33,1,328,175,134
,1641707,Taylor Hendricks,,1610612762,UTA,20.0,7,2,5,0.286,51.1,0.0,0.0,0.0,0.0,28.6,25.7,22.9,68.6,0.0,0.0,5.7,2.9,47.1,294,315,196,376,67,226,238,169,329,418,422,447,30,218,1,292,239,130
,1631117,Walker Kessler,,1610612762,UTA,22.0,15,8,7,0.533,51.2,0.0,10.8,0.0,18.9,10.8,21.6,1.4,35.1,5.4,2.7,8.1,4.1,63.9,204,181,243,179,62,226,16,169,31,157,385,118,330,21,425,377,190,38
