group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,26.0,10,4,6,0.4,2.0,0.3,0.6,0.5,0.0,0.0,0.0,0.2,0.3,0.667,0.4,0.6,1.0,0.1,0.0,0.0,0.0,0.2,0.3,0.2,0.8,-1.9,2.2,1,0,1.9,271,278,234,316,312,212,229,117,257,325,257,201,197,195,31,76,32,234,281,250,204,21,214,226,234,391,207,148,27,228
Players,1631223,David Roddy,David,1610612763,MEM,22.0,12,8,4,0.667,1.9,0.3,0.3,0.75,0.1,0.2,0.5,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.6,1.8,1.0,0,0,1.1,245,204,287,53,330,241,327,42,197,266,42,295,305,295,210,311,302,297,111,250,112,210,324,329,295,50,354,205,27,331
Players,1630217,Desmond Bane,Desmond,1610612763,MEM,25.0,28,17,11,0.607,3.4,0.9,1.9,0.463,0.2,0.8,0.261,1.1,1.3,0.811,0.3,0.3,0.6,0.2,0.2,0.0,0.0,0.1,0.2,0.9,3.1,0.4,4.0,0,0,4.1,118,61,153,111,127,37,40,176,74,42,185,17,17,128,76,225,152,155,82,223,204,81,319,17,23,158,66,205,27,43
Players,1628415,Dillon Brooks,Dillon,1610612763,MEM,27.0,30,17,13,0.567,2.7,0.3,0.7,0.45,0.2,0.4,0.455,0.1,0.2,0.6,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.4,0.1,0.9,0.5,1.5,0,0,1.6,94,61,122,142,234,212,203,190,104,158,80,261,257,223,237,311,323,234,187,168,185,182,117,271,218,153,280,205,27,263
Players,1629630,Ja Morant,Ja,1610612763,MEM,23.0,23,14,9,0.609,3.0,0.9,2.5,0.345,0.0,0.3,0.0,1.1,1.5,0.743,0.1,0.3,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,2.9,0.6,4.0,4,2,3.9,158,108,185,110,186,40,13,282,257,164,257,13,8,178,208,233,243,60,55,212,168,57,176,7,33,128,64,76,5,61
Players,1631222,Jake LaRavia,Jake,1610612763,MEM,21.0,2,2,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.5,0.0,0,0,0.0,394,326,435,1,431,361,396,361,257,325,257,295,305,295,288,373,388,297,281,250,204,210,70,329,382,276,413,205,27,413
Players,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,23.0,26,14,12,0.538,2.7,0.4,1.0,0.4,0.0,0.3,0.0,0.6,0.7,0.833,0.3,0.6,0.9,0.0,0.1,0.0,0.1,0.1,0.4,0.4,1.3,-0.2,2.8,3,0,2.5,137,108,140,163,224,157,142,236,257,210,257,81,90,114,40,87,57,289,226,220,121,70,143,122,132,236,138,94,27,142
Players,1629723,John Konchar,John,1610612763,MEM,27.0,16,10,6,0.625,1.8,0.2,0.3,0.6,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.5,0.6,1.1,2,0,1.1,212,179,234,98,332,288,343,74,146,217,42,295,305,295,163,338,302,273,281,177,204,210,372,329,313,136,336,108,27,334
Players,1631254,Kenneth Lofton Jr.,Kenneth,1610612763,MEM,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,425,418,381,418,446,361,396,361,257,325,257,295,305,295,288,373,388,297,281,250,204,210,376,329,382,34,413,205,27,413
Players,1628379,Luke Kennard,Luke,1610612763,MEM,27.0,19,13,6,0.684,1.9,0.1,0.2,0.5,0.1,0.2,0.667,0.3,0.3,1.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.6,1.9,0.9,0,0,1.0,191,129,234,51,329,340,366,117,174,276,23,163,208,1,288,283,332,232,255,250,204,210,360,253,297,43,357,205,27,335
Players,1630583,Santi Aldama,Santi,1610612763,MEM,22.0,14,10,4,0.714,2.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2,0.667,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.4,0.2,0.1,0.1,0.7,2,0,0.6,229,179,287,37,306,361,382,361,257,280,257,238,241,195,230,326,330,263,231,157,204,210,168,217,376,194,385,108,27,390
