season,team_id,team,sos_v0
2017-18,1610612737,ATL,-0.1284949434860202
2017-18,1610612738,BOS,-0.4503271861986913
2017-18,1610612739,CLE,-0.5353955978584176
2017-18,1610612740,NOP,0.5208209399167164
2017-18,1610612741,CHI,-0.16225461035098152
2017-18,1610612742,DAL,0.3988697204045212
2017-18,1610612743,DEN,0.2279892920880429
2017-18,1610612744,GSW,-0.3425044616299821
2017-18,1610612745,HOU,-0.1100535395597858
2017-18,1610612746,LAC,0.004461629982153571
2017-18,1610612747,LAL,0.5130874479476503
2017-18,1610612748,MIA,-0.45315288518738844
2017-18,1610612749,MIL,-0.24419988102320048
2017-18,1610612750,MIN,0.1472337894110649
2017-18,1610612751,BKN,0.019631171921475305
2017-18,1610612752,NYK,-0.09756097560975605
2017-18,1610612753,ORL,0.07376561570493756
2017-18,1610612754,IND,-0.09830458060678166
2017-18,1610612755,PHI,0.08447352766210596
2017-18,1610612756,PHX,0.6020226055919097
2017-18,1610612757,POR,0.1969066032123737
2017-18,1610612758,SAC,0.35975609756097565
2017-18,1610612759,SAS,-0.018143961927424103
2017-18,1610612760,OKC,0.21609161213563358
2017-18,1610612761,TOR,-0.45597858417608556
2017-18,1610612762,UTA,0.2501487209994052
2017-18,1610612763,MEM,0.12849494348602028
2017-18,1610612764,WAS,-0.24509220701963114
2017-18,1610612765,DET,-0.13622843545508626
2017-18,1610612766,CHA,-0.26606186793575254
