GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,25,17,8,0.68,1.6,105.5,87.4,87.4,112.9,107.3,107.3,-7.4,-19.9,-19.9,0.063,0.0,8.3,0.0,0.088,0.05,0.0,0.0,0.45,0.46,0.112,0.133,112.86,125.41,104.51,125.41,0.029,87,4,10,0.2,0.4,0.4,151,88,204,59,331,214,354,354,276,279,279,265,354,354,216,238,222,270,257,291,1,1,190,266,284,252,50,45,45,301,197,204,272,295,186
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,20,12,8,0.6,3.7,122.2,118.9,118.9,120.7,114.8,114.8,1.5,4.1,4.1,0.257,2.25,15.3,0.068,0.179,0.127,6.8,6.9,0.513,0.581,0.282,0.286,99.65,103.63,86.36,103.63,0.159,159,20,39,1.0,2.0,0.513,196,144,204,103,79,57,37,37,356,343,343,187,164,165,52,57,117,104,84,77,221,224,130,138,45,48,216,198,198,72,55,66,13,32,94
Players,203912,C.J. Wilcox,C.J.,1610612746,LAC,25.0,2,1,1,0.5,1.0,143.4,140.0,140.0,51.5,50.0,50.0,91.9,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.205,110.56,113.58,94.65,113.58,-0.2,5,0,1,0.0,0.5,0.0,374,362,31,188,384,16,10,10,27,26,26,12,12,12,287,238,287,270,356,370,1,1,342,359,115,125,62,84,84,422,342,337,342,251,342
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,35,22,13,0.629,3.9,123.9,120.1,120.1,114.8,114.7,114.7,9.1,5.4,5.4,0.466,3.4,26.6,0.0,0.075,0.041,7.8,8.0,0.53,0.608,0.285,0.289,101.08,102.77,85.64,102.77,0.161,299,31,66,0.9,1.9,0.47,70,25,281,94,50,47,36,36,293,341,341,135,157,157,15,20,43,270,291,321,252,258,120,115,44,44,171,214,214,68,24,33,25,38,132
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,3,1,2,0.333,5.4,82.2,78.6,78.6,80.8,79.4,79.4,1.4,-0.8,-0.8,0.333,0.5,11.1,0.077,0.261,0.194,22.2,22.2,0.833,0.833,0.267,0.278,89.96,92.71,77.26,92.71,0.423,28,5,6,1.7,2.0,0.833,357,362,75,330,6,379,378,378,48,53,53,190,217,217,32,205,176,85,24,19,409,408,31,35,52,52,385,402,402,5,179,255,2,27,25
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,37,24,13,0.649,3.7,122.5,117.0,117.0,110.1,109.9,109.9,12.4,7.1,7.1,0.012,0.5,2.0,0.155,0.197,0.178,4.0,4.0,0.708,0.661,0.159,0.168,97.7,99.95,83.29,99.95,0.138,276,17,24,0.5,0.6,0.708,51,14,281,81,85,55,46,46,255,296,296,108,143,143,285,205,285,19,67,26,169,171,55,88,182,186,273,286,286,99,67,111,120,208,42
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,34,22,12,0.647,3.7,127.4,123.0,123.0,107.3,106.5,106.5,20.1,16.5,16.5,0.049,1.0,6.7,0.0,0.059,0.033,6.7,6.6,0.597,0.746,0.186,0.195,100.55,102.76,85.63,102.76,0.131,274,15,36,0.4,1.1,0.417,76,25,264,83,87,40,32,32,231,275,275,67,76,76,244,131,245,270,326,344,215,214,90,55,141,141,188,215,215,108,76,73,134,110,176
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,39,23,16,0.59,3.0,119.5,116.7,116.7,109.4,101.8,101.8,10.1,15.0,15.0,0.129,3.0,14.1,0.018,0.033,0.026,4.7,4.8,0.446,0.583,0.19,0.193,97.53,102.1,85.08,102.1,0.094,263,13,37,0.3,0.9,0.351,32,19,324,113,185,70,48,48,249,218,218,127,83,83,129,26,134,228,346,356,182,182,193,137,135,145,277,230,230,174,88,72,171,143,243
Players,201965,Jeff Ayres,Jeff,1610612746,LAC,29.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,7200.0,6000.0,7200.72,0.0,0,0,0,0.0,0.0,0.0,404,362,1,1,432,415,415,415,1,1,1,199,198,198,287,238,287,270,356,370,1,1,342,359,390,391,1,1,1,329,342,379,342,379,342
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,32,21,11,0.656,3.3,107.5,105.4,105.4,95.4,93.4,93.4,12.1,12.1,12.1,0.058,0.5,5.1,0.074,0.113,0.092,10.2,10.2,0.564,0.584,0.214,0.222,96.91,98.87,82.4,98.87,0.151,221,22,47,0.7,1.5,0.468,94,33,251,78,139,194,178,178,102,112,112,110,107,107,225,205,267,89,196,158,301,299,104,135,103,104,292,307,307,79,44,55,58,70,133
