GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,25,17,8,0.68,46.4,4.6,11.5,0.4,1.1,5.7,0.2,1.1,2.3,0.5,0.0,5.7,5.7,1.1,0.0,2.3,0.0,1.1,9.2,2.3,11.5,-65.5,27.0,0,0,24.1,151,88,215,59,235,222,221,186,154,141,167,283,287,261,270,193,262,254,282,50,200,117,73,274,253,404,278,190,13,299
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,20,12,8,0.6,46.8,12.6,24.5,0.513,0.0,0.0,0.0,7.5,8.2,0.923,3.1,9.4,12.6,5.7,2.5,0.6,0.6,1.3,9.4,5.7,32.7,1.9,57.5,7,0,53.5,196,144,215,103,216,29,41,94,209,275,209,94,135,73,115,78,82,66,117,208,167,104,69,134,47,193,53,49,13,55
Players,203912,C.J. Wilcox,C.J.,1610612746,LAC,25.0,2,1,1,0.5,38.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,100.0,60.0,0,0,40.0,374,362,363,188,386,342,92,342,209,2,209,299,312,299,270,356,370,287,282,2,200,206,15,326,359,4,39,190,13,142
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,35,22,13,0.629,46.2,10.4,22.1,0.47,2.7,6.0,0.444,9.7,11.7,0.829,0.0,4.0,4.0,11.4,3.3,2.0,0.0,0.7,7.4,8.0,33.1,7.7,57.7,19,0,55.2,70,25,140,94,248,54,68,132,65,133,56,68,77,138,270,278,325,11,78,65,200,165,123,69,45,146,50,13,13,50
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,3,1,2,0.333,57.3,17.9,21.4,0.833,0.0,0.0,0.0,0.0,0.0,0.0,3.6,21.4,25.0,3.6,7.1,7.1,10.7,0.0,10.7,3.6,35.7,-17.9,117.5,2,0,100.0,357,362,329,330,21,9,75,25,209,275,209,299,312,299,99,5,6,118,10,7,5,206,50,220,37,323,2,103,13,2
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,37,24,13,0.649,49.5,6.2,8.7,0.708,0.0,0.0,0.0,10.1,18.8,0.538,7.2,10.9,18.1,0.4,0.7,1.1,4.7,0.0,6.2,13.4,22.5,0.4,61.4,26,0,52.5,51,14,140,81,96,153,285,42,209,275,209,58,23,255,25,52,31,284,265,162,21,206,169,16,126,204,36,6,13,62
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,34,22,12,0.647,45.5,5.5,13.1,0.417,4.7,10.2,0.464,12.8,13.5,0.946,0.0,3.3,3.3,1.5,1.5,0.4,0.0,0.4,4.4,8.0,28.5,21.9,34.2,0,0,38.7,76,25,157,83,269,181,186,176,16,41,53,36,52,66,270,311,342,237,202,228,200,198,275,67,71,73,219,190,13,155
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,39,23,16,0.59,43.8,4.9,14.1,0.351,2.7,6.5,0.412,9.9,11.8,0.839,0.8,1.5,2.3,3.4,1.1,0.0,0.0,0.8,2.7,6.1,22.4,28.9,29.2,0,0,30.8,32,19,97,113,318,208,173,243,66,120,66,63,74,120,234,348,360,127,234,237,200,156,347,121,127,56,271,190,13,232
Players,201965,Jeff Ayres,Jeff,1610612746,LAC,29.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,362,407,1,427,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,206,400,190,13,400
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,32,21,11,0.656,47.4,10.0,21.3,0.468,4.1,8.6,0.474,2.3,2.7,0.833,4.1,5.4,9.5,1.4,2.7,1.4,1.8,1.8,2.7,2.3,26.2,16.3,46.5,0,0,47.5,94,33,174,78,172,63,77,133,26,70,52,258,276,122,87,213,151,246,108,125,83,72,345,275,88,104,113,190,13,82
Players,201601,Luc Mbah a Moute,Luc,1610612746,LAC,29.0,30,20,10,0.667,50.3,1.4,1.4,1.0,1.4,1.4,1.0,5.7,8.6,0.667,1.4,5.7,7.1,0.0,1.4,1.4,1.4,0.0,8.6,4.3,10.0,-88.6,25.7,0,0,24.3,107,45,187,61,72,329,378,1,138,250,1,138,127,211,192,197,218,287,205,115,101,206,89,194,280,414,292,190,13,297
Players,203143,Pablo Prigioni,Pablo,1610612746,LAC,39.0,4,2,2,0.5,51.3,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,5.9,5.9,0.0,0.0,5.9,5.9,0.0,0.0,41.2,17.1,0,0,17.6,339,326,329,188,54,342,339,342,209,275,209,299,312,299,270,39,95,57,15,237,200,10,188,326,359,37,354,190,13,343
Players,1718,Paul Pierce,Paul,1610612746,LAC,38.0,21,14,7,0.667,42.3,2.5,10.8,0.231,1.7,9.2,0.182,0.0,0.0,0.0,0.8,4.2,5.0,1.7,3.3,0.8,0.8,0.8,2.5,2.5,6.7,25.0,16.8,0,0,18.3,188,119,234,61,343,294,240,315,121,62,181,299,312,299,231,271,287,217,79,186,145,144,354,263,329,63,356,190,13,340
Players,202325,Wesley Johnson,Wesley,1610612746,LAC,28.0,25,15,10,0.6,40.8,3.2,10.4,0.308,0.8,7.2,0.111,0.8,3.2,0.25,0.8,5.6,6.4,2.4,1.6,1.6,4.0,0.0,5.6,2.4,8.0,35.2,34.5,0,0,28.8,151,109,187,103,368,273,245,278,175,103,203,292,261,297,232,201,241,174,189,94,31,206,206,272,313,42,218,190,13,252
