season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612761,TOR,Toronto Raptors,21900500,2019-12-31,TOR vs. CLE,W,48.0,120.6,123.2,96.0,100.0,24.6,23.2,0.725,2.42,21.3,0.255,0.706,0.49,0.126,0.577,0.616,99.0,96.0,80.0,95,0.612,1,1,1,1,139,265,360,106,205,362,205,1139,1371,1240,737,501,444,1745,174,1,2019,2020,True,TOR,CLE
2019-20,1610612744,GSW,Golden State Warriors,21900502,2019-12-31,GSW @ SAS,L,53.0,108.7,110.8,113.1,115.8,-4.3,-5.1,0.705,3.44,21.5,0.214,0.717,0.459,0.088,0.521,0.544,93.9,91.92,76.6,102,0.48,1,1060,1060,1060,13,1011,1490,1328,303,73,179,1639,1270,1693,146,1143,1355,2049,1231,1,2019,2020,False,SAS,GSW
2019-20,1610612760,OKC,Oklahoma City Thunder,21900503,2019-12-31,OKC vs. DAL,W,48.0,108.9,110.4,102.1,103.1,6.8,7.4,0.462,1.5,13.4,0.37,0.667,0.53,0.125,0.462,0.513,98.1,97.0,80.83,96,0.577,1,1,1,1,139,1031,550,633,1930,1311,1913,124,1729,579,708,1803,1693,1621,368,1,2019,2020,True,OKC,DAL
2019-20,1610612754,IND,Indiana Pacers,21900498,2019-12-31,IND vs. PHI,W,48.0,116.8,119.8,96.2,102.1,20.6,17.7,0.833,5.83,24.6,0.239,0.63,0.45,0.063,0.552,0.59,99.6,95.5,79.58,96,0.618,1,1,1,1,139,402,496,206,13,13,17,1370,1992,1788,27,774,716,1799,158,1,2019,2020,True,IND,PHI
2019-20,1610612742,DAL,Dallas Mavericks,21900503,2019-12-31,DAL @ OKC,L,48.0,102.1,103.1,108.9,110.4,-6.8,-7.4,0.576,1.73,13.8,0.333,0.63,0.47,0.112,0.435,0.482,98.1,97.0,80.83,98,0.423,1,1060,1060,1060,139,1565,1082,1486,1245,989,1871,334,1992,1540,490,1970,1958,1621,1751,1,2019,2020,False,OKC,DAL
2019-20,1610612738,BOS,Boston Celtics,21900497,2019-12-31,BOS @ CHA,W,48.0,109.7,112.4,90.2,94.8,19.5,17.5,0.568,1.92,18.0,0.352,0.745,0.55,0.134,0.526,0.537,100.7,97.0,80.83,97,0.602,1,1,1,1,139,881,187,213,1309,751,907,214,935,323,864,1078,1421,1621,218,1,2019,2020,False,CHA,BOS
2019-20,1610612743,DEN,Denver Nuggets,21900501,2019-12-31,DEN @ HOU,L,48.0,101.0,105.1,126.7,130.0,-25.6,-24.9,0.556,1.56,17.6,0.333,0.622,0.465,0.162,0.505,0.515,102.8,99.5,82.92,99,0.405,1,1060,1060,1060,139,1434,2031,2038,1409,1240,1024,334,2019,1612,1469,1375,1674,1247,1873,1,2019,2020,False,HOU,DEN
2019-20,1610612746,LAC,LA Clippers,21900499,2019-12-31,LAC @ SAC,W,48.0,109.7,112.9,93.2,92.6,16.6,20.4,0.583,1.75,16.2,0.346,0.745,0.544,0.129,0.477,0.537,94.5,93.5,77.92,93,0.616,1,1,1,1,139,835,120,148,1185,946,1437,266,947,397,776,1664,1422,1965,163,1,2019,2020,False,SAC,LAC
2019-20,1610612759,SAS,San Antonio Spurs,21900502,2019-12-31,SAS vs. GSW,W,53.0,113.1,115.8,108.7,110.8,4.3,5.1,0.667,3.0,20.7,0.283,0.786,0.541,0.099,0.542,0.565,93.9,91.92,76.6,101,0.52,1,1,1,1,13,621,1105,791,488,130,294,840,464,423,259,896,1041,2049,888,1,2019,2020,True,SAS,GSW
2019-20,1610612739,CLE,Cleveland Cavaliers,21900500,2019-12-31,CLE @ TOR,L,48.0,96.0,100.0,120.6,123.2,-24.6,-23.2,0.568,1.4,15.9,0.294,0.745,0.51,0.155,0.483,0.516,99.0,96.0,80.0,97,0.388,1,1060,1060,1060,139,1715,1854,2013,1323,1485,1492,731,966,875,1337,1615,1668,1745,1944,1,2019,2020,False,TOR,CLE
2019-20,1610612766,CHA,Charlotte Hornets,21900497,2019-12-31,CHA vs. BOS,L,48.0,90.2,94.8,109.7,112.4,-19.5,-17.5,0.735,1.47,18.5,0.255,0.648,0.45,0.175,0.465,0.494,100.7,97.0,80.83,97,0.398,1,1060,1060,1060,139,1930,1230,1906,166,1376,758,1173,1897,1793,1705,1766,1864,1621,1901,1,2019,2020,True,CHA,BOS
2019-20,1610612758,SAC,Sacramento Kings,21900499,2019-12-31,SAC vs. LAC,L,48.0,93.2,92.6,109.7,112.9,-16.6,-20.4,0.606,1.25,15.7,0.255,0.654,0.456,0.17,0.463,0.492,94.5,93.5,77.92,94,0.384,1,1060,1060,1060,139,1995,1284,1971,1002,1718,1511,1154,1846,1719,1636,1796,1876,1965,1956,1,2019,2020,True,SAC,LAC
2019-20,1610612745,HOU,Houston Rockets,21900501,2019-12-31,HOU vs. DEN,W,48.0,126.7,130.0,101.0,105.1,25.6,24.9,0.435,1.33,14.7,0.378,0.667,0.535,0.15,0.621,0.646,102.8,99.5,82.92,100,0.595,1,1,1,1,139,87,678,81,2008,1583,1722,98,1729,498,1240,181,205,1247,246,1,2019,2020,True,HOU,DEN
2019-20,1610612755,PHI,Philadelphia 76ers,21900498,2019-12-31,PHI @ IND,L,48.0,96.2,102.1,116.8,119.8,-20.6,-17.7,0.649,1.6,17.3,0.37,0.761,0.55,0.158,0.44,0.486,99.6,95.5,79.58,95,0.382,1,1060,1060,1060,139,1619,1713,1913,639,1173,1128,124,737,327,1395,1955,1932,1799,1961,1,2019,2020,False,IND,PHI
2019-20,1610612751,BKN,Brooklyn Nets,21900494,2019-12-30,BKN @ MIN,L,53.0,95.1,97.5,101.9,102.5,-6.7,-5.1,0.55,1.29,14.7,0.161,0.776,0.481,0.144,0.48,0.519,109.0,107.32,89.43,118,0.459,1,1060,1060,1060,13,1846,505,1329,1460,1654,1742,1986,577,1401,1084,1638,1637,209,1435,1,2019,2020,False,MIN,BKN
2019-20,1610612750,MIN,Minnesota Timberwolves,21900494,2019-12-30,MIN vs. BKN,W,53.0,101.9,102.5,95.1,97.5,6.7,5.1,0.476,1.43,13.0,0.224,0.839,0.519,0.118,0.486,0.522,109.0,107.32,89.43,119,0.541,1,1,1,1,13,1614,273,790,1874,1440,1976,1542,131,718,574,1568,1602,209,684,1,2019,2020,True,MIN,BKN
2019-20,1610612764,WAS,Washington Wizards,21900492,2019-12-30,WAS vs. MIA,W,48.0,125.3,125.5,105.9,107.1,19.4,18.4,0.605,2.6,19.4,0.217,0.733,0.473,0.102,0.613,0.633,98.7,98.0,81.67,98,0.595,1,1,1,1,139,182,844,187,1019,289,558,1605,1082,1510,308,213,303,1473,247,1,2019,2020,True,WAS,MIA
2019-20,1610612756,PHX,Phoenix Suns,21900496,2019-12-30,PHX @ POR,W,48.0,118.8,124.5,112.7,117.2,6.1,7.3,0.659,2.64,20.4,0.306,0.709,0.519,0.112,0.549,0.6,102.8,98.5,82.08,98,0.548,1,1,1,1,139,219,1573,638,555,271,346,594,1340,719,490,805,607,1403,632,1,2019,2020,False,POR,PHX
2019-20,1610612757,POR,Portland Trail Blazers,21900496,2019-12-30,POR vs. PHX,L,48.0,112.7,117.2,118.8,124.5,-6.1,-7.3,0.545,2.67,17.4,0.291,0.694,0.481,0.091,0.531,0.558,102.8,98.5,82.08,99,0.452,1,1060,1060,1060,139,543,1898,1481,1488,251,1089,772,1513,1392,176,1015,1140,1403,1487,1,2019,2020,True,POR,PHX
2019-20,1610612748,MIA,Miami Heat,21900492,2019-12-30,MIA @ WAS,L,48.0,105.9,107.1,125.3,125.5,-19.4,-18.4,0.545,0.95,14.1,0.267,0.783,0.527,0.194,0.521,0.582,98.7,98.0,81.67,98,0.405,1,1060,1060,1060,139,1272,1936,1932,1488,2018,1829,1028,501,604,1908,1149,819,1473,1871,1,2019,2020,False,WAS,MIA
2019-20,1610612737,ATL,Atlanta Hawks,21900491,2019-12-30,ATL @ ORL,W,48.0,102.6,104.1,95.3,94.9,7.2,9.2,0.538,1.0,16.0,0.302,0.75,0.556,0.216,0.537,0.571,98.0,97.5,81.25,97,0.557,1,1,1,1,139,1499,190,510,1536,1961,1466,637,860,270,2044,955,985,1555,546,1,2019,2020,False,ORL,ATL
2019-20,1610612753,ORL,Orlando Magic,21900491,2019-12-30,ORL vs. ATL,L,48.0,95.3,94.9,102.6,104.1,-7.2,-9.2,0.595,2.44,16.5,0.25,0.698,0.444,0.092,0.444,0.467,98.0,97.5,81.25,98,0.443,1,1060,1060,1060,139,1929,617,1609,1105,352,1349,1192,1474,1840,190,1930,2014,1555,1573,1,2019,2020,True,ORL,ATL
