group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1630201,Malachi Flynn,Malachi,1610612765,DET,26.0,5,2,3,0.4,1.1,0.0,0.0,0.0,0.0,1.2,0.6,0.6,0.8,0.0,0.0,0.4,0.0,0.6,320,315,132,326,404,226,238,169,329,349,159,334,401,218,1,340,310,380,DET
Players,1630587,Isaiah Livers,Isaiah,1610612765,DET,25.0,5,1,4,0.2,3.3,0.0,0.4,0.0,0.4,2.0,1.4,0.8,4.4,0.0,0.4,0.8,0.0,0.8,320,359,164,405,128,226,44,169,190,431,400,403,23,218,460,453,310,361,DET
Players,1631093,Jaden Ivey,Jaden,1610612765,DET,22.0,26,7,19,0.269,2.6,0.2,0.2,0.0,0.4,1.2,0.6,0.5,2.6,0.0,0.1,0.6,0.4,1.8,111,200,440,380,243,127,125,166,205,360,167,287,207,218,383,419,105,262,DET
Players,1630191,Isaiah Stewart,Isaiah,1610612765,DET,23.0,17,4,13,0.235,2.5,0.2,0.4,0.1,0.2,0.8,0.8,0.4,2.0,0.1,0.1,0.6,0.0,1.7,187,261,365,398,268,134,60,157,267,233,225,216,275,160,307,421,310,277,DET
Players,1628995,Kevin Knox II,Kevin,1610612765,DET,24.0,5,1,4,0.2,2.1,0.0,0.0,0.4,0.4,0.8,0.0,0.6,1.6,0.0,0.0,0.4,0.0,1.4,320,359,164,405,324,226,238,15,190,220,1,334,337,218,1,340,310,311,DET
Players,1630165,Killian Hayes,Killian,1610612765,DET,22.0,10,2,8,0.2,1.5,0.0,0.0,0.0,0.0,0.2,0.6,0.3,1.2,0.0,0.1,0.4,0.1,1.1,259,315,263,405,377,226,238,169,329,79,159,182,371,218,365,340,280,344,DET
Players,1631204,Marcus Sasser,Marcus,1610612765,DET,23.0,8,2,6,0.25,3.2,0.4,0.0,0.4,0.0,1.5,1.1,0.5,2.0,0.0,0.1,0.5,0.3,2.6,278,315,218,382,161,58,238,18,329,406,327,287,275,218,387,385,168,165,DET
Players,203925,Joe Harris,Joe,1610612765,DET,32.0,2,0,2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,422,98,422,306,226,238,169,329,1,275,1,432,218,1,1,310,410,DET
Players,1630164,James Wiseman,James,1610612765,DET,23.0,3,0,3,0.0,2.3,0.0,0.0,0.0,0.7,2.3,1.0,0.0,2.0,0.0,0.0,0.3,0.3,1.7,364,422,132,422,282,226,238,169,106,454,275,1,275,218,1,283,123,278,DET
Players,1631105,Jalen Duren,Jalen,1610612765,DET,20.0,27,8,19,0.296,3.2,0.1,0.4,0.1,0.8,1.4,0.7,0.7,3.1,0.2,0.1,0.4,0.2,3.1,102,181,440,374,147,178,33,147,88,395,181,355,135,30,339,350,187,117,DET
