close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203076,Anthony Davis,1610612747,LAL,F-C,29.0,40,40,1.0,7.45,17.0,0.438,0.475,-0.036
2544,LeBron James,1610612747,LAL,F,37.0,56,56,1.0,5.43,12.86,0.422,0.469,-0.047
1630559,Austin Reaves,1610612747,LAL,G,24.0,61,61,1.0,5.2,11.36,0.457,0.447,0.01
1629659,Talen Horton-Tucker,1610612747,LAL,G,21.0,60,60,1.0,5.07,10.93,0.463,0.452,0.012
1628370,Malik Monk,1610612747,LAL,G,24.0,76,76,1.0,5.22,10.83,0.482,0.456,0.026
1626169,Stanley Johnson,1610612747,LAL,F-G,26.0,48,48,1.0,5.4,10.71,0.504,0.462,0.042
201566,Russell Westbrook,1610612747,LAL,G,33.0,78,78,1.0,5.28,10.68,0.495,0.462,0.033
2546,Carmelo Anthony,1610612747,LAL,F,38.0,69,69,1.0,4.65,10.22,0.455,0.467,-0.011
1630644,Mac McClung,1610612747,LAL,G,23.0,1,1,1.0,8.0,10.0,0.8,0.453,0.347
2730,Dwight Howard,1610612747,LAL,C-F,36.0,58,58,1.0,4.45,8.79,0.506,0.49,0.016
1629117,Wenyen Gabriel,1610612747,LAL,F,25.0,24,24,1.0,3.83,8.42,0.455,0.455,0.0
202340,Avery Bradley,1610612747,LAL,G,31.0,62,62,1.0,4.27,8.0,0.534,0.457,0.077
203145,Kent Bazemore,1610612747,LAL,G-F,32.0,37,37,1.0,3.19,7.22,0.442,0.457,-0.015
2772,Trevor Ariza,1610612747,LAL,F,37.0,24,24,1.0,3.38,6.79,0.497,0.468,0.029
201961,Wayne Ellington,1610612747,LAL,G,34.0,43,43,1.0,2.84,6.21,0.457,0.447,0.009
201954,Darren Collison,1610612747,LAL,G,34.0,3,3,1.0,2.67,5.33,0.5,0.395,0.105
201571,D.J. Augustin,1610612747,LAL,G,34.0,54,54,1.0,2.87,5.07,0.566,0.448,0.118
1629203,Jemerrio Jones,1610612747,LAL,F,27.0,1,1,1.0,2.0,4.0,0.5,0.452,0.048
1629635,Sekou Doumbouya,1610612747,LAL,F,21.0,2,2,1.0,0.0,3.0,0.0,0.442,-0.442
1630643,Jay Huff,1610612747,LAL,F,24.0,4,4,1.0,0.5,2.75,0.182,0.462,-0.281
1630222,Mason Jones,1610612747,LAL,G,23.0,4,4,1.0,0.75,2.5,0.3,0.448,-0.148
