close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1628404,Josh Hart,1610612752,NYK,G,28.0,76,76,0.493,289,493,0.586,0.596,-0.01
203944,Julius Randle,1610612752,NYK,F-C,28.0,77,77,0.437,294,480,0.613,0.592,0.021
1630193,Immanuel Quickley,1610612752,NYK,G,24.0,81,81,0.47,245,452,0.542,0.576,-0.034
1628392,Isaiah Hartenstein,1610612752,NYK,C-F,25.0,82,80,0.521,231,425,0.544,0.602,-0.058
1629628,RJ Barrett,1610612752,NYK,F-G,23.0,72,72,0.429,225,413,0.545,0.581,-0.037
1629656,Quentin Grimes,1610612752,NYK,G,23.0,70,67,0.421,196,342,0.573,0.581,-0.008
1628973,Jalen Brunson,1610612752,NYK,G,26.0,68,68,0.397,205,340,0.603,0.571,0.032
1629011,Mitchell Robinson,1610612752,NYK,C-F,25.0,59,59,0.462,175,317,0.552,0.601,-0.049
1630579,Jericho Sims,1610612752,NYK,C,24.0,50,49,0.514,111,188,0.59,0.616,-0.025
1630540,Miles McBride,1610612752,NYK,G,22.0,58,45,0.409,74,142,0.521,0.574,-0.053
1630167,Obi Toppin,1610612752,NYK,F,25.0,66,50,0.385,79,130,0.608,0.59,0.017
1629676,Isaiah Roby,1610612752,NYK,F,25.0,41,33,0.521,71,111,0.64,0.598,0.042
1630613,Duane Washington Jr.,1610612752,NYK,G,23.0,28,25,0.49,45,77,0.584,0.592,-0.007
203095,Evan Fournier,1610612752,NYK,G-F,30.0,24,21,0.433,45,65,0.692,0.567,0.125
201565,Derrick Rose,1610612752,NYK,G,34.0,27,23,0.445,32,61,0.525,0.564,-0.039
