season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612743,DEN,Denver Nuggets,22201227,2023-04-09,DEN vs. SAC,W,48.0,42,84,0.5,7,28,0.25,18,25,0.72,15,36,51,25,20.0,11,2,6,15,18,109,14.0,1,1,1,1,159,1088,1693,753,2214,1934,2211,1153,901,1850,253,629,286,1149,2253,196,2005,1653,205,1536,1643,331,1,2022,2023,True,DEN,SAC,APR
2022-23,1610612743,DEN,Denver Nuggets,22201213,2023-04-08,DEN @ UTA,L,48.0,41,90,0.456,15,46,0.326,17,24,0.708,5,36,41,32,14.0,7,9,2,20,18,114,-4.0,1,1231,1231,1231,159,1300,875,1580,514,125,1577,1320,1040,1941,2219,629,1487,187,1120,1116,90,183,1156,1536,1210,1424,1,2022,2023,False,UTA,DEN,APR
2022-23,1610612743,DEN,Denver Nuggets,22201201,2023-04-06,DEN @ PHX,L,48.0,44,83,0.53,8,23,0.348,19,23,0.826,9,29,38,24,13.0,7,2,6,19,16,115,-4.0,1,1231,1231,1231,159,744,1826,398,2063,2329,1339,994,1179,799,1392,1817,1873,1355,882,1116,2005,1653,926,1999,1131,1424,1,2022,2023,False,PHX,DEN,APR
2022-23,1610612743,DEN,Denver Nuggets,22201183,2023-04-04,DEN @ HOU,L,48.0,41,87,0.471,11,36,0.306,10,18,0.556,13,34,47,26,20.0,9,13,3,18,16,103,-21.0,1,1231,1231,1231,159,1300,1290,1300,1370,851,1796,2282,1891,2413,511,936,661,962,2253,533,11,457,678,1999,2036,2299,1,2022,2023,False,HOU,DEN,APR
2022-23,1610612743,DEN,Denver Nuggets,22201175,2023-04-02,DEN vs. GSW,W,48.0,44,100,0.44,9,33,0.273,15,18,0.833,17,30,47,24,13.0,11,7,4,17,22,112,2.0,1,1,1,1,159,744,137,1816,1864,1275,2060,1661,1891,712,124,1641,661,1355,882,196,294,859,463,631,1389,1108,1,2022,2023,True,DEN,GSW,APR
2022-23,1610612743,DEN,Denver Nuggets,22201160,2023-03-31,DEN @ PHX,L,48.0,38,95,0.4,6,26,0.231,11,20,0.55,15,36,51,19,11.0,11,5,7,16,16,93,-7.0,1,1231,1231,1231,159,1853,368,2257,2321,2146,2303,2187,1627,2420,253,629,286,2182,449,196,809,1950,318,1999,2378,1650,1,2022,2023,False,PHX,DEN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201147,2023-03-30,DEN vs. NOP,L,48.0,32,80,0.4,4,28,0.143,20,32,0.625,11,29,40,21,10.0,4,5,1,21,24,88,-19.0,1,1231,1231,1231,159,2393,2133,2257,2433,1934,2446,820,242,2303,915,1817,1629,1910,290,2048,809,52,1383,321,2431,2241,1,2022,2023,True,DEN,NOP,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201126,2023-03-27,DEN vs. PHI,W,48.0,43,85,0.506,11,32,0.344,19,22,0.864,10,32,42,34,12.0,8,4,3,16,20,116,5.0,1,1,1,1,159,904,1571,700,1370,1425,1378,994,1318,482,1152,1290,1332,80,665,800,1183,457,318,1079,1052,892,1,2022,2023,True,DEN,PHI,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201109,2023-03-25,DEN vs. MIL,W,48.0,47,89,0.528,15,36,0.417,20,28,0.714,7,41,48,28,12.0,4,3,2,18,19,129,23.0,1,1,1,1,159,346,1004,421,514,851,619,820,550,1871,1859,145,549,605,665,2048,1603,183,678,1306,267,105,1,2022,2023,True,DEN,MIL,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201083,2023-03-22,DEN @ WAS,W,48.0,42,83,0.506,15,32,0.469,19,21,0.905,11,30,41,28,10.0,7,2,4,18,15,118,14.0,1,1,1,1,159,1088,1826,689,514,1425,255,994,1464,225,915,1641,1487,605,290,1116,2005,859,678,2144,892,331,1,2022,2023,False,WAS,DEN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201063,2023-03-19,DEN @ BKN,W,48.0,42,80,0.525,12,23,0.522,12,13,0.923,6,34,40,31,17.0,5,3,3,17,16,108,6.0,1,1,1,1,159,1088,2133,457,1088,2329,76,2091,2320,154,2058,936,1629,253,1797,1735,1603,457,463,1999,1718,812,1,2022,2023,False,BKN,DEN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201055,2023-03-18,DEN @ NYK,L,48.0,43,84,0.512,12,33,0.364,12,15,0.8,6,27,33,30,13.0,3,2,4,21,16,110,-6.0,1,1231,1231,1231,159,904,1693,610,1088,1275,1135,2091,2181,1049,2058,2084,2300,356,882,2261,2005,859,1383,1999,1567,1570,1,2022,2023,False,NYK,DEN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201042,2023-03-16,DEN @ DET,W,48.0,47,89,0.528,8,24,0.333,17,25,0.68,13,34,47,29,10.0,9,7,3,15,20,119,19.0,1,1,1,1,159,346,1004,421,2063,2270,1447,1320,901,2117,511,936,661,474,290,533,294,457,205,1079,812,193,1,2022,2023,False,DET,DEN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201029,2023-03-14,DEN @ TOR,L,48.0,42,76,0.553,6,25,0.24,20,25,0.8,4,28,32,29,14.0,9,4,2,17,18,110,-15.0,1,1231,1231,1231,159,1088,2359,217,2321,2224,2275,820,901,1049,2330,1964,2343,474,1120,533,1183,183,463,1536,1567,2131,1,2022,2023,False,TOR,DEN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201014,2023-03-12,DEN vs. BKN,L,48.0,45,90,0.5,12,31,0.387,18,24,0.75,15,34,49,27,15.0,4,8,2,19,21,120,-2.0,1,1231,1231,1231,159,576,875,753,1088,1561,882,1153,1040,1579,253,936,445,781,1368,2048,161,183,926,855,754,1287,1,2022,2023,True,DEN,BKN,MAR
2022-23,1610612743,DEN,Denver Nuggets,22201002,2023-03-10,DEN @ SAS,L,48.0,44,90,0.489,13,35,0.371,19,20,0.95,8,25,33,32,14.0,14,4,0,14,20,120,-8.0,1,1231,1231,1231,159,744,875,972,857,984,1048,994,1627,66,1632,2270,2300,187,1120,26,1183,1,127,1079,754,1714,1,2022,2023,False,SAS,DEN,MAR
