season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612743,DEN,Denver Nuggets,42200405,2023-06-12,DEN vs. MIA,W,48.0,95.8,97.9,89.0,93.7,6.8,4.2,0.553,1.4,15.7,0.34,0.75,0.57,0.156,0.482,0.499,99.1,95.5,79.58,96,0.59,1,1,1,1,9,150,11,71,112,131,126,36,51,17,129,131,139,93,23,1,2022,2023,True,DEN,MIA,JUN
2022-23,1610612743,DEN,Denver Nuggets,42200404,2023-06-09,DEN @ MIA,W,48.0,118.4,118.7,101.3,104.4,17.1,14.3,0.667,3.25,21.0,0.175,0.733,0.471,0.088,0.582,0.612,92.5,91.0,75.83,91,0.594,1,1,1,1,9,54,40,27,30,16,20,153,66,119,20,40,43,139,22,1,2022,2023,False,MIA,DEN,JUN
2022-23,1610612743,DEN,Denver Nuggets,42200403,2023-06-07,DEN @ MIA,W,48.0,117.4,117.2,99.6,102.2,17.7,15.0,0.683,2.0,20.3,0.415,0.763,0.62,0.151,0.544,0.593,93.6,92.5,77.08,93,0.654,1,1,1,1,9,62,31,24,25,79,26,6,46,3,118,74,52,129,6,1,2022,2023,False,MIA,DEN,JUN
2022-23,1610612743,DEN,Denver Nuggets,42200402,2023-06-04,DEN vs. MIA,L,48.0,120.4,124.1,123.6,129.1,-3.2,-4.9,0.59,1.64,18.5,0.368,0.756,0.57,0.161,0.593,0.638,89.7,86.5,72.08,87,0.501,1,85,85,85,9,30,156,103,85,100,64,24,48,19,138,35,25,165,83,1,2022,2023,True,DEN,MIA,JUN
2022-23,1610612743,DEN,Denver Nuggets,42200401,2023-06-01,DEN vs. MIA,W,48.0,113.3,111.8,99.1,100.0,14.2,11.8,0.725,2.9,22.5,0.171,0.754,0.51,0.108,0.557,0.592,92.8,93.0,77.5,93,0.59,1,1,1,1,9,87,23,35,10,23,7,156,50,70,46,56,56,123,24,1,2022,2023,True,DEN,MIA,JUN
2022-23,1610612743,DEN,Denver Nuggets,42200314,2023-05-22,DEN @ LAL,W,48.0,119.3,127.0,116.3,123.3,3.0,3.6,0.61,2.27,19.4,0.319,0.66,0.489,0.124,0.553,0.597,95.1,89.5,74.58,89,0.51,1,1,1,1,9,22,136,75,67,48,48,49,134,100,69,63,49,159,79,1,2022,2023,False,LAL,DEN,MAY
2022-23,1610612743,DEN,Denver Nuggets,42200313,2023-05-20,DEN @ LAL,W,48.0,122.2,122.7,110.5,111.3,11.8,11.3,0.682,5.0,22.2,0.178,0.706,0.458,0.062,0.597,0.617,97.6,97.0,80.83,97,0.555,1,1,1,1,9,34,78,37,26,1,11,152,94,134,3,31,40,77,45,1,2022,2023,False,LAL,DEN,MAY
2022-23,1610612743,DEN,Denver Nuggets,42200312,2023-05-18,DEN vs. LAL,W,48.0,104.9,105.9,101.5,101.0,3.4,4.9,0.692,1.59,19.1,0.25,0.851,0.535,0.167,0.517,0.557,102.2,102.0,85.0,102,0.5,1,1,1,1,9,119,26,67,19,104,56,115,5,42,147,95,97,31,84,1,2022,2023,True,DEN,LAL,MAY
2022-23,1610612743,DEN,Denver Nuggets,42200311,2023-05-16,DEN vs. LAL,W,48.0,136.5,134.7,129.3,129.9,7.2,4.8,0.58,2.64,20.3,0.364,0.825,0.583,0.112,0.632,0.656,97.1,97.5,81.25,98,0.517,1,1,1,1,9,3,159,68,95,32,28,26,14,13,52,13,16,69,72,1,2022,2023,True,DEN,LAL,MAY
2022-23,1610612743,DEN,Denver Nuggets,42200226,2023-05-11,DEN @ PHX,W,48.0,125.5,127.6,100.2,101.0,25.3,26.5,0.545,2.18,18.0,0.282,0.87,0.6,0.112,0.585,0.653,99.7,98.5,82.08,98,0.643,1,1,1,1,9,19,27,6,116,60,71,87,2,6,52,37,17,61,8,1,2022,2023,False,PHX,DEN,MAY
