group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1628419,Cameron Oliver,Cameron,1610612737,ATL,25.0,1,1,0,1.0,1.75,0,0,0,0,0,0,0,2,0,0,0,0,1.5,438,375,1,1,445,241,245,158,317,1,1,1,61,199,1,1,344,410,ATL
Players,1630219,Skylar Mays,Skylar,1610612737,ATL,24.0,2,2,0,1.0,4.82,0,0,0,2,4,2,0,4,0,0,0,0,3.7,408,339,1,1,402,241,245,158,235,169,110,1,89,199,1,1,344,381,ATL
Players,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,21.0,8,4,4,0.5,23.855,0,0,0,10,6,2,3,18,2,0,1,0,21.7,293,275,177,206,268,241,245,158,113,201,110,216,207,54,1,110,344,241,ATL
Players,1627789,Timothe Luwawu-Cabarrot,Timothe,1610612737,ATL,27.0,8,3,5,0.375,19.596666666666668,0,0,0,0,4,10,4,22,1,0,5,1,5.4,293,304,211,356,291,241,245,158,317,169,262,232,232,106,1,286,271,359,ATL
Players,1629027,Trae Young,Trae,1610612737,ATL,23.0,35,16,19,0.457,116.01333333333334,11,11,3,26,30,29,17,112,0,10,5,38,162.8,27,57,476,279,46,27,20,61,39,414,416,445,476,199,494,286,4,13,ATL
Players,1628381,John Collins,John,1610612737,ATL,24.0,21,8,13,0.381,67.37166666666667,1,2,0,10,23,19,13,60,1,2,7,9,54.2,164,200,380,354,148,223,174,158,113,384,338,401,364,106,392,346,88,138,ATL
Players,203524,Solomon Hill,Solomon,1610612737,ATL,31.0,1,1,0,1.0,0.0783333333333333,0,0,0,0,0,0,0,2,0,0,0,0,0.0,438,375,1,1,484,241,245,158,317,1,1,1,61,199,1,1,344,438,ATL
Players,201568,Danilo Gallinari,Danilo,1610612737,ATL,33.0,23,11,12,0.478,44.071666666666665,7,2,0,2,15,15,4,50,0,0,8,6,24.3,137,136,365,264,199,63,174,158,235,314,309,232,324,199,1,369,129,227,ATL
Players,101150,Lou Williams,Lou,1610612737,ATL,35.0,5,3,2,0.6,3.145,0,0,0,0,0,0,0,0,0,0,0,1,1.5,343,304,100,125,425,241,245,158,317,1,1,1,1,199,1,1,271,410,ATL
Players,203991,Clint Capela,Clint,1610612737,ATL,28.0,28,14,14,0.5,86.925,0,9,0,20,22,25,10,88,6,0,11,4,64.0,79,82,401,206,103,241,30,158,60,376,379,368,434,16,1,420,159,122,ATL
Players,203992,Bogdan Bogdanović,Bogdan,1610612737,ATL,29.0,22,9,13,0.409,71.35833333333333,7,10,5,8,17,19,6,60,0,0,9,4,70.3,152,173,380,326,136,63,25,36,134,335,338,296,364,199,1,384,159,109,ATL
Players,1628995,Kevin Knox II,Kevin,1610612737,ATL,22.0,1,0,1,0.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.0,438,448,38,448,474,241,245,158,317,1,1,1,1,199,1,1,344,438,ATL
Players,1629631,De'Andre Hunter,De'Andre,1610612737,ATL,24.0,27,13,14,0.481,79.99666666666667,5,2,0,14,14,18,7,72,2,4,11,8,47.4,93,97,401,261,114,89,174,158,92,305,331,315,395,54,461,420,101,149,ATL
Players,1628989,Kevin Huerter,Kevin,1610612737,ATL,23.0,27,13,14,0.481,90.10666666666668,0,3,0,6,26,19,15,92,2,0,11,3,66.7,93,97,401,261,95,241,138,158,163,397,338,421,444,54,1,420,185,119,ATL
Players,1628411,Wes Iwundu,Wes,1610612737,ATL,27.0,2,2,0,1.0,6.366666666666666,0,0,0,0,4,2,0,4,0,0,1,0,1.2,408,339,1,1,371,241,245,158,317,169,110,1,89,199,1,110,344,417,ATL
Players,1626153,Delon Wright,Delon,1610612737,ATL,30.0,10,6,4,0.6,26.121666666666663,0,0,0,0,2,7,1,34,0,0,1,1,8.8,269,231,177,125,256,241,245,158,317,98,224,169,275,199,1,110,271,319,ATL
