season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612745,HOU,Houston Rockets,41800222,2019-04-30,HOU @ GSW,L,48.0,15.0,19.0,14.0,36.0,24.0,20.0,12.0,42.0,0,0,0,0,9,75,18,71,119,149,148,52,70,1,2018,2019,False,GSW,HOU
2018-19,1610612738,BOS,Boston Celtics,41800202,2019-04-30,BOS @ MIL,L,48.0,15.0,12.0,11.0,36.0,17.0,19.0,23.0,34.0,0,0,0,0,9,75,91,114,119,99,139,154,21,1,2018,2019,False,MIL,BOS
2018-19,1610612744,GSW,Golden State Warriors,41800222,2019-04-30,GSW vs. HOU,W,48.0,24.0,20.0,12.0,42.0,15.0,19.0,14.0,36.0,0,0,0,0,9,13,13,103,73,74,139,86,28,1,2018,2019,True,GSW,HOU
2018-19,1610612749,MIL,Milwaukee Bucks,41800202,2019-04-30,MIL vs. BOS,W,48.0,17.0,19.0,23.0,34.0,15.0,12.0,11.0,36.0,0,0,0,0,9,54,18,11,138,74,61,40,28,1,2018,2019,True,MIL,BOS
2018-19,1610612761,TOR,Toronto Raptors,41800212,2019-04-29,TOR vs. PHI,L,48.0,24.0,9.0,18.0,44.0,6.0,7.0,13.0,38.0,0,0,0,0,9,13,128,35,60,8,15,63,47,1,2018,2019,True,TOR,PHI
2018-19,1610612757,POR,Portland Trail Blazers,41800231,2019-04-29,POR @ DEN,L,48.0,6.0,15.0,7.0,56.0,23.0,13.0,12.0,50.0,0,0,0,0,9,155,52,144,19,144,75,52,123,1,2018,2019,False,DEN,POR
2018-19,1610612743,DEN,Denver Nuggets,41800231,2019-04-29,DEN vs. POR,W,48.0,23.0,13.0,12.0,50.0,6.0,15.0,7.0,56.0,0,0,0,0,9,17,74,103,37,8,107,15,144,1,2018,2019,True,DEN,POR
2018-19,1610612755,PHI,Philadelphia 76ers,41800212,2019-04-29,PHI @ TOR,W,48.0,6.0,7.0,13.0,38.0,24.0,9.0,18.0,44.0,0,0,0,0,9,155,144,80,105,149,35,122,93,1,2018,2019,False,TOR,PHI
2018-19,1610612744,GSW,Golden State Warriors,41800221,2019-04-28,GSW vs. HOU,W,48.0,10.0,14.0,13.0,42.0,20.0,4.0,13.0,30.0,0,0,0,0,9,129,59,80,73,124,7,63,13,1,2018,2019,True,GSW,HOU
2018-19,1610612749,MIL,Milwaukee Bucks,41800201,2019-04-28,MIL vs. BOS,L,48.0,9.0,14.0,25.0,26.0,9.0,3.0,13.0,38.0,0,0,0,0,9,135,59,7,155,21,4,63,47,1,2018,2019,True,MIL,BOS
2018-19,1610612738,BOS,Boston Celtics,41800201,2019-04-28,BOS @ MIL,W,48.0,9.0,3.0,13.0,38.0,9.0,14.0,25.0,26.0,0,0,0,0,9,135,159,80,105,21,92,157,7,1,2018,2019,False,MIL,BOS
2018-19,1610612745,HOU,Houston Rockets,41800221,2019-04-28,HOU @ GSW,L,48.0,20.0,4.0,13.0,30.0,10.0,14.0,13.0,42.0,0,0,0,0,9,34,157,80,151,31,92,63,70,1,2018,2019,False,GSW,HOU
2018-19,1610612761,TOR,Toronto Raptors,41800211,2019-04-27,TOR vs. PHI,W,48.0,22.0,2.0,21.0,42.0,15.0,14.0,13.0,40.0,0,0,0,0,9,22,162,16,73,74,92,63,61,1,2018,2019,True,TOR,PHI
2018-19,1610612755,PHI,Philadelphia 76ers,41800211,2019-04-27,PHI @ TOR,L,48.0,15.0,14.0,13.0,40.0,22.0,2.0,21.0,42.0,0,0,0,0,9,75,59,80,96,140,2,143,70,1,2018,2019,False,TOR,PHI
2018-19,1610612759,SAS,San Antonio Spurs,41800157,2019-04-27,SAS @ DEN,L,48.0,4.0,8.0,6.0,44.0,1.0,17.0,6.0,56.0,0,0,0,0,9,159,131,151,60,1,122,9,144,1,2018,2019,False,DEN,SAS
2018-19,1610612743,DEN,Denver Nuggets,41800157,2019-04-27,DEN vs. SAS,W,48.0,1.0,17.0,6.0,56.0,4.0,8.0,6.0,44.0,0,0,0,0,9,164,36,151,19,3,22,9,93,1,2018,2019,True,DEN,SAS
2018-19,1610612744,GSW,Golden State Warriors,41800146,2019-04-26,GSW @ LAC,W,48.0,23.0,10.0,11.0,62.0,9.0,15.0,17.0,42.0,0,0,0,0,9,17,113,114,6,21,107,113,70,1,2018,2019,False,LAC,GSW
2018-19,1610612746,LAC,LA Clippers,41800146,2019-04-26,LAC vs. GSW,L,48.0,9.0,15.0,17.0,42.0,23.0,10.0,11.0,62.0,0,0,0,0,9,135,52,44,73,144,38,40,154,1,2018,2019,True,LAC,GSW
2018-19,1610612759,SAS,San Antonio Spurs,41800156,2019-04-25,SAS vs. DEN,W,48.0,4.0,13.0,12.0,36.0,12.0,28.0,12.0,72.0,0,0,0,0,9,159,74,103,119,43,164,52,164,1,2018,2019,True,SAS,DEN
2018-19,1610612743,DEN,Denver Nuggets,41800156,2019-04-25,DEN @ SAS,L,48.0,12.0,28.0,12.0,72.0,4.0,13.0,12.0,36.0,0,0,0,0,9,114,1,103,1,3,75,52,28,1,2018,2019,False,SAS,DEN
2018-19,1610612745,HOU,Houston Rockets,41800175,2019-04-24,HOU vs. UTA,W,48.0,17.0,13.0,6.0,42.0,22.0,8.0,9.0,48.0,0,0,0,0,9,54,74,151,73,140,22,28,115,1,2018,2019,True,HOU,UTA
2018-19,1610612762,UTA,Utah Jazz,41800175,2019-04-24,UTA @ HOU,L,48.0,22.0,8.0,9.0,48.0,17.0,13.0,6.0,42.0,0,0,0,0,9,22,131,133,43,99,75,9,70,1,2018,2019,False,HOU,UTA
2018-19,1610612746,LAC,LA Clippers,41800145,2019-04-24,LAC @ GSW,W,48.0,13.0,14.0,14.0,54.0,17.0,10.0,20.0,38.0,0,0,0,0,9,104,59,71,22,99,38,138,47,1,2018,2019,False,GSW,LAC
2018-19,1610612744,GSW,Golden State Warriors,41800145,2019-04-24,GSW vs. LAC,L,48.0,17.0,10.0,20.0,38.0,13.0,14.0,14.0,54.0,0,0,0,0,9,54,113,23,105,52,92,86,138,1,2018,2019,True,GSW,LAC
2018-19,1610612757,POR,Portland Trail Blazers,41800165,2019-04-23,POR vs. OKC,W,48.0,23.0,19.0,9.0,54.0,14.0,12.0,16.0,48.0,0,0,0,0,9,17,18,133,22,62,61,105,115,1,2018,2019,True,POR,OKC
2018-19,1610612753,ORL,Orlando Magic,41800115,2019-04-23,ORL @ TOR,L,48.0,21.0,2.0,19.0,36.0,15.0,8.0,13.0,50.0,0,0,0,0,9,26,162,28,119,74,22,63,123,1,2018,2019,False,TOR,ORL
2018-19,1610612743,DEN,Denver Nuggets,41800155,2019-04-23,DEN vs. SAS,W,48.0,9.0,8.0,17.0,38.0,11.0,17.0,8.0,40.0,0,0,0,0,9,135,131,44,105,37,122,22,61,1,2018,2019,True,DEN,SAS
2018-19,1610612759,SAS,San Antonio Spurs,41800155,2019-04-23,SAS @ DEN,L,48.0,11.0,17.0,8.0,40.0,9.0,8.0,17.0,38.0,0,0,0,0,9,123,36,138,96,21,22,113,47,1,2018,2019,False,DEN,SAS
2018-19,1610612760,OKC,Oklahoma City Thunder,41800165,2019-04-23,OKC @ POR,L,48.0,14.0,12.0,16.0,48.0,23.0,19.0,9.0,54.0,0,0,0,0,9,92,91,53,43,144,139,28,138,1,2018,2019,False,POR,OKC
2018-19,1610612761,TOR,Toronto Raptors,41800115,2019-04-23,TOR vs. ORL,W,48.0,15.0,8.0,13.0,50.0,21.0,2.0,19.0,36.0,0,0,0,0,9,75,131,80,37,132,2,131,28,1,2018,2019,True,TOR,ORL
2018-19,1610612755,PHI,Philadelphia 76ers,41800125,2019-04-23,PHI vs. BKN,W,48.0,16.0,19.0,17.0,68.0,15.0,4.0,14.0,44.0,0,0,0,0,9,67,18,44,2,74,7,86,93,1,2018,2019,True,PHI,BKN
2018-19,1610612751,BKN,Brooklyn Nets,41800125,2019-04-23,BKN @ PHI,L,48.0,15.0,4.0,14.0,44.0,16.0,19.0,17.0,68.0,0,0,0,0,9,75,157,71,60,91,139,113,163,1,2018,2019,False,PHI,BKN
2018-19,1610612765,DET,Detroit Pistons,41800104,2019-04-22,DET vs. MIL,L,48.0,21.0,13.0,15.0,42.0,13.0,11.0,18.0,62.0,0,0,0,0,9,26,74,61,73,52,53,122,154,1,2018,2019,True,DET,MIL
2018-19,1610612745,HOU,Houston Rockets,41800174,2019-04-22,HOU @ UTA,L,48.0,17.0,3.0,11.0,22.0,21.0,17.0,11.0,52.0,0,0,0,0,9,54,159,114,162,132,122,40,129,1,2018,2019,False,UTA,HOU
2018-19,1610612762,UTA,Utah Jazz,41800174,2019-04-22,UTA vs. HOU,W,48.0,21.0,17.0,11.0,52.0,17.0,3.0,11.0,22.0,0,0,0,0,9,26,36,114,28,99,4,40,1,1,2018,2019,True,UTA,HOU
2018-19,1610612749,MIL,Milwaukee Bucks,41800104,2019-04-22,MIL @ DET,W,48.0,13.0,11.0,18.0,62.0,21.0,13.0,15.0,42.0,0,0,0,0,9,104,105,35,6,132,75,95,70,1,2018,2019,False,DET,MIL
2018-19,1610612757,POR,Portland Trail Blazers,41800164,2019-04-21,POR @ OKC,W,48.0,14.0,18.0,20.0,36.0,15.0,10.0,17.0,22.0,0,0,0,0,9,92,27,23,119,74,38,113,1,1,2018,2019,False,OKC,POR
2018-19,1610612754,IND,Indiana Pacers,41800134,2019-04-21,IND vs. BOS,L,48.0,15.0,13.0,22.0,42.0,16.0,8.0,18.0,34.0,0,0,0,0,9,75,74,12,73,91,22,122,21,1,2018,2019,True,IND,BOS
2018-19,1610612746,LAC,LA Clippers,41800144,2019-04-21,LAC vs. GSW,L,48.0,18.0,8.0,21.0,36.0,11.0,19.0,13.0,42.0,0,0,0,0,9,47,131,16,119,37,139,63,70,1,2018,2019,True,LAC,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800114,2019-04-21,TOR @ ORL,W,48.0,21.0,11.0,13.0,50.0,19.0,7.0,13.0,36.0,0,0,0,0,9,26,105,80,37,119,15,63,28,1,2018,2019,False,ORL,TOR
2018-19,1610612760,OKC,Oklahoma City Thunder,41800164,2019-04-21,OKC vs. POR,L,48.0,15.0,10.0,17.0,22.0,14.0,18.0,20.0,36.0,0,0,0,0,9,75,113,44,162,62,130,138,28,1,2018,2019,True,OKC,POR
2018-19,1610612738,BOS,Boston Celtics,41800134,2019-04-21,BOS @ IND,W,48.0,16.0,8.0,18.0,34.0,15.0,13.0,22.0,42.0,0,0,0,0,9,67,131,35,138,74,75,150,70,1,2018,2019,False,IND,BOS
2018-19,1610612744,GSW,Golden State Warriors,41800144,2019-04-21,GSW @ LAC,W,48.0,11.0,19.0,13.0,42.0,18.0,8.0,21.0,36.0,0,0,0,0,9,123,18,80,73,112,22,143,28,1,2018,2019,False,LAC,GSW
