close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203110,Draymond Green,1610612744,GSW,F,27.0,76,76,1.0,486,1208,0.402,0.461,-0.058
202691,Klay Thompson,1610612744,GSW,G,27.0,78,78,1.0,349,823,0.424,0.449,-0.025
201142,Kevin Durant,1610612744,GSW,F,28.0,61,61,1.0,313,789,0.397,0.456,-0.06
201939,Stephen Curry,1610612744,GSW,G,29.0,79,79,1.0,318,721,0.441,0.443,-0.002
2440,Matt Barnes,1610612744,GSW,F,37.0,74,74,1.0,303,645,0.47,0.452,0.018
2738,Andre Iguodala,1610612744,GSW,G-F,33.0,76,76,1.0,241,576,0.418,0.446,-0.027
2585,Zaza Pachulia,1610612744,GSW,C,33.0,70,70,1.0,308,565,0.545,0.482,0.063
2561,David West,1610612744,GSW,F,36.0,68,68,1.0,197,458,0.43,0.466,-0.036
201580,JaVale McGee,1610612744,GSW,C,29.0,76,76,1.0,180,403,0.447,0.466,-0.02
2733,Shaun Livingston,1610612744,GSW,G,31.0,76,76,1.0,163,378,0.431,0.437,-0.006
1627775,Patrick McCaw,1610612744,GSW,G,21.0,65,65,1.0,170,341,0.499,0.449,0.05
203546,Ian Clark,1610612744,GSW,G,26.0,72,72,1.0,139,312,0.446,0.438,0.007
203949,James Michael McAdoo,1610612744,GSW,F,24.0,47,47,1.0,103,238,0.433,0.443,-0.011
1626172,Kevon Looney,1610612744,GSW,F,21.0,50,50,1.0,89,228,0.39,0.446,-0.056
2760,Anderson Varejao,1610612744,GSW,C,34.0,13,13,1.0,26,52,0.5,0.43,0.07
1627745,Damian Jones,1610612744,GSW,C,22.0,9,9,1.0,14,36,0.389,0.474,-0.085
