close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1628380,Zach Collins,1610612759,SAS,F-C,25.0,63,63,1.0,7.25,14.46,0.502,0.506,-0.004
1630200,Tre Jones,1610612759,SAS,G,23.0,68,68,1.0,5.99,11.69,0.512,0.473,0.039
1631110,Jeremy Sochan,1610612759,SAS,F,20.0,56,56,1.0,5.79,11.45,0.505,0.479,0.027
1629640,Keldon Johnson,1610612759,SAS,F-G,23.0,63,63,1.0,5.97,11.38,0.524,0.482,0.043
1630563,Joshua Primo,1610612759,SAS,G,20.0,4,4,1.0,5.5,10.25,0.537,0.452,0.084
1630170,Devin Vassell,1610612759,SAS,G-F,22.0,38,38,1.0,4.97,9.58,0.519,0.469,0.051
1628966,Keita Bates-Diop,1610612759,SAS,F,27.0,66,66,1.0,4.26,9.21,0.462,0.478,-0.016
1630572,Sandro Mamukelashvili,1610612759,SAS,F-C,24.0,38,38,1.0,4.16,8.11,0.513,0.48,0.033
1630577,Julian Champagnie,1610612759,SAS,F,22.0,16,16,1.0,4.0,7.94,0.504,0.475,0.029
1631103,Malaki Branham,1610612759,SAS,F,20.0,66,66,1.0,4.06,7.85,0.517,0.47,0.048
1629646,Charles Bassey,1610612759,SAS,C-F,22.0,33,33,1.0,3.48,7.79,0.447,0.499,-0.052
1631230,Dominick Barlow,1610612759,SAS,F,20.0,28,28,1.0,3.57,7.75,0.461,0.487,-0.026
203476,Gorgui Dieng,1610612759,SAS,C,33.0,29,29,1.0,3.97,7.69,0.516,0.492,0.024
203926,Doug McDermott,1610612759,SAS,F,31.0,64,64,1.0,3.5,7.09,0.493,0.464,0.029
1628984,Devonte' Graham,1610612759,SAS,G,28.0,73,73,1.0,3.34,6.78,0.493,0.467,0.026
1629641,Romeo Langford,1610612759,SAS,G-F,23.0,41,41,1.0,3.27,6.71,0.487,0.464,0.024
1631104,Blake Wesley,1610612759,SAS,G,20.0,37,37,1.0,2.97,6.22,0.478,0.458,0.02
1626169,Stanley Johnson,1610612759,SAS,F-G,27.0,29,29,1.0,2.69,5.97,0.451,0.472,-0.022
203920,Khem Birch,1610612759,SAS,C,30.0,19,19,1.0,2.26,4.58,0.494,0.486,0.009
1631160,Jordan Hall,1610612759,SAS,G,21.0,8,8,1.0,2.13,3.75,0.567,0.446,0.121
1628993,Alize Johnson,1610612759,SAS,F,27.0,4,4,1.0,0.25,2.75,0.091,0.461,-0.37
