player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
1628469,Antonio Blakeney,Antonio,1610612741,CHI,21.0,19,3,16,0.158,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,415,468,175,507,71,2,4,33,2,6,14,8,166,4,27,69,1,1,141
1626171,Bobby Portis,Bobby,1610612741,CHI,23.0,73,25,48,0.342,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.1,134,239,498,393,16,2,4,33,2,6,14,8,32,49,27,69,4,1,8
1626166,Cameron Payne,Cameron,1610612741,CHI,23.0,25,7,18,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,384,421,198,467,315,2,4,33,2,6,14,8,166,49,195,69,4,1,2
1626245,Cristiano Felicio,Cristiano,1610612741,CHI,25.0,55,13,42,0.236,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,271,368,466,490,71,2,4,33,2,6,14,8,32,49,27,69,4,1,141
1628021,David Nwaba,David,1610612741,CHI,25.0,70,26,44,0.371,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,169,231,474,372,71,2,4,33,2,6,14,8,166,49,27,69,4,1,8
1627756,Denzel Valentine,Denzel,1610612741,CHI,24.0,77,26,51,0.338,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,79,231,517,398,71,2,4,33,2,6,14,8,166,4,27,69,4,1,8
204067,Jarell Eddie,Jarell,1610612741,CHI,26.0,3,1,2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,499,40,400,315,2,4,33,2,6,14,8,368,49,195,69,4,1,141
1626170,Jerian Grant,Jerian,1610612741,CHI,25.0,74,24,50,0.324,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,115,251,511,421,71,2,4,33,2,6,14,8,166,49,27,69,4,1,8
203200,Justin Holiday,Justin,1610612741,CHI,29.0,72,24,48,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,154,251,498,400,71,2,4,33,2,6,14,8,368,49,195,69,4,1,8
1627739,Kris Dunn,Kris,1610612741,CHI,24.0,52,19,33,0.365,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.1,296,311,358,375,71,2,4,33,2,6,14,8,32,49,7,69,4,1,8
