season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2016-17,1610612763,MEM,Memphis Grizzlies,21601223,2017-04-12T00:00:00,MEM vs. DAL,L,48.0,9.0,12.0,8.3,30.0,11.3,6.8,3.8,24.0,0,0,0,1231,141,1722,561,1372,1408,1075,556,183,249,1,2016,2017
2016-17,1610612758,SAC,Sacramento Kings,21601228,2017-04-12T00:00:00,SAC @ LAC,L,48.0,1.5,7.5,3.8,25.5,12.0,14.3,19.5,36.0,0,0,0,1231,141,2449,1606,2226,1969,1228,2110,2358,1622,1,2016,2017
2016-17,1610612747,LAL,Los Angeles Lakers,21601229,2017-04-12T00:00:00,LAL @ GSW,L,48.0,20.3,8.3,24.0,46.5,14.3,17.3,17.3,31.5,0,0,0,1231,141,92,1413,21,63,1663,2351,2272,1069,1,2016,2017
2016-17,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,48.0,14.3,9.8,4.5,42.0,9.8,9.0,10.5,42.0,0,0,0,1231,141,668,1044,2101,214,754,1057,1386,2165,1,2016,2017
2016-17,1610612754,IND,Indiana Pacers,21601226,2017-04-12T00:00:00,IND vs. ATL,W,48.0,18.8,7.5,2.3,34.5,2.3,2.3,0.0,22.5,0,0,0,1,141,159,1606,2362,849,13,40,1,151,1,2016,2017
2016-17,1610612753,ORL,Orlando Magic,21601217,2017-04-12T00:00:00,ORL vs. DET,W,48.0,9.0,5.3,9.8,31.5,12.0,21.0,13.5,36.0,0,0,0,1,141,1722,2052,1084,1225,1228,2441,1895,1622,1,2016,2017
2016-17,1610612755,PHI,Philadelphia 76ers,21601220,2017-04-12T00:00:00,PHI @ NYK,L,48.0,21.8,15.8,8.3,54.0,12.8,17.3,8.3,30.0,0,0,0,1231,141,47,155,1372,6,1378,2351,949,852,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,21601219,2017-04-12T00:00:00,BOS vs. MIL,W,48.0,15.0,11.3,12.8,34.5,7.5,7.5,6.0,36.0,0,0,0,1,141,549,687,571,849,336,713,500,1622,1,2016,2017
2016-17,1610612757,POR,Portland Trail Blazers,21601230,2017-04-12T00:00:00,POR vs. NOP,L,48.0,11.3,7.5,8.3,28.5,21.0,12.0,3.8,30.0,0,0,0,1231,141,1241,1606,1372,1629,2370,1780,183,852,1,2016,2017
2016-17,1610612765,DET,Detroit Pistons,21601217,2017-04-12T00:00:00,DET @ ORL,L,48.0,12.0,21.0,13.5,36.0,9.0,5.3,9.8,31.5,0,0,0,1231,141,1096,14,462,665,602,322,1250,1069,1,2016,2017
2016-17,1610612749,MIL,Milwaukee Bucks,21601219,2017-04-12T00:00:00,MIL @ BOS,L,48.0,7.5,7.5,6.0,36.0,15.0,11.3,12.8,34.5,0,0,0,1231,141,2007,1606,1816,665,1807,1620,1786,1427,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,21601229,2017-04-12T00:00:00,GSW vs. LAL,W,48.0,14.3,17.3,17.3,31.5,20.3,8.3,24.0,46.5,0,0,0,1,141,668,81,156,1225,2340,873,2432,2364,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,21601221,2017-04-12T00:00:00,WAS @ MIA,L,48.0,13.5,8.3,5.3,34.5,8.3,15.0,4.5,45.0,0,0,0,1231,141,806,1413,1971,849,462,2183,240,2325,1,2016,2017
2016-17,1610612742,DAL,Dallas Mavericks,21601223,2017-04-12T00:00:00,DAL @ MEM,W,48.0,11.3,6.8,3.8,24.0,9.0,12.0,8.3,30.0,0,0,0,1,141,1241,1761,2226,2118,602,1780,949,852,1,2016,2017
2016-17,1610612737,ATL,Atlanta Hawks,21601226,2017-04-12T00:00:00,ATL @ IND,L,48.0,2.3,2.3,0.0,22.5,18.8,7.5,2.3,34.5,0,0,0,1231,141,2443,2394,2445,2222,2253,713,68,1427,1,2016,2017
2016-17,1610612743,DEN,Denver Nuggets,21601225,2017-04-12T00:00:00,DEN @ OKC,W,48.0,9.8,9.0,10.5,42.0,14.3,9.8,4.5,42.0,0,0,0,1,141,1570,1239,928,214,1663,1230,240,2165,1,2016,2017
2016-17,1610612740,NOP,New Orleans Pelicans,21601230,2017-04-12T00:00:00,NOP @ POR,W,48.0,21.0,12.0,3.8,30.0,11.3,7.5,8.3,28.5,0,0,0,1,141,69,561,2226,1408,1075,713,949,669,1,2016,2017
