season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2022-23,201950,Jrue Holiday,Jrue,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,46.6,116.6,119.0,119.0,106.6,111.0,111.0,10.1,8.0,8.0,0.167,3.0,26.1,0.0,0.164,0.087,8.7,8.9,0.455,0.551,0.148,0.147,106.16,102.97,85.81,102.97,0.109,100,4,11,4.0,11.0,0.364,1,857,857,857,9,574,516,516,729,883,883,548,602,602,527,151,354,876,532,694,1054,1063,973,778,1031,1058,241,465,465,629,618,503,618,503,1027,1,46:37,2022,2023
2022-23,201572,Brook Lopez,Brook,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,43.5,101.5,103.2,103.2,112.7,117.0,117.0,-11.2,-13.8,-13.8,0.038,0.5,6.7,0.068,0.14,0.106,13.3,13.1,0.773,0.731,0.133,0.14,106.43,103.61,86.34,103.61,0.111,94,7,11,7.0,11.0,0.636,1,857,857,857,47,1144,1093,1093,950,1121,1121,1148,1217,1217,1141,716,1113,376,666,522,1298,1298,240,334,1138,1130,226,422,422,612,290,503,290,503,275,1,43:33,2022,2023
2022-23,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,16.6,117.1,121.1,121.1,96.9,97.4,97.4,20.2,23.7,23.7,0.0,0.0,0.0,0.077,0.087,0.083,0.0,0.0,1.167,1.167,0.07,0.073,111.88,109.75,91.46,109.75,0.107,38,3,3,3.0,3.0,1.0,1,857,857,857,1148,557,456,456,410,411,411,323,255,255,1173,812,1173,309,1026,728,1,1,27,27,1512,1512,58,131,131,643,775,1210,775,1210,1,1,16:37,2022,2023
2022-23,203109,Jae Crowder,Jae,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,0.3,0.0,0.0,0.0,300.0,300.0,300.0,-300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.84,155.68,129.73,155.68,0.0,1,0,0,0.0,0.0,0.0,1,857,857,857,1718,1671,1671,1671,1723,1726,1726,1726,1726,1726,1173,812,1173,876,1370,1453,1,1,1385,1429,1600,1600,1689,15,15,1383,1385,1568,1385,1568,1385,1,0:19,2022,2023
2022-23,1628960,Grayson Allen,Grayson,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,26.4,112.1,111.5,111.5,108.8,106.9,106.9,3.2,4.6,4.6,0.136,0.0,30.0,0.0,0.129,0.063,0.0,0.0,0.429,0.508,0.097,0.116,107.02,108.26,90.21,108.26,0.068,61,2,7,2.0,7.0,0.286,1,857,857,857,803,753,782,782,809,722,722,724,693,693,660,812,255,876,732,979,1,1,1021,897,1374,1278,195,166,166,985,961,804,961,804,1195,1,26:23,2022,2023
2022-23,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,41.0,105.8,105.6,105.6,102.6,105.5,105.5,3.2,0.1,0.1,0.286,2.0,16.2,0.024,0.096,0.065,8.1,8.1,0.5,0.59,0.307,0.32,106.77,105.34,87.79,105.34,0.165,89,10,24,10.0,24.0,0.417,1,857,857,857,142,988,1012,1012,578,669,669,722,809,809,196,261,742,812,959,963,1007,1011,737,663,134,130,204,288,288,276,114,53,114,53,884,1,41:01,2022,2023
2022-23,202083,Wesley Matthews,Wesley,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,23.7,89.4,87.8,87.8,114.6,121.6,121.6,-25.3,-33.8,-33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.089,0.094,103.68,101.44,84.54,101.44,0.039,49,2,5,2.0,5.0,0.4,1,857,857,857,908,1404,1429,1429,1026,1284,1284,1409,1520,1520,1173,812,1173,876,1370,1453,1,1,527,624,1414,1400,406,592,592,1221,961,1000,961,1000,918,1,23:40,2022,2023
2022-23,204060,Joe Ingles,Joe,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,7.9,83.9,84.2,84.2,109.2,117.6,117.6,-25.3,-33.4,-33.4,0.2,1.0,33.3,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.095,0.1,113.31,109.07,90.89,109.07,-0.045,19,0,1,0.0,1.0,0.0,1,857,857,857,1422,1499,1481,1481,816,1138,1138,1410,1513,1513,408,488,164,876,1370,1453,1638,1638,1385,1429,1379,1382,48,144,144,1610,1385,1433,1385,1433,1385,1,7:55,2022,2023
2022-23,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,16.8,156.4,150.0,150.0,104.6,105.6,105.6,51.8,44.4,44.4,0.0,0.0,0.0,0.077,0.167,0.129,0.0,0.0,0.0,0.0,0.051,0.053,101.32,102.98,85.82,102.98,0.018,36,0,2,0.0,2.0,0.0,1,857,857,857,1146,25,26,26,652,670,670,56,79,79,1173,812,1173,309,502,375,1,1,1385,1429,1562,1559,592,463,463,1326,1385,1305,1385,1305,1385,1,16:47,2022,2023
2022-23,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,42200105,2023-04-26T00:00:00,MIL vs. MIA,L,42.2,97.0,98.9,98.9,104.0,107.4,107.4,-7.0,-8.5,-8.5,0.2,0.43,6.3,0.091,0.308,0.208,14.6,14.9,0.519,0.512,0.421,0.429,109.92,107.03,89.19,107.03,0.165,94,14,27,14.0,27.0,0.519,1,857,857,857,84,1268,1229,1229,618,746,746,1052,1080,1080,408,779,1119,245,100,92,1369,1375,735,882,24,26,85,205,205,272,20,24,20,24,521,1,42:10,2022,2023
