SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2022-23,1610612765,DET,Detroit Pistons,0022201223,2023-04-09T00:00:00,DET @ CHI,L,48.5,2.0,13.1,11.1,38.4,30.3,6.1,26.3,60.6,0,0,0,1231,159,2456,1249,1589,2149,2407,219,2373,2077,1
2022-23,1610612745,HOU,Houston Rockets,0022201222,2023-04-09T00:00:00,HOU @ WAS,W,45.3,18.9,14.2,14.2,58.5,18.9,19.8,16.0,49.1,0,0,0,1,159,861,1077,1097,511,1595,2105,1624,1139,1
2022-23,1610612742,DAL,Dallas Mavericks,0022201224,2023-04-09T00:00:00,DAL vs. SAS,L,42.5,16.8,8.0,14.2,42.5,3.5,16.8,8.8,54.9,0,0,0,1231,159,1184,2040,1096,1880,13,1758,534,1657,1
2022-23,1610612760,OKC,Oklahoma City Thunder,0022201226,2023-04-09T00:00:00,OKC vs. MEM,W,47.5,12.9,11.9,14.9,59.4,15.8,8.9,7.9,55.4,0,0,0,1,159,1774,1426,972,453,1138,554,429,1709,1
2022-23,1610612752,NYK,New York Knicks,0022201220,2023-04-09T00:00:00,NYK vs. IND,L,43.2,18.0,15.3,21.6,66.7,14.4,6.3,15.3,39.6,0,0,0,1231,159,985,887,283,131,895,251,1541,391,1
2022-23,1610612749,MIL,Milwaukee Bucks,0022201221,2023-04-09T00:00:00,MIL @ TOR,L,47.5,8.9,5.9,9.9,43.6,22.8,16.8,20.8,63.4,0,0,0,1231,159,2236,2253,1780,1801,2054,1762,2117,2209,1
2022-23,1610612753,ORL,Orlando Magic,0022201219,2023-04-09T00:00:00,ORL @ MIA,L,48.0,27.0,7.0,14.0,38.0,18.0,14.0,17.0,44.0,0,0,0,1231,159,138,2149,1126,2171,1461,1342,1739,680,1
2022-23,1610612766,CHA,Charlotte Hornets,0022201218,2023-04-09T00:00:00,CHA @ CLE,W,47.5,8.9,9.9,5.9,55.4,24.8,11.9,12.9,41.6,0,0,0,1,159,2236,1771,2253,740,2205,1027,1150,505,1
2022-23,1610612746,LAC,LA Clippers,0022201229,2023-04-09T00:00:00,LAC @ PHX,W,47.1,9.8,16.7,12.7,66.7,11.8,14.7,10.8,49.0,0,0,0,1,159,2160,697,1318,131,503,1453,803,1128,1
2022-23,1610612764,WAS,Washington Wizards,0022201222,2023-04-09T00:00:00,WAS vs. HOU,L,45.7,19.0,20.0,16.2,49.5,19.0,14.3,14.3,59.0,0,0,0,1231,159,831,332,812,1262,1623,1382,1368,1983,1
2022-23,1610612750,MIN,Minnesota Timberwolves,0022201225,2023-04-09T00:00:00,MIN vs. NOP,W,46.6,26.2,14.6,13.6,46.6,14.6,11.7,15.5,54.4,0,0,0,1,159,168,1013,1184,1541,916,990,1561,1609,1
2022-23,1610612762,UTA,Utah Jazz,0022201228,2023-04-09T00:00:00,UTA @ LAL,L,45.3,6.6,12.3,13.2,71.7,12.3,20.8,24.5,47.2,0,0,0,1231,159,2371,1371,1245,44,589,2173,2320,964,1
2022-23,1610612763,MEM,Memphis Grizzlies,0022201226,2023-04-09T00:00:00,MEM @ OKC,L,47.1,15.7,8.8,7.8,54.9,12.7,11.8,14.7,58.8,0,0,0,1231,159,1342,1909,2039,793,653,1006,1444,1962,1
2022-23,1610612747,LAL,Los Angeles Lakers,0022201228,2023-04-09T00:00:00,LAL vs. UTA,W,45.7,12.4,21.0,24.8,47.6,6.7,12.4,13.3,72.4,0,0,0,1,159,1846,269,124,1439,90,1102,1228,2426,1
2022-23,1610612738,BOS,Boston Celtics,0022201216,2023-04-09T00:00:00,BOS vs. ATL,W,49.0,12.2,20.4,4.1,30.6,21.4,24.5,23.5,61.2,0,0,0,1,159,1874,302,2359,2408,1921,2365,2273,2113,1
2022-23,1610612737,ATL,Atlanta Hawks,0022201216,2023-04-09T00:00:00,ATL @ BOS,L,49.0,21.4,24.5,23.5,61.2,12.2,20.4,4.1,30.6,0,0,0,1231,159,532,95,182,342,573,2151,95,51,1
2022-23,1610612740,NOP,New Orleans Pelicans,0022201225,2023-04-09T00:00:00,NOP @ MIN,L,46.2,14.4,11.5,15.4,53.8,26.0,14.4,13.5,46.2,0,0,0,1231,159,1551,1482,910,900,2276,1405,1247,861,1
