season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2021-22,203107,Tomas Satoransky,Tomas,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,20.3,121.9,118.6,118.6,93.8,97.7,97.7,28.1,20.9,20.9,0.474,9.0,69.2,0.091,0.182,0.136,7.7,7.7,0.833,0.833,0.08,0.084,102.55,101.84,84.87,101.84,0.174,43,2,3,2.0,3.0,0.667,1,13121,13121,13121,15797,6061,7717,7717,5252,6658,6658,3515,5192,5192,780,80,211,4072,6962,5287,13108,13250,2462,2664,23518,23482,9702,10202,10202,3701,15413,19932,15413,19932,3194,1,20:16,2021,2022
2021-22,1629655,Daniel Gafford,Daniel,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,28.0,122.6,119.0,119.0,113.6,120.7,120.7,9.0,-1.7,-1.7,0.042,1.0,6.3,0.107,0.16,0.132,6.3,6.5,0.444,0.485,0.231,0.228,101.19,99.55,82.96,99.55,0.04,58,4,9,4.0,9.0,0.444,1,13121,13121,13121,9537,5758,7569,7569,15407,18852,18852,9077,13553,13553,18517,7693,18215,3207,8954,5678,11752,12168,15617,16212,6809,7830,12007,14178,14178,19355,9264,9508,9264,9508,12652,1,27:58,2021,2022
2021-22,203526,Raul Neto,Raul,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,22.2,110.5,108.5,108.5,126.2,128.3,128.3,-15.7,-19.8,-19.8,0.133,0.0,22.2,0.0,0.071,0.026,0.0,0.0,0.5,0.615,0.125,0.135,100.68,100.77,83.97,100.77,0.103,47,3,6,3.0,6.0,0.5,1,13121,13121,13121,14305,11899,13272,13272,21182,21746,21746,18601,19805,19805,10980,13196,7669,13184,18164,21958,1,1,11790,9580,19550,19001,12887,12021,12024,11177,12092,14372,12092,14372,8341,1,22:09,2021,2022
2021-22,1630176,Vernon Carey Jr.,Vernon,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,18.6,99.6,95.1,95.1,121.5,123.1,123.1,-21.9,-28.0,-28.0,0.0,0.0,0.0,0.192,0.111,0.159,9.1,8.7,0.571,0.523,0.212,0.234,101.61,103.32,86.1,103.32,0.082,41,4,7,4.0,7.0,0.571,1,13121,13121,13121,17062,17930,19792,19792,19335,19841,19841,20367,21703,21703,18990,13196,18990,831,13595,3563,14487,14390,9971,13613,8886,7170,11254,7942,7947,14132,9264,12670,9264,12670,6408,1,18:35,2021,2022
2021-22,202397,Ish Smith,Ish,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,17.4,104.5,100.0,100.0,146.6,157.1,157.1,-42.1,-57.1,-57.1,0.222,0.67,14.3,0.0,0.0,0.0,21.4,21.4,0.444,0.444,0.261,0.27,100.68,99.41,82.84,99.41,0.046,37,4,9,4.0,9.0,0.444,1,13121,13121,13121,18011,15215,17105,17105,24851,25434,25434,23755,24763,24759,5853,11182,12726,13184,22354,23308,23023,23090,15617,17358,4328,4202,12896,14417,14417,18643,9264,9508,9264,9508,12652,1,17:23,2021,2022
2021-22,1630216,Cassius Winston,Cassius,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,4.0,58.1,66.7,66.7,88.9,88.9,88.9,-30.7,-22.2,-22.2,0.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.265,114.96,107.11,89.26,107.11,-0.429,9,0,3,0.0,3.0,0.0,1,13121,13121,13121,24354,25202,24676,24676,3699,3653,3653,22294,20416,20440,417,13196,5888,13184,22354,23308,1,1,22477,23122,3531,4557,618,3815,3815,25947,22477,19932,22477,19932,22477,1,4:02,2021,2022
2021-22,1630166,Deni Avdija,Deni,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,31.1,110.8,107.8,107.8,117.7,123.1,123.1,-6.9,-15.3,-15.3,0.174,4.0,23.5,0.031,0.129,0.079,5.9,5.7,0.458,0.482,0.183,0.194,100.4,99.44,82.87,99.44,0.079,64,5,12,5.0,12.0,0.417,1,13121,13121,13121,6840,11731,13691,13691,17566,19841,19841,15502,18467,18467,8431,1184,7201,11208,11901,12612,11453,11463,15201,16265,12424,11786,13354,14369,14369,14479,6861,5848,6861,5848,14018,1,31:08,2021,2022
2021-22,1630264,Anthony Gill,Anthony,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,19.2,100.7,100.0,100.0,135.3,140.0,140.0,-34.6,-40.0,-40.0,0.182,2.0,14.3,0.138,0.222,0.17,7.1,7.2,0.35,0.414,0.222,0.225,101.4,100.0,83.33,100.0,0.096,40,3,10,3.0,10.0,0.3,1,13121,13121,13121,16607,17270,17105,17105,23503,24189,24189,22896,23514,23517,7870,4022,12726,1966,4438,2887,12562,12878,18739,18440,7633,8068,11648,13360,13359,12146,12092,8192,12092,8192,18995,1,19:12,2021,2022
2021-22,1630225,Isaiah Todd,Isaiah,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,17.3,86.9,82.1,82.1,125.3,127.0,127.0,-38.4,-45.0,-45.0,0.083,0.5,16.7,0.0,0.067,0.025,33.3,33.3,0.0,0.0,0.102,0.112,103.16,105.43,87.86,105.43,-0.031,39,0,3,0.0,3.0,0.0,1,13121,13121,13121,18062,22285,23120,23120,20880,21348,21348,23339,24003,24003,14921,11575,10985,13184,18668,22033,24779,24819,22477,23122,21986,21441,8671,5329,5329,24206,22477,19932,22477,19932,22477,1,17:18,2021,2022
2021-22,1630648,Jordan Schakel,Jordan,1610612764,WAS,Washington Wizards,22101217,2022-04-10T00:00:00,WAS @ CHA,L,4.0,58.1,66.7,66.7,88.9,88.9,88.9,-30.7,-22.2,-22.2,0.0,0.0,0.0,0.0,0.333,0.091,0.0,0.0,0.0,0.0,0.091,0.088,114.96,107.11,89.26,107.11,0.0,9,0,1,0.0,1.0,0.0,1,13121,13121,13121,24354,25202,24676,24676,3699,3653,3653,22294,20416,20440,18990,13196,18990,13184,1051,10521,1,1,22477,23122,22787,23215,618,3815,3815,22118,22477,23284,22477,23284,22477,1,4:02,2021,2022
