TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612738,Boston Celtics,17,10,7,0.588,831.0,37.9,83.4,0.454,12.2,35.8,0.341,19.4,23.8,0.816,8.6,35.8,44.4,22.2,13.7,6.6,4.7,4.7,21.9,21.6,107.4,4.9,4,3,13,4,4,8,12,9,10,9,13,5,9,4,10,4,4,9,8,10,4,11,7,10,7,2
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,36.3,91.3,0.397,15.5,46.0,0.337,17.8,24.5,0.724,9.3,35.0,44.3,25.8,14.5,5.0,4.5,5.5,21.3,22.5,105.8,-20.5,14,14,1,14,14,14,1,15,2,2,14,9,7,14,6,6,5,1,10,15,5,14,5,5,13,16
1610612742,Dallas Mavericks,6,2,4,0.333,293.0,41.4,87.6,0.473,13.3,36.9,0.36,18.8,26.0,0.723,7.5,34.9,42.4,21.1,12.5,6.4,3.6,3.3,22.1,24.1,115.0,-9.5,11,11,1,11,11,1,4,4,6,5,9,6,3,16,13,7,11,11,3,11,12,2,10,2,1,12
1610612743,Denver Nuggets,19,9,10,0.474,917.0,38.6,82.1,0.471,12.2,32.2,0.379,17.4,21.3,0.816,9.2,31.2,40.4,22.4,13.9,6.1,4.0,4.0,22.3,21.9,106.8,-2.3,3,4,16,7,3,6,13,5,9,13,3,13,12,3,7,15,14,8,9,12,8,6,12,9,10,9
1610612745,Houston Rockets,12,5,7,0.417,581.0,37.1,85.0,0.436,16.8,46.3,0.362,15.8,20.0,0.789,6.6,31.9,38.5,21.1,13.3,9.0,3.5,4.9,22.0,18.4,106.7,0.7,6,7,13,10,6,12,8,11,1,1,8,15,16,8,14,13,15,10,7,2,14,12,8,15,11,8
1610612754,Indiana Pacers,4,0,4,0.0,192.0,36.5,80.3,0.455,12.0,32.0,0.375,15.8,20.3,0.778,5.8,30.8,36.5,22.5,15.3,9.3,5.5,4.3,23.3,15.8,100.8,-10.5,14,14,1,14,14,13,16,8,12,14,5,16,15,9,16,16,16,7,13,1,1,8,15,16,15,13
1610612746,LA Clippers,13,7,6,0.538,629.0,40.6,85.7,0.474,12.0,32.6,0.368,19.9,25.0,0.798,9.4,34.3,43.7,21.0,12.9,7.4,3.7,4.0,22.7,22.1,113.1,4.2,5,5,12,5,5,3,7,3,13,12,6,3,5,6,4,8,8,13,5,4,11,7,14,8,2,3
1610612747,Los Angeles Lakers,21,16,5,0.762,1008.0,41.0,84.0,0.489,12.1,34.2,0.354,18.6,24.6,0.758,10.6,33.5,44.1,25.6,15.4,8.0,5.3,3.1,22.7,22.4,112.8,6.9,1,1,10,1,2,2,10,1,11,11,12,7,6,13,2,10,6,2,14,3,3,1,13,6,3,1
1610612748,Miami Heat,21,14,7,0.667,1018.0,37.3,81.2,0.46,12.6,35.2,0.359,21.6,26.2,0.825,7.7,33.2,40.9,24.7,13.1,6.8,3.8,4.4,19.7,22.4,108.9,2.0,1,2,13,2,1,10,14,7,8,10,10,2,2,2,12,11,12,3,6,8,10,9,3,7,6,6
1610612749,Milwaukee Bucks,10,5,5,0.5,485.0,39.7,86.2,0.46,13.2,36.7,0.358,17.4,24.0,0.724,9.3,36.9,46.2,24.0,14.7,7.1,4.2,3.6,21.5,21.0,110.0,1.2,8,7,10,6,8,4,6,6,7,7,11,12,8,15,5,2,2,5,12,6,7,3,6,11,5,7
