team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,72,41,31,0.569,3481.0,41.0,88.5,0.463,11.8,33.9,0.349,16.8,20.9,0.803,9.9,32.4,42.3,24.2,12.2,7.7,5.0,4.7,19.6,19.2,110.6,-2.3,1,11,11,11,11,14,17,12,9,14,3,14,12,30,21,4,8,11,29,21,17,18,22,14,12,9,ATLANTA HAWKS
1610612738,Boston Celtics,72,36,36,0.5,3476.0,39.7,85.5,0.464,12.8,34.1,0.374,18.4,23.4,0.785,9.3,32.9,42.2,23.9,14.0,7.3,4.6,5.3,19.2,20.3,110.5,-1.4,1,16,16,16,16,7,4,14,17,15,22,26,26,22,7,9,7,9,13,10,10,6,17,6,11,13,BOSTON CELTICS
1610612751,Brooklyn Nets,72,48,24,0.667,3481.0,41.6,90.6,0.459,13.1,35.9,0.365,16.9,21.8,0.775,10.4,32.4,42.8,23.8,12.5,7.6,4.6,5.2,18.8,18.9,113.3,-4.5,1,4,4,4,11,19,26,7,22,23,14,17,15,11,26,3,12,8,27,15,9,7,13,16,21,7,BROOKLYN NETS
1610612766,Charlotte Hornets,72,33,39,0.458,3471.0,41.1,87.8,0.468,14.4,39.4,0.366,14.3,19.2,0.745,10.6,34.4,45.0,27.0,14.7,8.0,4.8,4.8,18.5,17.9,110.9,1.9,1,19,19,19,19,16,14,17,29,30,17,1,3,1,27,18,19,30,8,24,14,16,10,26,13,23,CHARLOTTE HORNETS
1610612741,Chicago Bulls,72,31,41,0.431,3476.0,41.2,87.2,0.473,11.4,32.1,0.356,17.1,22.1,0.774,8.6,33.3,41.9,24.0,12.7,8.5,5.0,4.2,17.6,18.8,110.9,0.9,1,21,21,21,16,17,13,23,5,6,7,18,18,10,1,12,5,10,24,29,18,27,1,21,14,20,CHICAGO BULLS
1610612739,Cleveland Cavaliers,72,22,50,0.306,3486.0,41.6,86.0,0.484,12.3,32.1,0.383,15.7,20.2,0.779,9.8,33.6,43.4,25.2,14.2,8.4,5.9,4.5,20.0,18.0,111.3,8.4,1,26,26,26,6,20,8,29,12,5,28,9,7,16,16,13,14,18,12,27,29,20,24,25,15,28,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,72,42,30,0.583,3461.0,40.0,86.9,0.46,12.8,35.2,0.365,17.2,22.5,0.764,9.8,34.1,43.9,22.6,12.6,7.3,3.7,4.3,20.1,19.4,110.0,-2.3,1,8,8,8,24,8,12,9,19,20,13,19,20,5,15,16,16,2,26,9,2,25,25,12,9,11,DALLAS MAVERICKS
1610612743,Denver Nuggets,72,47,25,0.653,3496.0,39.6,84.4,0.469,12.8,35.3,0.363,16.9,21.8,0.773,9.0,31.8,40.7,25.6,13.9,7.4,4.5,4.4,18.9,18.9,108.9,-4.9,1,5,5,5,1,6,1,18,18,21,11,16,14,9,4,1,1,21,14,12,7,21,15,18,8,6,DENVER NUGGETS
1610612765,Detroit Pistons,72,20,52,0.278,3486.0,41.0,86.2,0.476,11.2,31.1,0.362,16.8,22.1,0.76,9.9,34.1,44.0,24.6,13.8,8.0,5.8,5.1,20.2,20.3,110.1,4.4,1,29,29,29,6,15,10,26,3,1,10,15,19,3,18,15,17,15,15,23,28,9,26,5,10,25,DETROIT PISTONS
1610612744,Golden State Warriors,72,39,33,0.542,3461.0,40.2,88.9,0.452,12.4,34.4,0.359,19.8,25.4,0.778,10.7,36.5,47.2,23.7,15.0,7.9,4.3,4.7,19.5,21.2,112.5,-1.1,1,14,14,14,24,11,21,3,14,16,8,29,30,14,29,26,28,7,5,22,6,17,20,2,19,14,GOLDEN STATE WARRIORS
