PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1630639,A.J. Lawson,A.J.,1610612761,TOR,24.0,26,14,12,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,424,364,146,239,247,5,2,11,4,18,12,1,362,41,122,85,1,1,21
1631260,AJ Green,AJ,1610612749,MIL,25.0,73,44,29,0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86,62,362,164,247,5,2,11,4,18,12,1,157,41,122,85,1,1,137
1642358,AJ Johnson,AJ,1610612764,WAS,20.0,29,8,21,0.276,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,412,445,253,473,36,5,2,11,4,18,12,1,157,41,122,85,1,1,137
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,51,33,18,0.647,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,275,166,211,101,36,5,2,11,4,18,12,1,70,41,8,85,1,1,137
1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,62,39,23,0.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,192,100,283,124,247,5,2,11,4,18,12,1,157,41,122,85,1,1,137
1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,45,29,16,0.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.1,318,212,189,102,247,5,2,11,4,18,12,1,70,41,8,17,1,1,21
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,76,62,14,0.816,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,4,168,25,36,5,2,11,4,18,12,1,362,41,122,85,1,1,137
1641745,Adam Flagler,Adam,1610612760,OKC,25.0,37,34,3,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,157,39,11,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137
1641766,Adama Sanogo,Adama,1610612741,CHI,23.0,4,2,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,525,23,266,247,5,2,11,4,18,12,1,362,41,122,85,1,1,137
1641737,Adem Bona,Adem,1610612755,PHI,22.0,58,12,46,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0.0,0.1,223,393,533,518,247,5,2,11,4,18,12,1,13,41,8,1,1,1,21
