player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1630197,Aleksej Pokusevski,Aleksej,1610612766,CHA,22.0,28,14,14,0.5,405.0,0.172,0.156,0.172,0.17,0.172,0.246,0.259,0.254,0.268,0.265,0.175,0.161,0.259,0.406,0.138,0.179,0.194,0.17,399,361,162,300,383,255,355,299,303,329,126,117,171,106,128,251,290,105,69,194,194,199,289,CHA
1641735,Amari Bailey,Amari,1610612766,CHA,20.0,10,1,9,0.1,65.0,0.207,0.148,0.211,0.056,0.163,0.286,0.259,0.462,0.064,0.15,0.241,0.2,0.273,0.0,0.0,0.167,0.211,0.156,493,538,118,554,504,149,392,163,450,351,79,118,48,549,373,143,409,84,520,1,142,178,351,CHA
1641706,Brandon Miller,Brandon,1610612766,CHA,21.0,74,18,56,0.243,2383.0,0.235,0.237,0.251,0.313,0.298,0.203,0.194,0.13,0.166,0.158,0.14,0.191,0.193,0.189,0.192,0.205,0.223,0.241,87,316,563,491,44,89,100,80,59,72,180,194,364,325,346,323,386,270,235,326,286,147,83,CHA
1631121,Bryce McGowens,Bryce,1610612766,CHA,21.0,59,11,48,0.186,882.0,0.147,0.145,0.148,0.166,0.173,0.228,0.236,0.113,0.153,0.144,0.121,0.118,0.186,0.114,0.188,0.225,0.227,0.16,225,392,539,520,285,382,406,412,315,324,147,141,388,371,395,380,139,296,372,314,354,141,333,CHA
1628998,Cody Martin,Cody,1610612766,CHA,28.0,28,7,21,0.25,753.0,0.157,0.131,0.156,0.139,0.16,0.102,0.13,0.128,0.179,0.168,0.267,0.21,0.299,0.254,0.202,0.175,0.163,0.129,399,440,253,474,308,330,450,376,366,356,385,331,367,277,317,121,428,62,156,349,168,273,455,CHA
202722,Dāvis Bertāns,Dāvis,1610612766,CHA,31.0,43,20,23,0.465,674.0,0.169,0.166,0.193,0.402,0.36,0.152,0.131,0.077,0.118,0.11,0.099,0.095,0.248,0.218,0.127,0.221,0.095,0.194,330,297,272,350,323,268,304,221,14,21,270,327,468,488,505,447,99,126,200,172,340,455,200,CHA
1628373,Frank Ntilikina,Frank,1610612766,CHA,25.0,5,0,5,0.0,43.0,0.111,0.026,0.11,0.056,0.182,0.143,0.091,0.143,0.156,0.154,0.133,0.125,0.0,0.0,0.0,0.222,0.059,0.046,536,560,64,560,525,519,560,531,450,297,280,434,327,360,356,336,168,539,520,1,344,516,562,CHA
1629684,Grant Williams,Grant,1610612766,CHA,25.0,76,34,42,0.447,2130.0,0.157,0.153,0.157,0.202,0.188,0.155,0.154,0.231,0.168,0.182,0.159,0.195,0.146,0.2,0.169,0.278,0.197,0.16,61,165,515,358,76,335,368,374,237,282,264,269,198,317,266,282,396,431,219,268,470,196,334,CHA
202397,Ish Smith,Ish,1610612766,CHA,35.0,43,6,37,0.14,741.0,0.119,0.109,0.115,0.026,0.017,0.015,0.015,0.075,0.138,0.123,0.38,0.23,0.189,0.054,0.083,0.174,0.054,0.088,330,458,475,546,311,502,510,521,477,512,524,532,476,425,461,30,470,286,481,92,167,520,537,CHA
1630550,JT Thor,JT,1610612766,CHA,21.0,63,16,47,0.254,781.0,0.113,0.126,0.128,0.129,0.139,0.043,0.063,0.251,0.193,0.207,0.076,0.068,0.107,0.365,0.211,0.196,0.066,0.114,191,343,534,473,304,515,471,480,376,396,498,488,177,243,211,510,46,504,88,367,256,506,493,CHA
