season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612755,PHI,Philadelphia 76ers,42000104,2021-05-31,PHI @ WAS,L,48.0,0.479,0.354,0.102,0.222,0.506,0.477,0.127,0.309,0,0,0,0,7,135,26,45,120,63,165,82,123,1,2020,2021,False,WAS,PHI
2020-21,1610612764,WAS,Washington Wizards,42000104,2021-05-31,WAS vs. PHI,W,48.0,0.506,0.477,0.127,0.309,0.479,0.354,0.102,0.222,0,0,0,0,7,108,6,89,48,36,145,126,48,1,2020,2021,True,WAS,PHI
2020-21,1610612763,MEM,Memphis Grizzlies,42000144,2021-05-31,MEM vs. UTA,L,48.0,0.522,0.217,0.089,0.22,0.559,0.329,0.109,0.188,0,0,0,0,7,97,110,24,124,112,131,113,20,1,2020,2021,True,MEM,UTA
2020-21,1610612762,UTA,Utah Jazz,42000144,2021-05-31,UTA @ MEM,W,48.0,0.559,0.329,0.109,0.188,0.522,0.217,0.089,0.22,0,0,0,0,7,59,39,56,149,74,61,147,45,1,2020,2021,False,MEM,UTA
2020-21,1610612737,ATL,Atlanta Hawks,42000134,2021-05-30,ATL vs. NYK,W,48.0,0.53,0.341,0.117,0.213,0.475,0.284,0.094,0.167,0,0,0,0,7,91,34,73,128,29,106,140,9,1,2020,2021,True,ATL,NYK
2020-21,1610612751,BKN,Brooklyn Nets,42000114,2021-05-30,BKN @ BOS,W,48.0,0.675,0.361,0.102,0.306,0.524,0.5,0.113,0.36,0,0,0,0,7,5,24,46,50,75,168,104,152,1,2020,2021,False,BOS,BKN
2020-21,1610612747,LAL,Los Angeles Lakers,42000154,2021-05-30,LAL vs. PHX,L,48.0,0.475,0.259,0.165,0.212,0.494,0.247,0.102,0.17,0,0,0,0,7,141,75,149,129,51,84,124,15,1,2020,2021,True,LAL,PHX
2020-21,1610612752,NYK,New York Knicks,42000134,2021-05-30,NYK @ ATL,L,48.0,0.475,0.284,0.094,0.167,0.53,0.341,0.117,0.213,0,0,0,0,7,141,65,29,157,80,136,97,43,1,2020,2021,False,ATL,NYK
2020-21,1610612738,BOS,Boston Celtics,42000114,2021-05-30,BOS vs. BKN,L,48.0,0.524,0.5,0.113,0.36,0.675,0.361,0.102,0.306,0,0,0,0,7,96,3,65,19,166,147,124,121,1,2020,2021,True,BOS,BKN
2020-21,1610612746,LAC,LA Clippers,42000174,2021-05-30,LAC @ DAL,W,48.0,0.565,0.325,0.13,0.205,0.376,0.247,0.085,0.254,0,0,0,0,7,55,42,101,134,2,86,153,70,1,2020,2021,False,DAL,LAC
2020-21,1610612756,PHX,Phoenix Suns,42000154,2021-05-30,PHX @ LAL,W,48.0,0.494,0.247,0.102,0.17,0.475,0.259,0.165,0.212,0,0,0,0,7,120,86,46,155,29,96,22,42,1,2020,2021,False,LAL,PHX
2020-21,1610612742,DAL,Dallas Mavericks,42000174,2021-05-30,DAL vs. LAC,L,48.0,0.376,0.247,0.085,0.254,0.565,0.325,0.13,0.205,0,0,0,0,7,169,85,18,101,115,128,70,33,1,2020,2021,True,DAL,LAC
2020-21,1610612743,DEN,Denver Nuggets,42000164,2021-05-29,DEN @ POR,L,48.0,0.41,0.234,0.097,0.333,0.571,0.298,0.065,0.222,0,0,0,0,7,166,99,37,34,119,114,165,48,1,2020,2021,False,POR,DEN
2020-21,1610612749,MIL,Milwaukee Bucks,42000124,2021-05-29,MIL @ MIA,W,48.0,0.53,0.182,0.108,0.352,0.5,0.154,0.119,0.192,0,0,0,0,7,92,136,55,26,55,21,93,26,1,2020,2021,False,MIA,MIL
2020-21,1610612764,WAS,Washington Wizards,42000103,2021-05-29,WAS vs. PHI,L,48.0,0.438,0.26,0.078,0.262,0.684,0.23,0.158,0.275,0,0,0,0,7,158,74,13,94,168,71,29,86,1,2020,2021,True,WAS,PHI
