season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612756,PHX,Phoenix Suns,22001078,2021-05-16,PHX @ SAS,W,48.0,118.5,118.3,114.8,117.5,3.7,0.8,0.679,4.5,23.5,0.255,0.745,0.5,0.077,0.572,0.582,104.6,103.5,86.25,104,0.521,1,1,1,1,113,633,1475,1058,474,22,69,1174,967,1042,107,661,924,415,896,1,2020,2021,False,SAS,PHX
2020-21,1610612748,MIA,Miami Heat,22001069,2021-05-16,MIA @ DET,W,48.0,121.5,122.4,102.2,110.3,19.2,12.1,0.681,2.67,23.4,0.231,0.755,0.523,0.122,0.637,0.647,101.7,97.5,81.25,98,0.614,1,1,1,1,113,387,968,432,465,315,77,1457,854,683,757,152,253,1425,170,1,2020,2021,False,DET,MIA
2020-21,1610612745,HOU,Houston Rockets,22001066,2021-05-16,HOU @ ATL,L,48.0,89.8,93.1,119.9,120.4,-30.1,-27.3,0.806,1.56,17.6,0.25,0.702,0.441,0.157,0.435,0.471,104.6,102.5,85.42,102,0.322,1,1081,1081,1081,113,2052,1655,2081,30,1419,1165,1207,1515,1918,1524,2061,2066,549,2132,1,2020,2021,False,ATL,HOU
2020-21,1610612749,MIL,Milwaukee Bucks,22001068,2021-05-16,MIL @ CHI,L,48.0,105.6,107.7,114.2,113.5,-8.6,-5.8,0.368,1.17,10.6,0.259,0.75,0.48,0.115,0.489,0.538,104.7,104.0,86.67,104,0.446,1,1081,1081,1081,113,1373,1186,1381,2142,1931,2140,1109,893,1433,627,1648,1526,345,1571,1,2020,2021,False,CHI,MIL
2020-21,1610612755,PHI,Philadelphia 76ers,22001075,2021-05-16,PHI vs. ORL,W,48.0,119.5,123.1,114.7,112.5,4.8,10.6,0.761,2.92,23.5,0.196,0.744,0.447,0.115,0.59,0.615,104.6,104.0,86.67,104,0.539,1,1,1,1,113,359,1119,496,106,214,70,1803,1006,1874,627,467,555,345,724,1,2020,2021,True,PHI,ORL
2020-21,1610612738,BOS,Boston Celtics,22001073,2021-05-16,BOS @ NYK,L,48.0,96.2,98.9,101.7,103.2,-5.5,-4.3,0.543,1.58,15.1,0.264,0.848,0.535,0.129,0.471,0.497,95.0,93.0,77.5,93,0.467,1,1081,1081,1081,113,1898,517,1282,1560,1390,1784,1052,98,494,920,1825,1925,1999,1378,1,2020,2021,False,NYK,BOS
2020-21,1610612753,ORL,Orlando Magic,22001075,2021-05-16,ORL @ PHI,L,48.0,114.7,112.5,119.5,123.1,-4.8,-10.6,0.639,1.35,16.7,0.256,0.804,0.553,0.163,0.539,0.622,104.6,104.0,86.67,104,0.461,1,1081,1081,1081,113,1037,1798,1665,755,1718,1418,1140,350,286,1642,1036,463,345,1437,1,2020,2021,False,PHI,ORL
2020-21,1610612764,WAS,Washington Wizards,22001080,2021-05-16,WAS vs. CHA,W,48.0,110.3,112.7,102.3,105.8,8.1,7.0,0.5,1.57,16.1,0.271,0.746,0.533,0.137,0.538,0.574,105.9,103.0,85.83,102,0.525,1,1,1,1,113,1019,675,700,1823,1402,1564,972,957,527,1106,1054,1047,483,865,1,2020,2021,True,WAS,CHA
2020-21,1610612737,ATL,Atlanta Hawks,22001066,2021-05-16,ATL vs. HOU,W,48.0,119.9,120.4,89.8,93.1,30.1,27.3,0.653,2.46,21.5,0.298,0.75,0.559,0.126,0.583,0.611,104.6,102.5,85.42,103,0.678,1,1,1,1,113,501,108,80,650,421,261,630,893,242,849,533,591,549,29,1,2020,2021,True,ATL,HOU
2020-21,1610612743,DEN,Denver Nuggets,22001076,2021-05-16,DEN @ POR,L,48.0,115.3,118.4,130.1,136.1,-14.8,-17.7,0.455,3.33,15.3,0.255,0.659,0.434,0.061,0.52,0.554,101.0,97.5,81.25,98,0.418,1,1081,1081,1081,113,626,2129,1921,2022,117,1746,1195,1900,1965,26,1313,1325,1425,1805,1,2020,2021,False,POR,DEN
