TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612753,Orlando Magic,ORL,82,82,0.337,10.56,29.77,0.355,0.52,0.02,0.72,1.73,0.415,0.318,9.84,28.04,0.351
1610612750,Minnesota Timberwolves,MIN,82,82,0.325,10.91,29.52,0.37,0.545,0.014,0.54,1.24,0.431,0.311,10.38,28.28,0.367
1610612744,Golden State Warriors,GSW,81,81,0.342,10.86,29.51,0.368,0.54,0.021,0.72,1.85,0.387,0.32,10.15,27.65,0.367
1610612760,Oklahoma City Thunder,OKC,82,82,0.33,9.76,29.41,0.332,0.482,0.025,0.91,2.26,0.405,0.305,8.84,27.16,0.326
1610612765,Detroit Pistons,DET,81,81,0.33,10.19,29.2,0.349,0.508,0.025,0.86,2.2,0.393,0.305,9.32,27.0,0.345
1610612743,Denver Nuggets,DEN,82,82,0.336,10.88,28.96,0.376,0.543,0.029,1.17,2.46,0.475,0.307,9.71,26.5,0.366
1610612738,Boston Celtics,BOS,81,81,0.329,10.6,28.74,0.369,0.536,0.027,1.0,2.32,0.431,0.302,9.6,26.42,0.364
1610612759,San Antonio Spurs,SAS,82,82,0.309,10.82,28.62,0.378,0.543,0.03,1.37,2.82,0.485,0.278,9.45,25.8,0.366
1610612766,Charlotte Hornets,CHA,81,81,0.311,10.72,28.44,0.377,0.558,0.012,0.42,1.09,0.386,0.299,10.3,27.36,0.376
1610612749,Milwaukee Bucks,MIL,82,82,0.318,10.63,28.4,0.374,0.55,0.019,0.68,1.7,0.403,0.299,9.95,26.71,0.373
1610612742,Dallas Mavericks,DAL,82,82,0.328,10.09,27.91,0.361,0.531,0.019,0.62,1.62,0.383,0.309,9.46,26.29,0.36
1610612740,New Orleans Pelicans,NOP,81,81,0.316,10.27,27.81,0.369,0.524,0.04,1.65,3.52,0.47,0.276,8.62,24.3,0.355
1610612748,Miami Heat,MIA,82,82,0.324,10.54,27.45,0.384,0.555,0.032,1.12,2.72,0.413,0.292,9.41,24.73,0.381
1610612756,Phoenix Suns,PHX,81,81,0.299,10.54,26.89,0.392,0.556,0.043,1.75,3.89,0.451,0.256,8.79,23.0,0.382
1610612739,Cleveland Cavaliers,CLE,82,82,0.316,9.73,26.74,0.364,0.526,0.028,1.04,2.34,0.443,0.289,8.7,24.4,0.356
1610612757,Portland Trail Blazers,POR,82,82,0.307,9.52,26.72,0.356,0.521,0.022,0.76,1.93,0.392,0.285,8.77,24.79,0.354
1610612754,Indiana Pacers,IND,82,82,0.297,9.68,26.55,0.365,0.535,0.016,0.62,1.44,0.432,0.281,9.06,25.11,0.361
1610612741,Chicago Bulls,CHI,82,82,0.304,10.12,26.4,0.383,0.541,0.05,1.79,4.3,0.416,0.254,8.33,22.1,0.377
1610612761,Toronto Raptors,TOR,82,82,0.287,9.78,26.22,0.373,0.54,0.026,1.04,2.34,0.443,0.261,8.74,23.88,0.366
1610612745,Houston Rockets,HOU,82,82,0.302,9.34,26.05,0.359,0.533,0.008,0.23,0.7,0.333,0.294,9.11,25.35,0.359
1610612747,Los Angeles Lakers,LAL,82,82,0.293,9.5,26.0,0.365,0.529,0.025,0.99,2.2,0.45,0.268,8.51,23.8,0.358
1610612763,Memphis Grizzlies,MEM,81,81,0.272,9.38,25.63,0.366,0.532,0.02,0.9,1.85,0.487,0.252,8.48,23.78,0.357
1610612746,LA Clippers,LAC,81,81,0.292,10.23,25.52,0.401,0.579,0.028,1.16,2.46,0.472,0.264,9.07,23.06,0.393
1610612764,Washington Wizards,WAS,82,82,0.294,9.07,25.26,0.359,0.523,0.024,0.82,2.09,0.392,0.27,8.26,23.17,0.356
1610612762,Utah Jazz,UTA,82,82,0.288,9.02,24.8,0.364,0.539,0.008,0.34,0.7,0.491,0.28,8.68,24.11,0.36
1610612755,Philadelphia 76ers,PHI,82,82,0.291,9.39,24.62,0.381,0.557,0.02,0.74,1.66,0.449,0.272,8.65,22.96,0.377
1610612751,Brooklyn Nets,BKN,82,82,0.278,9.82,24.59,0.399,0.554,0.046,2.21,4.11,0.537,0.232,7.61,20.48,0.372
1610612752,New York Knicks,NYK,81,81,0.286,9.06,24.58,0.369,0.541,0.019,0.59,1.63,0.364,0.267,8.47,22.95,0.369
1610612758,Sacramento Kings,SAC,81,81,0.276,8.94,24.3,0.368,0.53,0.026,1.06,2.31,0.46,0.25,7.88,21.99,0.358
1610612737,Atlanta Hawks,ATL,82,82,0.267,9.37,23.56,0.398,0.575,0.026,1.02,2.26,0.454,0.241,8.34,21.3,0.392
