TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612751,Brooklyn Nets,BKN,4,4,0.41,12.75,32.0,0.398,0.457,0.269,9.0,21.0,0.429,0.141,3.75,11.0,0.341
1610612761,Toronto Raptors,TOR,6,6,0.339,9.5,29.17,0.326,0.36,0.229,7.5,19.67,0.381,0.11,2.0,9.5,0.211
1610612741,Chicago Bulls,CHI,5,5,0.308,10.2,27.8,0.367,0.381,0.246,9.4,22.2,0.423,0.062,0.8,5.6,0.143
1610612756,Phoenix Suns,PHX,13,13,0.331,12.0,27.38,0.438,0.499,0.225,8.69,18.62,0.467,0.106,3.31,8.77,0.377
1610612748,Miami Heat,MIA,18,18,0.308,9.17,26.28,0.349,0.406,0.178,6.17,15.17,0.407,0.13,3.0,11.11,0.27
1610612737,Atlanta Hawks,ATL,5,5,0.335,9.8,26.2,0.374,0.427,0.187,7.0,14.6,0.479,0.148,2.8,11.6,0.241
1610612744,Golden State Warriors,GSW,22,22,0.292,10.14,25.09,0.404,0.501,0.138,5.27,11.86,0.444,0.154,4.86,13.23,0.368
1610612740,New Orleans Pelicans,NOP,6,6,0.296,10.17,25.0,0.407,0.453,0.219,7.83,18.5,0.423,0.077,2.33,6.5,0.359
1610612742,Dallas Mavericks,DAL,18,18,0.307,9.44,24.83,0.38,0.477,0.137,4.67,11.11,0.42,0.17,4.78,13.72,0.348
1610612755,Philadelphia 76ers,PHI,12,12,0.312,9.33,24.42,0.382,0.466,0.17,5.25,13.33,0.394,0.142,4.08,11.08,0.368
1610612749,Milwaukee Bucks,MIL,12,12,0.273,7.5,24.08,0.311,0.355,0.16,5.42,14.08,0.385,0.114,2.08,10.0,0.208
1610612762,Utah Jazz,UTA,6,6,0.297,9.5,23.5,0.404,0.472,0.15,6.33,11.83,0.535,0.148,3.17,11.67,0.271
1610612763,Memphis Grizzlies,MEM,12,12,0.247,7.42,22.58,0.328,0.423,0.132,3.17,12.08,0.262,0.115,4.25,10.5,0.405
1610612750,Minnesota Timberwolves,MIN,6,6,0.252,7.0,20.67,0.339,0.427,0.12,3.33,9.83,0.339,0.132,3.67,10.83,0.338
1610612738,Boston Celtics,BOS,24,24,0.246,7.21,20.08,0.359,0.447,0.117,3.67,9.54,0.384,0.129,3.54,10.54,0.336
1610612743,Denver Nuggets,DEN,5,5,0.174,4.4,14.4,0.306,0.354,0.111,3.0,9.2,0.326,0.063,1.4,5.2,0.269
