season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2024-25,1610612754,IND,Indiana Pacers,42400407,2025-06-22T00:00:00,IND @ OKC,L,48.0,7.5,11.3,5.3,19.5,24.0,16.5,6.8,30.0,0,0,0,85,11,135,66,134,164,162,151,43,48,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400407,2025-06-22T00:00:00,OKC vs. IND,W,48.0,24.0,16.5,6.8,30.0,7.5,11.3,5.3,19.5,0,0,0,1,11,6,13,117,112,26,91,27,3,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400406,2025-06-19T00:00:00,IND vs. OKC,W,48.0,14.3,10.5,16.5,22.5,9.8,4.5,8.3,30.0,0,0,0,1,11,48,79,13,153,54,7,65,48,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400406,2025-06-19T00:00:00,OKC @ IND,L,48.0,9.8,4.5,8.3,30.0,14.3,10.5,16.5,22.5,0,0,0,85,11,104,160,93,112,115,77,153,13,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400405,2025-06-16T00:00:00,OKC vs. IND,W,48.0,24.0,12.8,12.8,31.5,6.8,15.8,9.8,36.0,0,0,0,1,11,6,51,36,100,19,144,88,98,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400405,2025-06-16T00:00:00,IND @ OKC,L,48.0,6.8,15.8,9.8,36.0,24.0,12.8,12.8,31.5,0,0,0,85,11,144,20,68,52,162,110,131,58,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400404,2025-06-13T00:00:00,IND vs. OKC,L,48.0,17.3,8.3,6.8,27.0,18.8,17.3,7.5,37.5,0,0,0,85,11,26,119,117,130,150,157,54,118,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400404,2025-06-13T00:00:00,OKC @ IND,W,48.0,18.8,17.3,7.5,37.5,17.3,8.3,6.8,27.0,0,0,0,1,11,13,8,105,41,139,40,43,36,1,2024,2025
2024-25,1610612760,OKC,Oklahoma City Thunder,42400403,2025-06-11T00:00:00,OKC @ IND,L,48.0,10.5,5.3,7.5,36.0,15.8,9.8,12.8,37.5,0,0,0,85,11,91,155,105,52,127,66,131,118,1,2024,2025
2024-25,1610612754,IND,Indiana Pacers,42400403,2025-06-11T00:00:00,IND vs. OKC,W,48.0,15.8,9.8,12.8,37.5,10.5,5.3,7.5,36.0,0,0,0,1,11,38,93,36,41,67,10,54,98,1,2024,2025
