player,age,team,pos,g,gs,mp,fg,fga,fg_pct,3p,3pa,3p_pct,2p,2pa,2p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
Kyle Anderson,31.0,2TM,PF,61.0,4.0,1002.0,5.1,10.9,0.469,0.9,2.5,0.357,4.2,8.4,0.502,0.51,1.7,2.3,0.738,1.9,5.5,7.4,5.2,1.4,1.2,1.3,2.9,12.8,anderky01
Kyle Anderson,31.0,GSW,PF,36.0,3.0,541.0,5.1,11.2,0.45,1.3,3.5,0.365,3.8,7.8,0.487,0.506,1.2,1.8,0.667,1.8,5.5,7.3,5.4,1.7,1.3,1.3,2.7,12.6,anderky01
Kyle Anderson,31.0,MIA,SF,25.0,1.0,461.0,5.2,10.5,0.493,0.5,1.4,0.333,4.7,9.1,0.517,0.515,2.3,3.0,0.789,2.0,5.5,7.5,5.0,1.1,1.0,1.3,3.2,13.1,anderky01
Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,993.0,6.0,13.8,0.436,1.8,5.1,0.35,4.2,8.7,0.485,0.5,2.4,3.1,0.788,1.0,3.8,4.9,3.3,1.9,0.3,1.9,2.6,16.2,bostobr01
Dalen Terry,22.0,CHI,SG,73.0,5.0,987.0,4.4,9.8,0.448,1.3,3.8,0.356,3.0,6.0,0.506,0.517,1.8,2.5,0.71,1.4,3.1,4.5,3.5,1.6,0.5,1.9,4.2,11.9,terryda01
Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,980.0,3.5,7.2,0.477,1.1,2.8,0.395,2.4,4.4,0.529,0.553,0.4,0.9,0.5,2.4,4.3,6.7,3.0,1.2,0.5,2.1,4.2,8.4,jacksan01
Zach Collins,27.0,2TM,PF,64.0,12.0,977.0,5.6,11.1,0.507,1.2,3.9,0.302,4.5,7.2,0.617,0.56,2.5,2.9,0.885,3.8,6.9,10.6,4.1,1.1,1.1,2.2,4.9,15.0,colliza01
Zach Collins,27.0,SAS,C,36.0,4.0,425.0,5.2,11.2,0.462,1.2,3.9,0.304,4.0,7.3,0.547,0.515,2.6,3.0,0.886,3.2,5.3,8.6,4.4,1.2,1.3,1.9,5.9,14.1,colliza01
Zach Collins,27.0,CHI,PF,28.0,8.0,552.0,6.0,11.1,0.541,1.2,3.9,0.3,4.8,7.2,0.673,0.594,2.5,2.8,0.884,4.2,8.0,12.2,3.8,1.0,0.9,2.4,4.0,15.7,colliza01
Trayce Jackson-Davis,24.0,GSW,C,62.0,37.0,967.0,6.5,11.2,0.576,0.0,0.1,0.0,6.5,11.1,0.582,0.576,2.2,3.8,0.578,4.5,7.0,11.6,3.9,0.9,1.4,1.7,2.7,15.2,jackstr02
Thomas Bryant,27.0,2TM,C,66.0,8.0,963.0,6.1,12.0,0.508,1.8,5.5,0.324,4.3,6.5,0.665,0.583,2.1,2.4,0.859,3.1,6.3,9.4,2.0,1.0,1.5,1.1,2.8,16.0,bryanth01
Thomas Bryant,27.0,MIA,C,10.0,0.0,115.0,3.8,8.8,0.429,1.9,5.3,0.353,1.9,3.4,0.545,0.536,3.4,3.4,1.0,1.9,8.1,10.0,1.3,0.3,2.8,0.6,2.8,12.8,bryanth01
Thomas Bryant,27.0,IND,C,56.0,8.0,848.0,6.4,12.4,0.515,1.8,5.6,0.321,4.6,6.9,0.673,0.587,1.9,2.3,0.83,3.3,6.0,9.3,2.1,1.1,1.4,1.2,2.8,16.5,bryanth01
Jalen Smith,24.0,CHI,C,64.0,2.0,962.0,7.1,15.3,0.466,2.7,8.3,0.324,4.4,7.0,0.634,0.554,2.7,3.3,0.809,3.3,10.0,13.4,2.4,0.6,1.6,1.4,3.6,19.6,smithja04
Jordan Clarkson,32.0,UTA,SG,37.0,9.0,962.0,7.5,18.4,0.408,3.1,8.7,0.362,4.4,9.8,0.448,0.493,4.3,5.4,0.797,0.9,3.5,4.4,5.2,1.2,0.3,3.2,1.9,22.5,clarkjo01
Gary Payton II,32.0,GSW,SG,62.0,11.0,927.0,6.6,11.6,0.574,1.2,3.7,0.326,5.4,7.9,0.69,0.626,1.0,1.5,0.711,2.1,5.1,7.2,3.2,2.0,0.7,1.5,4.2,15.5,paytoga02
Brandon Miller,22.0,CHO,SF,27.0,27.0,924.0,7.7,19.1,0.403,4.1,11.4,0.355,3.7,7.7,0.475,0.509,2.6,3.1,0.861,1.0,4.1,5.1,3.8,1.1,0.8,3.0,2.9,22.1,millebr02
Bruce Brown,28.0,2TM,PG,41.0,12.0,922.0,5.1,12.1,0.421,1.1,3.2,0.333,4.0,8.9,0.452,0.464,2.1,2.5,0.815,1.6,4.8,6.4,3.3,1.3,0.4,1.5,2.8,13.3,brownbr01
Bruce Brown,28.0,TOR,PG,18.0,0.0,353.0,5.8,13.4,0.435,1.1,3.7,0.306,4.7,9.7,0.484,0.477,2.7,3.0,0.897,1.7,5.2,6.9,2.9,1.7,0.3,1.9,2.7,15.4,brownbr01
Bruce Brown,28.0,NOP,PG,23.0,12.0,569.0,4.6,11.3,0.41,1.0,2.8,0.356,3.6,8.4,0.429,0.455,1.7,2.3,0.75,1.5,4.6,6.1,3.5,1.1,0.4,1.3,2.8,12.0,brownbr01
Immanuel Quickley,25.0,TOR,PG,33.0,33.0,918.0,7.2,17.2,0.42,3.3,8.8,0.378,3.9,8.4,0.465,0.517,4.4,5.0,0.867,0.6,4.0,4.6,7.5,0.9,0.2,2.3,2.4,22.1,quickim01
Trendon Watford,24.0,BRK,PF,44.0,6.0,913.0,6.5,13.8,0.469,1.1,3.5,0.33,5.3,10.3,0.515,0.51,3.7,4.8,0.762,1.5,4.8,6.3,4.5,1.1,0.5,3.3,3.7,17.7,watfotr01
KJ Martin,24.0,2TM,PF,43.0,16.0,912.0,4.4,7.9,0.552,0.6,2.3,0.259,3.8,5.6,0.671,0.59,1.5,1.9,0.787,1.2,3.7,4.9,1.9,0.7,0.9,0.9,4.0,10.8,martike04
KJ Martin,24.0,PHI,PF,24.0,7.0,480.0,4.6,7.4,0.616,0.6,1.6,0.381,4.0,5.9,0.679,0.657,1.8,2.2,0.828,1.6,3.8,5.4,1.4,0.8,1.2,0.9,4.6,11.5,martike04
KJ Martin,24.0,UTA,SF,19.0,9.0,432.0,4.2,8.5,0.49,0.6,3.1,0.189,3.6,5.4,0.662,0.525,1.1,1.5,0.722,0.7,3.7,4.4,2.4,0.5,0.5,1.0,3.2,10.0,martike04
Jaden Hardy,22.0,DAL,SG,57.0,3.0,907.0,7.1,16.4,0.435,3.0,7.8,0.386,4.1,8.6,0.479,0.527,2.4,3.4,0.698,0.4,3.2,3.5,3.2,1.1,0.2,3.3,3.6,19.7,hardyja02
Day'Ron Sharpe,23.0,BRK,C,50.0,2.0,907.0,6.5,12.6,0.521,0.4,1.8,0.244,6.1,10.8,0.566,0.538,2.2,2.9,0.757,5.9,7.2,13.1,3.6,1.6,1.7,2.5,4.5,15.8,sharpda01
Adem Bona,21.0,PHI,C,58.0,11.0,905.0,5.4,7.6,0.703,0.0,0.0,0.0,5.4,7.6,0.707,0.703,2.7,4.0,0.67,3.7,6.1,9.7,1.1,1.0,2.7,2.4,5.0,13.4,bonaad01
Tre Jones,25.0,2TM,PG,46.0,9.0,905.0,5.1,9.5,0.538,0.8,1.9,0.396,4.3,7.6,0.574,0.578,2.2,2.7,0.821,1.2,3.4,4.6,7.6,1.5,0.4,1.4,2.2,13.1,jonestr01
Tre Jones,25.0,SAS,PG,28.0,0.0,450.0,3.6,7.4,0.484,0.6,2.1,0.308,3.0,5.4,0.552,0.527,2.0,2.6,0.758,1.2,3.4,4.6,8.3,1.4,0.4,1.7,2.6,9.8,jonestr01
Tre Jones,25.0,CHI,PG,18.0,9.0,455.0,6.6,11.5,0.572,0.9,1.7,0.5,5.7,9.7,0.585,0.61,2.4,2.7,0.882,1.3,3.3,4.6,7.0,1.5,0.4,1.1,1.7,16.4,jonestr01
Jaden Ivey,22.0,DET,SG,30.0,30.0,898.0,7.6,16.6,0.46,2.5,6.2,0.409,5.1,10.4,0.49,0.536,3.4,4.7,0.733,1.6,3.4,5.0,4.8,1.1,0.4,3.6,2.7,21.2,iveyja01
Kelly Olynyk,33.0,2TM,C,44.0,22.0,891.0,5.4,10.8,0.5,1.3,3.2,0.418,4.1,7.6,0.534,0.562,3.4,4.4,0.769,2.5,5.8,8.3,5.2,1.3,0.8,3.1,5.0,15.5,olynyke01
Kelly Olynyk,33.0,TOR,C,24.0,2.0,383.0,5.5,11.1,0.5,1.8,4.0,0.442,3.8,7.0,0.533,0.581,3.2,4.0,0.791,2.3,6.0,8.4,5.3,1.5,0.8,3.3,5.5,16.1,olynyke01
Kelly Olynyk,33.0,NOP,C,20.0,20.0,508.0,5.3,10.6,0.5,1.0,2.6,0.389,4.3,8.1,0.535,0.547,3.5,4.6,0.754,2.6,5.7,8.3,5.1,1.2,0.8,2.9,4.5,15.1,olynyke01
Chet Holmgren,22.0,OKC,C,32.0,32.0,877.0,6.9,14.0,0.49,1.8,4.8,0.379,5.0,9.2,0.547,0.554,4.1,5.5,0.754,2.0,8.6,10.5,2.6,0.9,2.9,2.3,3.0,19.7,holmgch01
Neemias Queta,25.0,BOS,C,62.0,6.0,863.0,5.5,8.5,0.65,0.0,0.1,0.0,5.5,8.3,0.66,0.65,1.9,2.5,0.754,3.7,6.1,9.8,1.9,0.8,1.8,1.7,4.4,12.9,quetane01
Alec Burks,33.0,MIA,SG,49.0,14.0,863.0,4.8,11.3,0.424,3.7,8.6,0.425,1.1,2.7,0.422,0.587,1.6,2.0,0.776,0.6,4.5,5.2,2.3,1.2,0.3,1.2,1.5,14.9,burksal01
Chris Boucher,32.0,TOR,PF,50.0,0.0,862.0,7.6,15.5,0.492,2.9,8.1,0.363,4.7,7.4,0.633,0.586,2.8,3.6,0.782,2.9,6.4,9.4,1.4,1.0,1.0,1.2,2.8,21.0,bouchch01
Zion Williamson,24.0,NOP,PF,30.0,30.0,857.0,12.1,21.3,0.567,0.1,0.5,0.231,12.0,20.8,0.576,0.57,6.6,10.1,0.656,3.2,5.9,9.1,6.7,1.6,1.1,3.8,3.4,31.0,willizi01
Khris Middleton,33.0,2TM,SF,37.0,21.0,843.0,6.8,14.4,0.475,2.0,5.7,0.361,4.8,8.7,0.549,0.546,3.1,3.6,0.857,0.6,5.3,5.9,6.4,1.5,0.3,2.4,3.2,18.8,middlkh01
Khris Middleton,33.0,MIL,SF,23.0,7.0,534.0,7.3,14.2,0.512,2.4,5.8,0.407,4.9,8.4,0.584,0.595,2.6,3.1,0.848,0.3,5.4,5.7,6.9,1.1,0.3,2.5,3.5,19.6,middlkh01
Khris Middleton,33.0,WAS,SF,14.0,14.0,309.0,6.1,14.7,0.413,1.5,5.5,0.277,4.5,9.2,0.494,0.464,3.8,4.4,0.868,0.9,5.1,6.1,5.6,2.1,0.3,2.2,2.7,17.5,middlkh01
KJ Simpson,22.0,CHO,PG,36.0,15.0,842.0,4.4,12.9,0.346,1.4,5.6,0.254,3.0,7.3,0.415,0.4,1.8,2.1,0.82,1.7,3.0,4.7,4.8,1.5,0.3,2.4,2.4,12.1,simpskj01
Shake Milton,28.0,2TM,SG,57.0,2.0,837.0,4.9,10.9,0.453,1.6,4.6,0.358,3.3,6.4,0.52,0.528,2.0,2.5,0.797,1.3,3.1,4.5,4.4,1.1,0.2,1.7,2.9,13.5,miltosh01
Shake Milton,28.0,BRK,SG,27.0,1.0,492.0,5.3,11.5,0.465,2.0,5.3,0.389,3.3,6.2,0.529,0.554,1.8,2.4,0.758,1.2,2.6,3.7,4.7,1.1,0.1,1.5,3.1,14.6,miltosh01
Shake Milton,28.0,LAL,SG,30.0,1.0,345.0,4.4,10.1,0.433,1.0,3.5,0.294,3.3,6.6,0.508,0.485,2.3,2.7,0.846,1.6,4.0,5.5,4.0,1.0,0.3,2.1,2.5,12.1,miltosh01
Dereck Lively II,20.0,DAL,C,36.0,29.0,833.0,5.8,8.3,0.702,0.0,0.0,,5.8,8.3,0.702,0.702,2.0,3.2,0.63,4.5,7.2,11.7,3.7,0.9,2.4,1.8,4.3,13.6,livelde01
Garrison Mathews,28.0,ATL,SG,47.0,2.0,830.0,4.4,11.1,0.397,3.7,9.5,0.39,0.7,1.7,0.436,0.562,2.8,3.4,0.821,0.6,3.2,3.8,2.6,1.1,0.7,1.3,3.5,15.3,mathega01
Cam Whitmore,20.0,HOU,SF,51.0,3.0,827.0,7.8,17.5,0.444,2.8,8.0,0.355,5.0,9.6,0.518,0.525,2.4,3.1,0.75,1.6,5.0,6.6,2.1,1.3,0.6,2.0,1.9,20.8,whitmca01
Ryan Rollins,22.0,MIL,PG,56.0,19.0,820.0,5.8,11.9,0.487,2.2,5.3,0.408,3.6,6.6,0.55,0.577,1.6,2.0,0.8,0.9,3.8,4.7,4.6,1.8,0.7,2.3,3.9,15.3,rolliry01
Marcus Sasser,24.0,DET,PG,57.0,1.0,811.0,6.1,13.1,0.463,2.6,6.7,0.382,3.5,6.4,0.549,0.561,1.9,2.3,0.843,0.8,2.3,3.1,5.9,1.6,0.2,2.4,3.2,16.6,sassema01
Steven Adams,31.0,HOU,C,58.0,3.0,794.0,4.1,7.6,0.545,0.0,0.1,0.0,4.1,7.5,0.552,0.545,1.9,4.2,0.462,7.5,7.3,14.8,3.0,1.0,1.3,2.4,2.7,10.2,adamsst01
Aaron Holiday,28.0,HOU,PG,62.0,3.0,792.0,5.3,12.2,0.437,3.3,8.2,0.398,2.0,4.0,0.517,0.571,1.5,1.9,0.829,0.6,3.0,3.5,3.8,0.9,0.5,1.7,2.9,15.5,holidaa01
Karlo Matković,23.0,NOP,PF,42.0,7.0,791.0,6.1,10.7,0.574,1.0,3.0,0.318,5.2,7.7,0.675,0.619,1.5,2.0,0.773,2.9,6.6,9.5,2.1,1.0,1.9,2.0,4.8,14.8,matkoka01
Caleb Houstan,22.0,ORL,SF,58.0,6.0,788.0,3.7,8.7,0.421,2.9,7.3,0.4,0.7,1.4,0.533,0.589,0.7,0.8,0.882,0.9,2.6,3.4,1.6,1.0,0.3,0.6,2.8,10.9,houstca01
Vasilije Micić,31.0,2TM,PG,41.0,16.0,785.0,4.4,12.5,0.348,2.1,5.7,0.36,2.3,6.8,0.338,0.43,1.6,1.9,0.829,0.9,3.2,4.1,5.9,0.7,0.0,3.5,2.1,12.3,micicva01
Vasilije Micić,31.0,CHO,PG,36.0,16.0,764.0,4.5,12.9,0.348,2.1,5.9,0.36,2.4,7.0,0.338,0.43,1.6,1.9,0.829,0.9,3.2,4.1,6.0,0.7,0.0,3.5,2.1,12.7,micicva01
Vasilije Micić,31.0,PHO,PG,5.0,0.0,21.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,3.4,3.4,1.7,0.0,0.0,5.1,1.7,0.0,micicva01
Jaylin Williams,22.0,OKC,PF,47.0,9.0,784.0,4.5,10.1,0.439,2.8,7.0,0.399,1.7,3.1,0.529,0.577,1.1,1.4,0.767,2.2,9.8,12.0,5.5,1.0,1.3,1.6,3.6,12.8,willija07
Pelle Larsson,23.0,MIA,SG,55.0,8.0,782.0,4.1,9.3,0.438,1.5,4.4,0.337,2.6,5.0,0.528,0.517,1.9,2.8,0.672,1.3,2.9,4.2,3.0,1.5,0.3,1.1,4.2,11.6,larsspe01
Cam Thomas,23.0,BRK,SG,25.0,23.0,781.0,9.2,20.9,0.438,3.1,9.0,0.349,6.0,11.9,0.506,0.513,6.1,7.0,0.881,0.7,3.1,3.8,4.3,0.7,0.1,2.9,2.0,27.6,thomaca02
Lindy Waters III,27.0,2TM,SG,52.0,9.0,778.0,4.3,11.5,0.369,3.0,8.6,0.344,1.3,2.9,0.444,0.498,0.4,0.5,0.727,0.9,4.2,5.1,2.4,1.2,0.5,0.9,2.9,11.8,waterli01
Lindy Waters III,27.0,GSW,SG,38.0,9.0,655.0,4.2,11.3,0.371,2.7,8.1,0.331,1.5,3.1,0.474,0.49,0.4,0.6,0.727,0.9,4.4,5.3,2.3,1.2,0.5,0.9,3.0,11.5,waterli01
Lindy Waters III,27.0,DET,SG,14.0,0.0,123.0,4.7,12.9,0.364,4.4,11.1,0.395,0.3,1.8,0.167,0.534,0.0,0.0,,1.2,2.9,4.1,2.9,1.5,0.3,0.9,2.0,13.8,waterli01
Lonzo Ball,27.0,CHI,PG,35.0,14.0,777.0,4.1,11.3,0.366,3.1,9.0,0.344,1.0,2.2,0.458,0.504,1.0,1.3,0.815,1.2,4.3,5.5,5.3,2.2,0.8,1.9,2.5,12.4,balllo01
Orlando Robinson,24.0,2TM,C,44.0,8.0,770.0,5.4,12.2,0.444,0.8,2.4,0.327,4.6,9.8,0.474,0.477,2.5,3.3,0.771,4.2,6.1,10.3,3.6,0.8,0.7,2.3,4.7,14.2,robinor01
Orlando Robinson,24.0,SAC,C,9.0,0.0,57.0,4.4,10.7,0.412,0.6,3.2,0.2,3.8,7.6,0.5,0.441,2.5,4.4,0.571,1.9,6.9,8.8,5.7,1.9,0.6,2.5,3.8,12.0,robinor01
Orlando Robinson,24.0,TOR,C,35.0,8.0,713.0,5.5,12.3,0.447,0.8,2.4,0.34,4.7,9.9,0.472,0.48,2.5,3.2,0.794,4.3,6.1,10.4,3.4,0.7,0.8,2.3,4.7,14.3,robinor01
Eric Gordon,36.0,PHI,SG,39.0,13.0,768.0,4.1,9.6,0.426,2.6,6.4,0.409,1.5,3.1,0.463,0.564,1.7,2.3,0.75,0.4,1.8,2.2,3.0,1.2,0.6,1.3,1.5,12.5,gordoer01
Gui Santos,22.0,GSW,PF,56.0,2.0,762.0,3.9,8.5,0.458,1.6,4.9,0.33,2.3,3.6,0.632,0.553,1.4,2.0,0.69,3.4,4.7,8.1,3.8,1.2,0.5,2.0,4.3,10.7,santogu01
Landry Shamet,27.0,NYK,SG,50.0,0.0,762.0,5.0,10.9,0.461,2.9,7.4,0.397,2.1,3.5,0.595,0.596,0.6,0.9,0.667,0.5,2.4,2.9,1.3,1.1,0.1,1.0,2.5,13.5,shamela01
Svi Mykhailiuk,27.0,UTA,SF,38.0,13.0,760.0,5.6,14.3,0.391,3.3,9.6,0.345,2.3,4.7,0.485,0.507,1.3,1.7,0.8,1.0,3.2,4.3,3.6,0.9,0.3,2.5,2.0,15.8,mykhasv01
Andre Drummond,31.0,PHI,C,40.0,23.0,751.0,5.6,11.2,0.5,0.1,1.0,0.15,5.5,10.3,0.533,0.506,2.7,4.3,0.622,5.2,9.6,14.9,1.6,1.9,0.9,2.6,4.5,14.0,drumman01
Jabari Walker,22.0,POR,SF,60.0,1.0,749.0,5.7,11.0,0.515,1.3,3.5,0.389,4.3,7.5,0.573,0.576,2.4,3.4,0.69,2.8,7.3,10.1,1.8,1.6,0.3,1.6,4.2,15.0,walkeja01
Jay Huff,26.0,MEM,C,64.0,2.0,748.0,7.6,14.7,0.515,3.9,9.6,0.405,3.7,5.1,0.724,0.648,2.1,2.7,0.786,1.4,4.8,6.2,1.8,0.8,2.7,1.6,3.8,21.1,huffja01
Drew Eubanks,27.0,2TM,C,61.0,4.0,746.0,5.5,9.4,0.593,0.1,0.3,0.5,5.4,9.1,0.596,0.601,2.3,3.4,0.662,2.9,8.0,10.9,2.6,0.6,1.9,2.0,3.0,13.5,eubandr01
Drew Eubanks,27.0,UTA,C,37.0,4.0,568.0,5.6,9.2,0.607,0.2,0.3,0.6,5.4,8.9,0.607,0.617,2.3,3.6,0.632,2.5,8.1,10.6,2.9,0.6,2.0,2.0,2.9,13.6,eubandr01
Drew Eubanks,27.0,LAC,C,24.0,0.0,178.0,5.5,9.9,0.551,0.0,0.2,0.0,5.5,9.7,0.563,0.551,2.2,2.8,0.786,4.0,7.7,11.7,1.8,0.4,1.4,2.0,3.4,13.1,eubandr01
Talen Horton-Tucker,24.0,CHI,SG,58.0,0.0,724.0,6.6,14.5,0.457,2.0,6.1,0.336,4.6,8.4,0.544,0.527,3.6,4.9,0.735,0.9,4.0,5.0,4.1,1.0,0.5,2.0,2.9,18.8,hortota01
Gary Harris,30.0,ORL,SG,48.0,3.0,711.0,2.6,6.7,0.383,1.8,5.1,0.356,0.8,1.6,0.469,0.519,0.4,0.6,0.583,1.0,2.2,3.2,1.5,1.3,0.6,0.9,2.3,7.3,harriga01
Micah Potter,26.0,UTA,C,38.0,10.0,705.0,2.9,6.9,0.422,1.6,5.0,0.316,1.3,1.9,0.703,0.537,0.9,1.0,0.85,2.2,6.2,8.4,1.6,0.7,0.7,1.6,2.6,8.3,pottemi01
Jett Howard,21.0,ORL,SF,60.0,0.0,701.0,5.0,13.5,0.374,2.8,9.6,0.296,2.2,3.9,0.566,0.479,0.8,1.2,0.696,1.0,2.6,3.6,2.3,0.7,0.6,1.8,3.5,13.7,howarje01
DeAndre Jordan,36.0,DEN,C,56.0,5.0,691.0,4.7,7.3,0.65,0.0,0.0,,4.7,7.3,0.65,0.65,1.4,3.3,0.422,4.4,10.4,14.8,2.8,0.8,1.4,2.1,3.9,10.9,jordade01
Quinten Post,24.0,GSW,PF,42.0,14.0,686.0,6.5,14.4,0.449,3.8,9.4,0.408,2.6,5.0,0.526,0.582,1.1,1.4,0.778,1.8,5.9,7.8,2.9,0.8,0.9,1.7,4.4,17.8,postqu01
Blake Wesley,21.0,SAS,SG,58.0,0.0,683.0,4.3,9.8,0.435,0.9,3.1,0.293,3.4,6.7,0.5,0.481,2.0,3.2,0.623,0.9,2.3,3.2,6.0,2.0,0.3,2.8,2.4,11.4,weslebl01
Sandro Mamukelashvili,25.0,SAS,PF,61.0,0.0,681.0,7.5,14.9,0.502,3.2,8.5,0.373,4.3,6.3,0.675,0.609,2.3,3.1,0.741,3.3,6.6,9.9,2.5,1.2,0.9,1.4,3.2,20.4,mamuksa01
Marcus Smart,30.0,2TM,PG,34.0,7.0,680.0,5.3,13.6,0.393,2.6,7.5,0.348,2.8,6.1,0.448,0.488,2.9,3.8,0.761,1.0,2.9,3.8,5.8,2.1,0.5,2.9,2.8,16.1,smartma01
Marcus Smart,30.0,MEM,PG,19.0,6.0,400.0,4.8,13.3,0.358,2.6,8.1,0.322,2.2,5.2,0.414,0.456,2.7,3.2,0.833,1.3,2.6,3.9,6.4,2.1,0.5,3.2,2.8,14.9,smartma01
Marcus Smart,30.0,WAS,PG,15.0,1.0,280.0,6.2,14.0,0.44,2.6,6.6,0.392,3.6,7.5,0.483,0.532,3.1,4.5,0.686,0.5,3.2,3.7,4.9,2.1,0.4,2.4,2.8,18.0,smartma01
Jalen Pickett,25.0,DEN,SG,49.0,4.0,666.0,4.2,9.7,0.428,2.2,5.5,0.396,2.0,4.3,0.468,0.539,0.3,0.4,0.75,0.8,3.0,3.8,5.8,1.0,0.3,1.3,2.1,10.8,pickeja02
Tosan Evbuomwan,23.0,BRK,SF,28.0,0.0,665.0,5.1,11.9,0.427,1.3,4.2,0.312,3.8,7.7,0.49,0.482,3.0,4.0,0.753,1.7,4.8,6.5,3.0,1.3,0.5,2.1,3.0,14.5,evbuoto01
Antonio Reeves,24.0,NOP,SG,44.0,6.0,660.0,6.2,13.5,0.456,2.8,7.0,0.395,3.4,6.5,0.521,0.558,1.5,1.9,0.8,1.0,2.5,3.4,2.1,1.1,0.2,1.6,2.2,16.6,reevean01
Kyle Lowry,38.0,PHI,PG,35.0,12.0,659.0,2.2,6.4,0.35,1.6,4.8,0.33,0.7,1.6,0.414,0.474,1.5,1.8,0.818,0.6,3.1,3.7,5.2,1.8,0.6,1.1,3.4,7.5,lowryky01
Reed Sheppard,20.0,HOU,PG,52.0,3.0,654.0,4.6,13.2,0.351,2.6,7.8,0.338,2.0,5.3,0.371,0.452,0.7,0.9,0.813,0.9,3.4,4.3,4.1,1.9,0.9,2.0,2.9,12.6,sheppre01
Herbert Jones,26.0,NOP,SF,20.0,20.0,648.0,4.2,9.6,0.436,1.2,4.0,0.306,2.9,5.6,0.53,0.5,1.8,2.2,0.825,1.2,3.1,4.3,3.6,2.1,0.5,1.9,3.7,11.4,joneshe01
AJ Johnson,20.0,2TM,SG,29.0,11.0,639.0,4.6,12.0,0.385,1.4,5.1,0.267,3.3,6.9,0.472,0.441,1.8,2.1,0.865,0.5,2.9,3.3,4.3,0.7,0.2,2.0,2.8,12.4,johnsaj01
AJ Johnson,20.0,MIL,SG,7.0,0.0,44.0,6.5,15.5,0.421,2.5,4.1,0.6,4.1,11.5,0.357,0.5,0.8,1.6,0.5,0.0,5.7,5.7,5.7,0.8,0.0,3.3,0.0,16.4,johnsaj01
AJ Johnson,20.0,WAS,SG,22.0,11.0,595.0,4.5,11.7,0.381,1.3,5.1,0.247,3.2,6.6,0.486,0.436,1.9,2.1,0.886,0.5,2.7,3.1,4.2,0.7,0.2,1.9,3.0,12.1,johnsaj01
Maxi Kleber,33.0,DAL,PF,34.0,4.0,637.0,2.1,5.4,0.385,0.7,2.8,0.265,1.4,2.7,0.511,0.453,0.9,1.2,0.762,1.4,4.0,5.4,2.4,0.5,1.0,1.3,3.7,5.8,klebima01
Delon Wright,32.0,2TM,PG,40.0,7.0,635.0,2.6,7.4,0.344,1.1,4.1,0.274,1.4,3.3,0.431,0.42,0.9,1.4,0.6,1.5,2.2,3.7,4.4,2.0,0.7,1.2,1.4,7.1,wrighde01
Delon Wright,32.0,MIL,PG,26.0,2.0,405.0,2.0,7.3,0.268,1.1,4.4,0.245,0.9,2.9,0.303,0.341,0.8,1.4,0.563,1.3,2.8,4.1,4.3,2.0,0.8,1.2,1.5,5.8,wrighde01
Delon Wright,32.0,NYK,PG,14.0,5.0,230.0,3.6,7.7,0.469,1.3,3.8,0.333,2.3,3.9,0.6,0.551,0.9,1.4,0.667,1.9,1.3,3.1,4.5,1.9,0.5,1.3,1.3,9.4,wrighde01
Jericho Sims,26.0,2TM,C,53.0,5.0,632.0,2.6,4.0,0.634,0.0,0.0,,2.6,4.0,0.634,0.634,0.5,0.7,0.615,4.0,7.2,11.2,1.9,0.6,1.1,1.9,3.7,5.6,simsje01
Jericho Sims,26.0,NYK,C,39.0,5.0,422.0,2.4,3.9,0.609,0.0,0.0,,2.4,3.9,0.609,0.609,0.7,1.1,0.615,4.4,6.7,11.0,1.9,0.7,0.9,1.8,3.9,5.5,simsje01
Jericho Sims,26.0,MIL,C,14.0,0.0,210.0,2.9,4.3,0.68,0.0,0.0,,2.9,4.3,0.68,0.68,0.0,0.0,,3.4,8.2,11.7,1.9,0.3,1.5,2.1,3.3,5.8,simsje01
Josh Okogie,26.0,2TM,SG,40.0,7.0,625.0,5.4,12.2,0.443,1.8,5.3,0.348,3.6,6.9,0.517,0.519,3.6,4.9,0.741,2.6,3.9,6.5,1.9,2.8,1.0,1.8,2.7,16.3,okogijo01
Josh Okogie,26.0,PHO,SG,25.0,1.0,351.0,5.7,11.7,0.491,1.6,4.3,0.381,4.1,7.4,0.556,0.561,2.3,3.3,0.688,3.3,4.1,7.4,1.4,2.2,1.0,1.6,2.9,15.4,okogijo01
Josh Okogie,26.0,CHO,SG,15.0,6.0,274.0,5.0,12.9,0.388,2.1,6.6,0.32,2.9,6.3,0.458,0.469,5.4,7.0,0.774,1.7,3.7,5.4,2.5,3.5,1.1,2.0,2.5,17.5,okogijo01
Jeff Dowtin,27.0,PHI,PG,41.0,3.0,621.0,6.5,13.3,0.487,1.6,4.1,0.4,4.9,9.3,0.525,0.548,1.9,2.6,0.733,0.7,2.8,3.5,4.5,1.4,0.7,0.9,1.7,16.5,dowtije01
Daniel Theis,32.0,NOP,C,38.0,9.0,621.0,3.5,7.5,0.473,0.5,2.1,0.243,3.0,5.3,0.565,0.508,1.8,2.1,0.838,2.6,7.0,9.5,3.5,1.0,1.2,1.4,4.1,9.4,theisda01
