TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,4,2,2,0.5,11.283333333333333,19.1,60.6,0.316,12.8,25.5,0.5,22.3,25.5,0.875,9.6,22.3,31.9,0.0,3.2,6.4,6.4,0.0,16.0,19.1,73.4,-25.5,9,8,3,7,13,15,5,15,2,6,1,9,9,5,6,7,8,16,2,7,1,1,2,11,11,13
1610612738,Boston Celtics,11,5,6,0.455,39.526666666666664,25.5,60.1,0.424,10.0,33.7,0.297,18.2,23.7,0.769,11.8,19.1,31.0,16.4,10.0,1.8,5.5,5.5,22.8,20.0,79.2,-1.8,2,3,16,9,1,10,6,9,7,3,9,10,10,12,5,11,10,8,8,15,5,12,11,9,10,9
1610612751,Brooklyn Nets,1,0,1,0.0,5.1,14.1,56.5,0.25,0.0,14.1,0.0,7.1,14.1,0.5,7.1,14.1,21.2,7.1,14.1,7.1,0.0,7.1,21.2,7.1,35.3,-70.6,15,13,1,13,15,16,13,16,15,16,15,16,13,16,11,14,13,15,13,6,12,14,9,14,16,16
1610612739,Cleveland Cavaliers,1,0,1,0.0,4.283333333333333,33.6,58.8,0.571,0.0,16.8,0.0,16.8,16.8,1.0,8.4,8.4,16.8,16.8,0.0,16.8,0.0,0.0,16.8,8.4,84.0,-16.8,15,13,1,13,16,1,10,1,15,15,15,12,12,1,8,16,15,6,1,1,12,1,6,13,8,11
1610612743,Denver Nuggets,12,8,4,0.667,35.931666666666665,28.1,59.1,0.475,5.0,19.0,0.263,29.1,37.1,0.784,9.0,25.0,34.1,19.0,9.0,6.0,4.0,3.0,18.0,25.0,90.2,15.0,1,1,13,1,3,5,8,4,14,13,11,5,6,11,7,5,5,4,6,8,8,9,7,2,7,5
1610612744,Golden State Warriors,6,2,4,0.333,25.376666666666665,25.5,63.8,0.4,11.3,36.9,0.308,7.1,7.1,1.0,5.7,19.9,25.5,17.0,12.8,7.1,5.7,1.4,24.1,4.3,69.5,-21.3,5,8,13,10,5,9,3,10,5,2,8,15,16,1,13,9,11,5,12,5,2,4,13,16,13,12
1610612746,LA Clippers,3,1,2,0.333,8.978333333333333,24.1,68.2,0.353,12.0,44.1,0.273,40.1,40.1,1.0,12.0,32.1,44.1,20.0,24.1,4.0,4.0,0.0,36.1,24.1,100.2,4.0,12,11,3,10,14,11,1,14,3,1,10,1,4,1,4,1,1,3,16,13,7,1,16,4,3,8
1610612747,Los Angeles Lakers,7,4,3,0.571,31.211666666666666,20.8,53.1,0.391,5.8,25.4,0.227,23.1,27.7,0.833,8.1,27.7,35.8,8.1,11.5,5.8,3.5,3.5,16.1,19.6,70.4,4.6,4,4,11,6,4,12,15,11,11,7,14,8,8,8,9,2,4,12,10,10,9,10,4,10,12,7
1610612763,Memphis Grizzlies,2,0,2,0.0,12.783333333333333,19.7,50.7,0.389,5.6,22.5,0.25,8.4,11.3,0.75,2.8,19.7,22.5,14.1,11.3,5.6,5.6,2.8,22.5,5.6,53.5,-39.4,13,13,3,13,11,14,16,12,12,9,12,14,15,13,14,10,12,10,9,11,3,7,10,15,15,14
1610612748,Miami Heat,11,7,4,0.636,38.60666666666667,26.1,57.8,0.452,5.6,24.2,0.231,35.4,41.0,0.864,7.5,26.1,33.6,9.3,6.5,9.3,4.7,1.9,23.3,24.2,93.2,15.9,2,2,13,3,2,8,11,8,13,8,13,3,2,6,10,3,6,11,5,2,6,5,12,3,6,4
1610612749,Milwaukee Bucks,2,0,2,0.0,12.451666666666666,20.2,54.9,0.368,5.8,17.3,0.333,23.1,37.6,0.615,5.8,26.0,31.8,14.5,17.3,5.8,2.9,2.9,26.0,23.1,69.4,-52.0,13,13,3,13,12,13,14,13,10,14,6,7,5,15,12,4,9,9,15,9,11,8,15,5,14,15
1610612750,Minnesota Timberwolves,4,1,3,0.25,12.913333333333334,33.5,61.3,0.545,16.7,33.5,0.5,11.2,13.9,0.8,2.8,13.9,16.7,22.3,5.6,2.8,5.6,5.6,25.1,16.7,94.8,-11.2,9,11,11,12,10,2,4,2,1,4,1,13,14,10,15,15,16,2,3,14,4,13,14,12,5,10
1610612752,New York Knicks,5,3,2,0.6,15.245,28.3,59.0,0.48,11.8,28.3,0.417,35.4,40.1,0.882,18.9,18.9,37.8,7.1,14.2,0.0,0.0,2.4,16.5,21.3,103.9,30.7,7,6,3,4,9,4,9,3,4,5,4,4,3,4,1,12,2,14,14,16,12,6,5,7,1,1
