season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,1626246,Boban Marjanović,Boban,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,24.65,2,6,0,10,4,6,8,28,2,0,0,1,41.6,1,1,1,1,12143,6382,579,10121,2613,6158,12741,16729,16523,862,1,1,12643,2417,1,24:39,2018,2019
2018-19,101161,Amir Johnson,Amir,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,24.4,3,5,0,6,9,7,16,38,2,0,3,3,33.3,1,1,1,1,12373,4288,1161,10121,6409,15552,15149,24395,22686,862,1,17131,4876,5060,1,24:24,2018,2019
2018-19,1629312,Haywood Highsmith,Haywood,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,14.866666666666667,0,0,0,2,8,9,10,34,0,0,0,1,5.2,1,1,1,1,20049,12104,10185,10121,13916,13728,18799,19632,20591,8286,1,1,12643,22741,1,14:52,2018,2019
2018-19,203118,Mike Scott,Mike,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,21.933333333333334,0,0,0,2,0,2,8,20,1,1,1,0,19.9,1,1,1,1,14565,12104,10185,10121,13916,1,3276,16729,10187,2599,17177,4829,18923,12706,1,21:56,2018,2019
2018-19,202328,Greg Monroe,Greg,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,23.35,2,4,0,8,7,5,16,34,0,0,1,2,25.7,1,1,1,1,13315,6382,1807,10121,4159,11872,10917,24395,20591,8286,1,4829,7971,8908,1,23:21,2018,2019
2018-19,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,17.883333333333333,0,0,0,4,0,0,6,12,0,1,1,1,11.9,1,1,1,1,17879,12104,10185,10121,9626,1,1,13011,4785,8286,17177,4829,12643,18446,1,17:53,2018,2019
2018-19,204456,T.J. McConnell,T.J.,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,23.316666666666663,4,0,4,14,1,2,8,18,1,0,1,0,31.4,1,1,1,1,13346,2547,10185,2128,922,2359,3276,16729,8623,2599,1,4829,18923,5912,1,23:19,2018,2019
2018-19,1629015,Zhaire Smith,Zhaire,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,31.883333333333333,3,4,2,8,6,6,14,38,0,0,0,1,28.3,1,1,1,1,5598,4288,1807,5306,4159,9874,12741,23398,22686,8286,1,1,12643,7462,1,31:53,2018,2019
2018-19,203613,Jonathon Simmons,Jonathon,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,29.566666666666663,0,0,3,4,9,9,16,42,1,1,0,4,36.9,1,1,1,1,7669,12104,10185,3356,9626,15552,18799,24395,24191,2599,17177,1,2953,3712,1,29:34,2018,2019
2018-19,1629003,Shake Milton,Shake,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10T00:00:00,PHI vs. CHI,W,28.15,4,0,4,6,11,9,18,46,3,0,4,0,28.2,1,1,1,1,8966,2547,10185,2128,6409,18733,18799,25051,25132,286,1,21788,18923,7501,1,28:09,2018,2019
2018-19,1627732,Ben Simmons,Ben,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,21.05,0,4,4,14,9,4,7,26,0,2,3,1,24.3,1,13078,13078,13078,15306,12104,1807,2128,922,15552,7911,14996,14918,8286,23649,17131,12643,9737,1,21:03,2018,2019
2018-19,203613,Jonathon Simmons,Jonathon,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,26.383333333333333,4,0,5,6,9,8,7,30,0,1,1,4,35.4,1,13078,13078,13078,10563,2547,10185,1305,6409,15552,16918,14996,17943,8286,17177,4829,2953,4211,1,26:23,2018,2019
2018-19,101161,Amir Johnson,Amir,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,18.133333333333333,0,2,0,4,6,6,0,20,0,0,2,1,16.4,1,13078,13078,13078,17702,12104,5025,10121,9626,9874,12741,1,10187,8286,1,11136,12643,15170,1,18:08,2018,2019
2018-19,202710,Jimmy Butler III,Jimmy,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,15.966666666666669,0,0,0,2,6,0,5,16,0,0,1,2,4.7,1,13078,13078,13078,19298,12104,10185,10121,13916,9874,1,10952,7240,8286,1,4829,7971,22992,1,15:58,2018,2019
2018-19,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,7.516666666666667,2,0,2,2,0,0,3,6,0,0,2,0,5.0,1,13078,13078,13078,23412,6382,10185,5306,13916,1,1,7073,1995,8286,1,11136,18923,22857,1,7:31,2018,2019
2018-19,1628413,Jonah Bolden,Jonah,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,12.866666666666667,0,0,0,0,4,2,5,18,0,0,1,0,1.5,1,13078,13078,13078,21301,12104,10185,10121,19484,6158,3276,10952,8623,8286,1,4829,18923,24653,1,12:52,2018,2019
2018-19,204456,T.J. McConnell,T.J.,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,22.683333333333334,0,0,2,2,10,4,5,24,0,0,1,2,8.4,1,13078,13078,13078,13910,12104,10185,5306,13916,17225,7911,10952,13343,8286,1,4829,7971,20791,1,22:41,2018,2019
2018-19,1629312,Haywood Highsmith,Haywood,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,10.133333333333333,0,2,0,2,7,4,2,12,0,0,0,0,3.2,1,13078,13078,13078,22539,12104,5025,10121,13916,11872,7911,3835,4785,8286,1,1,18923,23751,1,10:08,2018,2019
2018-19,202699,Tobias Harris,Tobias,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,20.366666666666667,0,0,0,4,6,2,5,22,0,1,0,0,19.8,1,13078,13078,13078,15872,12104,10185,10121,9626,9874,3276,10952,11702,8286,17177,1,18923,12784,1,20:22,2018,2019
2018-19,1629003,Shake Milton,Shake,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,16.5,3,0,3,0,6,6,0,20,0,3,1,2,21.1,1,13078,13078,13078,18902,4288,10185,3356,19484,9874,12741,1,10187,8286,25486,4829,7971,11898,1,16:30,2018,2019
2018-19,1629015,Zhaire Smith,Zhaire,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,29.633333333333333,3,0,0,6,17,6,9,36,0,2,3,1,14.4,1,13078,13078,13078,7591,4288,10185,10121,6409,24383,12741,18290,21725,8286,23649,17131,12643,16617,1,29:38,2018,2019
2018-19,1626246,Boban Marjanović,Boban,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,19.716666666666665,4,6,0,10,9,2,12,18,0,1,1,1,26.0,1,13078,13078,13078,16405,2547,579,10121,2613,15552,3276,21788,8623,8286,17177,4829,12643,8730,1,19:43,2018,2019
2018-19,202328,Greg Monroe,Greg,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09T00:00:00,PHI @ MIA,L,19.05,0,4,2,12,6,6,0,22,0,0,3,4,26.0,1,13078,13078,13078,16957,12104,1807,5306,1550,9874,12741,1,11702,8286,1,17131,2953,8730,1,19:03,2018,2019
2018-19,203954,Joel Embiid,Joel,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,27.766666666666666,0,3,0,12,10,9,7,26,3,2,2,5,46.5,1,1,1,1,9301,12104,3193,10121,1550,17225,18799,14996,14918,286,23649,11136,1764,1542,1,27:46,2018,2019
2018-19,202699,Tobias Harris,Tobias,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,31.866666666666667,2,0,0,10,12,8,8,34,0,0,0,5,27.7,1,1,1,1,5618,6382,10185,10121,2613,20121,16918,16729,20591,8286,1,1,1764,7769,1,31:52,2018,2019
2018-19,1627732,Ben Simmons,Ben,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,26.25,4,4,2,12,10,9,7,26,1,1,0,4,32.8,1,1,1,1,10687,2547,1807,5306,1550,17225,18799,14996,14918,2599,17177,1,2953,5279,1,26:15,2018,2019
2018-19,202328,Greg Monroe,Greg,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,10.066666666666666,0,2,0,6,4,0,1,14,0,0,1,1,17.4,1,1,1,1,22559,12104,5025,10121,6409,6158,1,3594,5941,8286,1,4829,12643,14467,1,10:04,2018,2019
2018-19,1628413,Jonah Bolden,Jonah,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,24.716666666666665,2,0,2,2,4,2,7,28,1,0,5,0,20.6,1,1,1,1,12089,6382,10185,5306,13916,6158,3276,14996,16523,2599,1,24518,18923,12244,1,24:43,2018,2019
2018-19,1629015,Zhaire Smith,Zhaire,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,16.133333333333333,0,0,0,0,2,1,4,16,0,0,0,0,7.1,1,1,1,1,19163,12104,10185,10121,19484,2593,3053,8582,7240,8286,1,1,18923,21645,1,16:08,2018,2019
2018-19,204456,T.J. McConnell,T.J.,1610612755,PHI,Philadelphia 76ers,21801194,2019-04-06T00:00:00,PHI @ CHI,W,21.75,0,0,4,4,4,0,5,24,0,0,1,1,15.3,1,1,1,1,14712,12104,10185,2128,9626,6158,1,10952,13343,8286,1,4829,12643,16009,1,21:45,2018,2019
