SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2021-22,1610612765,DET,Detroit Pistons,0022101228,2022-04-10T00:00:00,DET @ PHI,L,50.0,16.7,19.8,12.5,47.9,28.1,8.3,19.8,85.4,0,0,0,1231,117,1119,349,1156,1172,2374,486,2152,2460,1
2021-22,1610612755,PHI,Philadelphia 76ers,0022101228,2022-04-10T00:00:00,PHI vs. DET,W,49.5,27.8,8.2,19.6,84.5,16.5,19.6,12.4,47.4,0,0,0,1,117,91,1978,317,1,1303,2084,1271,1223,1
2021-22,1610612737,ATL,Atlanta Hawks,0022101221,2022-04-10T00:00:00,ATL @ HOU,W,49.5,16.5,17.5,14.4,41.2,15.5,8.2,13.4,47.4,0,0,0,1,117,1156,545,845,1822,1147,467,1434,1223,1
2021-22,1610612759,SAS,San Antonio Spurs,0022101219,2022-04-10T00:00:00,SAS @ DAL,L,48.0,21.0,10.0,19.0,52.0,18.0,11.0,14.0,48.0,0,0,0,1231,117,535,1713,353,770,1529,886,1527,1288,1
2021-22,1610612739,CLE,Cleveland Cavaliers,0022101218,2022-04-10T00:00:00,CLE vs. MIL,W,46.2,16.3,14.4,26.0,61.5,12.5,9.6,10.6,46.2,0,0,0,1,117,1166,992,61,198,685,670,981,1093,1
2021-22,1610612751,BKN,Brooklyn Nets,0022101216,2022-04-10T00:00:00,BKN vs. IND,W,46.2,9.6,18.3,17.3,71.2,26.0,19.2,25.0,46.2,0,0,0,1,117,2118,477,515,20,2297,2060,2380,1093,1
2021-22,1610612744,GSW,Golden State Warriors,0022101225,2022-04-10T00:00:00,GSW @ NOP,W,50.5,13.7,16.8,8.4,42.1,24.2,20.0,27.4,48.4,0,0,0,1,117,1581,623,1800,1749,2206,2116,2422,1317,1
2021-22,1610612750,MIN,Minnesota Timberwolves,0022101224,2022-04-10T00:00:00,MIN vs. CHI,L,46.6,27.2,15.5,15.5,62.1,13.6,19.4,14.6,54.4,0,0,0,1231,117,111,816,712,182,857,2076,1621,1885,1
2021-22,1610612758,SAC,Sacramento Kings,0022101229,2022-04-10T00:00:00,SAC @ PHX,W,48.5,19.2,6.1,4.0,44.4,15.2,24.2,9.1,48.5,0,0,0,1,117,764,2235,2316,1510,1083,2372,749,1338,1
2021-22,1610612743,DEN,Denver Nuggets,0022101220,2022-04-10T00:00:00,DEN vs. LAL,L,46.1,18.3,7.0,18.3,47.0,13.9,13.9,18.3,45.2,0,0,0,1231,15,883,2155,426,1266,916,1382,2034,1004,1
