season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612755,PHI,Philadelphia 76ers,42100206,2022-05-12,PHI vs. MIA,L,48.0,36,87,0.414,12,37,0.324,6,7,0.857,6,29,35,21,13.0,8,6,6,16,12,90,-9.0,1,88,88,88,3,113,48,134,82,52,114,173,174,43,127,122,139,110,70,49,35,116,13,173,156,122,1,2021,2022,True,PHI,MIA,MAY
2021-22,1610612755,PHI,Philadelphia 76ers,42100205,2022-05-10,PHI @ MIA,L,48.0,31,85,0.365,9,32,0.281,14,15,0.933,10,26,36,14,16.0,8,2,4,19,13,85,-35.0,1,88,88,88,3,155,69,167,129,107,133,122,143,12,64,151,129,167,115,49,134,65,46,170,167,172,1,2021,2022,False,MIA,PHI,MAY
2021-22,1610612755,PHI,Philadelphia 76ers,42100204,2022-05-08,PHI vs. MIA,W,48.0,37,68,0.544,16,33,0.485,26,34,0.765,4,28,32,25,17.0,5,2,5,24,26,116,8.0,1,1,1,1,3,101,173,13,27,96,11,16,11,103,159,134,163,51,134,114,134,95,122,22,33,54,1,2021,2022,True,PHI,MIA,MAY
2021-22,1610612755,PHI,Philadelphia 76ers,42100203,2022-05-06,PHI vs. MIA,W,48.0,32,67,0.478,16,33,0.485,19,22,0.864,8,35,43,22,19.0,7,3,1,24,22,99,20.0,1,1,1,1,3,150,174,60,27,96,11,57,81,40,91,55,72,88,156,74,111,3,122,68,127,18,1,2021,2022,True,PHI,MIA,MAY
2021-22,1610612755,PHI,Philadelphia 76ers,42100202,2022-05-04,PHI @ MIA,L,48.0,38,84,0.452,8,30,0.267,19,22,0.864,5,29,34,17,10.0,10,4,3,25,22,103,-16.0,1,88,88,88,3,85,80,91,144,131,139,57,81,40,148,122,148,148,25,20,81,42,132,68,102,148,1,2021,2022,False,MIA,PHI,MAY
2021-22,1610612755,PHI,Philadelphia 76ers,42100201,2022-05-02,PHI @ MIA,L,48.0,34,79,0.43,6,34,0.176,18,20,0.9,9,28,37,18,15.0,4,6,2,17,18,92,-14.0,1,88,88,88,3,135,131,117,165,85,169,68,103,22,77,134,118,139,100,142,35,15,18,130,154,142,1,2021,2022,False,MIA,PHI,MAY
2021-22,1610612755,PHI,Philadelphia 76ers,42100136,2022-04-28,PHI @ TOR,W,48.0,47,81,0.58,16,40,0.4,22,23,0.957,10,37,47,32,11.0,4,4,1,22,22,132,35.0,1,1,1,1,3,3,115,4,27,32,50,36,70,6,64,30,42,9,39,142,81,3,93,68,3,2,1,2021,2022,False,TOR,PHI,APR
2021-22,1610612755,PHI,Philadelphia 76ers,42100135,2022-04-25,PHI vs. TOR,L,48.0,31,81,0.383,10,37,0.27,16,20,0.8,8,29,37,21,16.0,7,1,6,17,20,88,-15.0,1,88,88,88,3,155,115,158,116,52,138,98,103,74,91,122,118,110,115,74,161,116,18,100,160,144,1,2021,2022,True,PHI,TOR,APR
2021-22,1610612755,PHI,Philadelphia 76ers,42100134,2022-04-23,PHI @ TOR,L,48.0,34,80,0.425,13,31,0.419,21,25,0.84,6,35,41,24,16.0,4,5,6,26,20,102,-8.0,1,88,88,88,3,135,121,122,67,122,38,42,51,53,127,55,88,66,115,142,60,116,144,100,111,116,1,2021,2022,False,TOR,PHI,APR
2021-22,1610612755,PHI,Philadelphia 76ers,42100133,2022-04-20,PHI @ TOR,W,53.0,38,74,0.514,13,31,0.419,15,20,0.75,9,37,46,18,24.0,5,3,4,21,21,104,3.0,1,1,1,1,1,85,161,22,67,122,38,112,103,115,77,30,50,139,173,114,111,65,75,83,98,75,1,2021,2022,False,TOR,PHI,APR
2021-22,1610612755,PHI,Philadelphia 76ers,42100132,2022-04-18,PHI vs. TOR,W,48.0,36,69,0.522,14,30,0.467,26,30,0.867,7,34,41,20,16.0,5,12,4,18,24,112,15.0,1,1,1,1,3,113,171,20,51,131,21,16,30,34,108,66,88,123,115,114,2,65,30,44,52,28,1,2021,2022,True,PHI,TOR,APR
2021-22,1610612755,PHI,Philadelphia 76ers,42100131,2022-04-16,PHI vs. TOR,W,48.0,43,84,0.512,16,32,0.5,29,34,0.853,10,29,39,29,4.0,6,4,8,18,26,131,20.0,1,1,1,1,3,20,80,27,27,107,6,7,11,48,64,122,102,16,2,96,81,156,30,22,4,18,1,2021,2022,True,PHI,TOR,APR
