player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Ochai Agbaji,TOR,30,Guard,77.0,215.0,Kansas,USA,https://www.nba.com/player/1630534/ochai-agbaji,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,14.0,Drafted,agbajoc01
Scottie Barnes,TOR,4,Forward-Guard,79.0,237.0,Florida State,USA,https://www.nba.com/player/1630567/scottie-barnes,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2021.0,1.0,4.0,Drafted,barnesc01
RJ Barrett,TOR,9,Forward-Guard,78.0,214.0,Duke,Canada,https://www.nba.com/player/1629628/rj-barrett,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,2019.0,1.0,3.0,Drafted,barrerj01
Jamison Battle,TOR,77,Forward,79.0,220.0,Ohio State,USA,https://www.nba.com/player/1642419/jamison-battle,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,battlja01
Chris Boucher,TOR,25,Forward,81.0,200.0,Oregon,Saint Lucia,https://www.nba.com/player/1628449/chris-boucher,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,7.0,False,0.0,0.0,0.0,UDF,bouchch01
Colin Castleton,TOR,11,Center,82.0,250.0,Florida,USA,https://www.nba.com/player/1630658/colin-castleton,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,0.0,0.0,0.0,UDF,castlco01
Ulrich Chomche,TOR,22,Center,83.0,235.0,NBA Global Academy,Cameroon,https://www.nba.com/player/1642279/ulrich-chomche,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,2.0,57.0,Drafted,chomcul01
Gradey Dick,TOR,1,Guard-Forward,78.0,200.0,Kansas,USA,https://www.nba.com/player/1641711/gradey-dick,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1641711.png,1980-01-01,1.0,False,2023.0,1.0,13.0,Drafted,dickgr010
Brandon Ingram,TOR,3,Forward,80.0,190.0,Duke,USA,https://www.nba.com/player/1627742/brandon-ingram,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,8.0,False,2016.0,1.0,2.0,Drafted,ingrabr01
A.J. Lawson,TOR,0,Guard,78.0,179.0,South Carolina,Canada,https://www.nba.com/player/1630639/aj-lawson,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,0.0,0.0,0.0,UDF,lawsoa.01
Jonathan Mogbo,TOR,2,Forward,81.0,225.0,San Francisco,USA,https://www.nba.com/player/1642367/jonathan-mogbo,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,2.0,31.0,Drafted,mogbojo01
Jakob Poeltl,TOR,19,Center,84.0,260.0,Utah,Austria,https://www.nba.com/player/1627751/jakob-poeltl,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png,1980-01-01,8.0,False,2016.0,1.0,9.0,Drafted,poeltja01
Immanuel Quickley,TOR,5,Guard,74.0,190.0,Kentucky,USA,https://www.nba.com/player/1630193/immanuel-quickley,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630193.png,1980-01-01,4.0,False,2020.0,1.0,25.0,Drafted,quickim01
Jared Rhoden,TOR,8,Guard,77.0,210.0,Seton Hall,USA,https://www.nba.com/player/1631197/jared-rhoden,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631197.png,1980-01-01,2.0,False,0.0,0.0,0.0,UDF,rhodeja01
Jamal Shead,TOR,23,Guard,73.0,200.0,Houston,USA,https://www.nba.com/player/1642347/jamal-shead,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,2.0,45.0,Drafted,sheadja01
Garrett Temple,TOR,17,Guard-Forward,77.0,195.0,Louisiana State,USA,https://www.nba.com/player/202066/garrett-temple,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,14.0,False,0.0,0.0,0.0,UDF,templga01
Ja'Kobe Walter,TOR,14,Guard,77.0,180.0,Baylor,USA,https://www.nba.com/player/1642266/jakobe-walter,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,19.0,Drafted,walteja01
