close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1626167,Myles Turner,1610612754,IND,C-F,27.0,62,62,1.0,8.48,17.08,0.497,0.505,-0.008
1627741,Buddy Hield,1610612754,IND,G,30.0,80,80,1.0,6.84,14.39,0.475,0.471,0.004
1629614,Andrew Nembhard,1610612754,IND,G-F,23.0,75,75,1.0,5.4,11.4,0.474,0.467,0.007
1631097,Bennedict Mathurin,1610612754,IND,G-F,21.0,78,78,1.0,5.01,10.33,0.485,0.471,0.014
1630174,Aaron Nesmith,1610612754,IND,G-F,23.0,73,73,1.0,5.4,10.32,0.523,0.48,0.043
1630169,Tyrese Haliburton,1610612754,IND,G,23.0,56,56,1.0,5.0,10.11,0.495,0.466,0.029
1630543,Isaiah Jackson,1610612754,IND,F,21.0,63,63,1.0,4.51,9.44,0.477,0.491,-0.014
1630188,Jalen Smith,1610612754,IND,F-C,23.0,67,67,1.0,4.48,9.3,0.482,0.491,-0.009
1630537,Chris Duarte,1610612754,IND,G,26.0,46,46,1.0,4.28,9.17,0.467,0.464,0.003
1629670,Jordan Nwora,1610612754,IND,F,24.0,59,59,1.0,3.92,7.36,0.532,0.463,0.07
1628464,Daniel Theis,1610612754,IND,F-C,31.0,7,7,1.0,4.0,7.14,0.56,0.507,0.053
201588,George Hill,1610612754,IND,G,37.0,46,46,1.0,2.89,6.93,0.417,0.456,-0.039
1628221,Gabe York,1610612754,IND,G,29.0,3,3,1.0,3.67,6.67,0.55,0.446,0.104
204456,T.J. McConnell,1610612754,IND,G,31.0,75,75,1.0,2.99,6.61,0.452,0.468,-0.016
1629052,Oshae Brissett,1610612754,IND,F-G,25.0,64,64,1.0,2.8,5.64,0.496,0.47,0.026
1631112,Kendall Brown,1610612754,IND,G,20.0,4,4,1.0,2.25,5.0,0.45,0.453,-0.003
201949,James Johnson,1610612754,IND,F,36.0,16,16,1.0,2.13,3.63,0.586,0.463,0.124
1630243,Trevelin Queen,1610612754,IND,G,26.0,6,6,1.0,1.17,3.0,0.389,0.472,-0.083
