group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,26.0,4,3,1,0.75,2.1,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.5,0.0,0.3,0.0,0.0,2.1,36,19,23,27,73,21,26,9,15,59,1,110,81,20,123,1,63,54,PHX
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,25.0,4,2,2,0.5,2.1,0.0,0.0,0.0,0.0,0.5,1.3,0.8,1.0,0.0,0.0,0.5,0.0,0.0,36,35,69,52,72,21,26,9,47,59,106,117,94,20,1,97,63,106,PHX
Players,1627846,Abdel Nader,Abdel,1610612756,PHX,27.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,54,1,1,125,21,26,9,47,1,1,1,107,20,1,1,63,106,PHX
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,22.0,8,4,4,0.5,2.6,0.0,0.3,0.0,0.5,1.4,0.9,0.9,2.0,0.1,0.3,0.1,0.0,1.8,11,11,114,52,59,21,24,9,35,113,88,121,46,13,123,58,63,67,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,24.0,8,4,4,0.5,2.6,0.0,0.0,0.0,0.8,1.1,0.8,0.9,1.8,0.1,0.0,0.8,0.4,1.8,11,11,114,52,60,21,26,9,26,109,81,121,74,13,1,116,34,66,PHX
Players,203967,Dario Šarić,Dario,1610612756,PHX,27.0,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,97,54,1,1,121,21,26,9,47,1,90,1,107,20,1,117,63,78,PHX
Players,101108,Chris Paul,Chris,1610612756,PHX,36.0,5,2,3,0.4,2.5,0.4,0.0,0.0,0.8,1.8,0.8,1.0,2.0,0.0,0.2,0.4,1.0,1.6,30,35,98,73,62,13,26,9,24,128,84,124,46,20,122,91,7,69,PHX
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,24.0,8,4,4,0.5,1.9,0.0,0.0,0.0,0.3,1.1,0.6,0.5,1.5,0.1,0.0,0.5,0.0,1.5,11,11,114,52,75,21,26,9,44,109,75,110,81,13,1,97,63,73,PHX
Players,203109,Jae Crowder,Jae,1610612756,PHX,30.0,8,4,4,0.5,2.7,0.1,0.0,0.0,0.0,1.4,0.9,0.9,2.0,0.1,0.0,0.3,0.1,1.7,11,11,114,52,57,20,26,9,47,113,88,121,46,13,1,73,56,68,PHX
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,30.0,3,3,0,1.0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,53,19,1,1,119,21,26,9,47,77,1,1,100,20,1,81,63,106,PHX
