close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203500,Steven Adams,1610612760,OKC,C,24.0,75,75,0.397,4.01,6.88,0.583,0.617,-0.033
202331,Paul George,1610612760,OKC,F,28.0,78,78,0.391,3.33,5.08,0.657,0.614,0.043
2546,Carmelo Anthony,1610612760,OKC,F,34.0,76,76,0.341,2.68,4.11,0.654,0.618,0.035
201566,Russell Westbrook,1610612760,OKC,G,29.0,78,75,0.384,2.44,3.91,0.623,0.608,0.015
203460,Andre Roberson,1610612760,OKC,G,26.0,37,35,0.373,2.16,3.78,0.571,0.599,-0.027
203924,Jerami Grant,1610612760,OKC,F,24.0,80,79,0.446,1.88,3.56,0.526,0.608,-0.082
201147,Corey Brewer,1610612760,OKC,G-F,32.0,18,18,0.263,1.56,2.83,0.549,0.62,-0.071
203962,Josh Huestis,1610612760,OKC,G,26.0,59,54,0.391,1.39,2.47,0.562,0.605,-0.043
202335,Patrick Patterson,1610612760,OKC,F,29.0,79,68,0.386,1.37,2.42,0.565,0.613,-0.048
101109,Raymond Felton,1610612760,OKC,G,34.0,80,74,0.374,1.2,2.1,0.571,0.584,-0.013
203518,Alex Abrines,1610612760,OKC,G,24.0,65,52,0.356,1.25,2.08,0.6,0.607,-0.007
1628390,Terrance Ferguson,1610612760,OKC,G,20.0,53,41,0.35,0.96,1.75,0.548,0.597,-0.048
201147,Corey Brewer,1610612760,OKC,F,32.0,52,40,0.324,1.02,1.63,0.624,0.603,0.021
1626177,Dakari Johnson,1610612760,OKC,C,22.0,23,14,0.407,0.96,1.43,0.667,0.626,0.041
2555,Nick Collison,1610612760,OKC,F-C,37.0,11,7,0.387,0.91,1.09,0.833,0.609,0.225
1628408,PJ Dozier,1610612760,OKC,G,21.0,2,2,0.667,0.5,1.0,0.5,0.63,-0.13
202713,Kyle Singler,1610612760,OKC,F,30.0,7,4,0.364,0.43,0.57,0.75,0.648,0.102
1627772,Daniel Hamilton,1610612760,OKC,G-F,22.0,6,1,0.111,0.17,0.17,1.0,0.543,0.457
