close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203500,Steven Adams,1610612760,OKC,C,24.0,75,75,0.756,6.53,13.11,0.498,0.524,-0.026
202331,Paul George,1610612760,OKC,F,28.0,78,78,0.627,4.46,8.15,0.547,0.517,0.03
2546,Carmelo Anthony,1610612760,OKC,F,34.0,76,76,0.635,4.09,7.64,0.535,0.52,0.016
201566,Russell Westbrook,1610612760,OKC,G,29.0,78,78,0.645,3.58,6.56,0.545,0.511,0.034
203460,Andre Roberson,1610612760,OKC,G,26.0,37,37,0.637,3.19,6.46,0.494,0.507,-0.013
203924,Jerami Grant,1610612760,OKC,F,24.0,80,80,0.707,2.71,5.65,0.48,0.516,-0.036
201147,Corey Brewer,1610612760,OKC,G-F,32.0,18,18,0.521,2.56,5.61,0.455,0.5,-0.044
202335,Patrick Patterson,1610612760,OKC,F,29.0,79,77,0.713,2.2,4.47,0.493,0.519,-0.026
203962,Josh Huestis,1610612760,OKC,G,26.0,59,57,0.673,1.93,4.25,0.454,0.507,-0.052
101109,Raymond Felton,1610612760,OKC,G,34.0,80,80,0.673,1.89,3.78,0.5,0.495,0.005
203518,Alex Abrines,1610612760,OKC,G,24.0,65,62,0.607,1.8,3.54,0.509,0.506,0.003
1628390,Terrance Ferguson,1610612760,OKC,G,20.0,53,50,0.658,1.6,3.3,0.486,0.496,-0.01
201147,Corey Brewer,1610612760,OKC,F,32.0,52,47,0.592,1.69,2.98,0.568,0.509,0.059
1626177,Dakari Johnson,1610612760,OKC,C,22.0,23,21,0.716,1.26,2.52,0.5,0.526,-0.026
2555,Nick Collison,1610612760,OKC,F-C,37.0,11,11,0.806,1.18,2.27,0.52,0.517,0.003
1628408,PJ Dozier,1610612760,OKC,G,21.0,2,2,1.0,0.5,1.5,0.333,0.513,-0.18
202713,Kyle Singler,1610612760,OKC,F,30.0,7,7,0.727,0.57,1.14,0.5,0.547,-0.047
1627772,Daniel Hamilton,1610612760,OKC,G-F,22.0,6,4,0.444,0.33,0.67,0.5,0.421,0.079
