group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,201145,Jeff Green,Jeff,1610612743,DEN,35.0,21,12,9,0.571,3.3,115.2,112.3,112.3,117.0,118.5,118.5,-1.8,-6.2,-6.2,0.044,0.0,12.5,0.058,0.03,0.044,0.0,0.0,0.5,0.623,0.087,0.089,94.2,94.8,79.0,94.8,0.048,138,5,11,0.2,0.5,0.455,164,113,298,155,132,160,151,151,325,384,384,244,279,279,267,233,201,127,375,353,1,1,177,141,360,364,380,422,422,291,175,194,252,287,167,DEN
Players,1630267,Facundo Campazzo,Facundo,1610612743,DEN,31.0,9,4,5,0.444,2.8,80.2,77.1,77.1,147.3,142.3,142.3,-67.1,-65.2,-65.2,0.231,0.0,37.5,0.0,0.167,0.058,0.0,0.0,0.0,0.315,0.083,0.088,92.92,96.39,80.32,96.39,0.031,48,0,3,0.0,0.3,0.0,279,275,211,290,227,418,410,410,454,464,464,453,459,459,77,233,25,290,113,292,1,1,364,352,365,369,412,391,391,327,364,311,364,352,364,DEN
Players,203210,JaMychal Green,JaMychal,1610612743,DEN,32.0,7,5,2,0.714,0.9,102.2,78.6,78.6,99.5,100.0,100.0,2.8,-21.4,-21.4,0.0,0.0,0.0,0.0,0.25,0.167,0.0,0.0,1.0,1.0,0.143,0.186,103.71,116.39,96.99,116.39,0.216,14,2,2,0.3,0.3,1.0,305,247,100,62,439,307,408,408,118,150,150,207,370,371,307,233,307,290,37,40,1,1,9,15,239,176,134,75,75,30,256,335,219,375,1,DEN
Players,1630192,Zeke Nnaji,Zeke,1610612743,DEN,21.0,6,2,4,0.333,3.8,66.1,66.0,66.0,120.5,110.2,110.2,-54.5,-44.2,-44.2,0.0,0.0,0.0,0.0,0.105,0.042,25.0,25.0,0.0,0.0,0.075,0.079,97.82,102.38,85.32,102.38,-0.09,47,0,3,0.0,0.5,0.0,326,339,177,378,66,448,441,441,363,293,293,442,434,434,307,233,307,290,234,362,463,463,364,382,384,386,282,232,232,460,364,311,364,291,364,DEN
Players,203932,Aaron Gordon,Aaron,1610612743,DEN,26.0,32,20,12,0.625,4.0,117.3,115.0,115.0,105.2,104.0,104.0,12.1,11.0,11.0,0.074,3.0,15.0,0.062,0.127,0.094,5.0,5.1,0.64,0.696,0.116,0.12,93.63,95.14,79.28,95.14,0.099,253,14,25,0.4,0.8,0.56,51,26,365,98,47,136,117,117,181,223,223,138,134,134,227,47,164,115,197,176,256,258,95,93,301,312,396,415,415,178,81,111,145,194,95,DEN
Players,1630538,Bones Hyland,Bones,1610612743,DEN,21.0,7,4,3,0.571,3.2,111.8,108.7,108.7,114.9,109.5,109.5,-3.1,-0.8,-0.8,0.188,0.0,23.1,0.0,0.048,0.023,0.0,0.0,0.5,0.536,0.189,0.187,91.01,94.49,78.74,94.49,0.041,46,3,8,0.4,1.1,0.375,305,275,139,155,149,201,193,193,294,285,285,259,235,235,96,233,80,290,360,398,1,1,177,213,148,172,429,428,428,313,228,227,147,107,241,DEN
Players,1628408,PJ Dozier,PJ,1610612743,DEN,25.0,4,2,2,0.5,2.7,106.9,104.5,104.5,116.6,112.5,112.5,-9.7,-8.0,-8.0,0.143,1.0,33.3,0.0,0.2,0.091,33.3,33.3,0.0,0.0,0.083,0.089,100.31,103.27,86.06,103.27,-0.029,22,0,1,0.0,0.3,0.0,369,339,100,206,239,262,244,244,317,320,320,301,291,291,136,149,33,290,67,179,476,477,364,382,365,366,210,214,214,436,364,364,364,386,364,DEN
Players,1628420,Monté Morris,Monté,1610612743,DEN,27.0,35,21,14,0.6,3.6,117.6,114.8,114.8,103.1,102.0,102.0,14.5,12.9,12.9,0.237,3.6,27.7,0.017,0.086,0.053,7.7,7.7,0.581,0.645,0.16,0.167,94.11,95.76,79.8,95.76,0.134,256,19,37,0.5,1.1,0.514,27,17,401,125,80,133,119,119,162,196,196,118,120,120,74,33,54,262,286,311,318,322,131,121,211,214,385,404,404,108,45,72,99,118,114,DEN
Players,1627854,Bryn Forbes,Bryn,1610612743,DEN,28.0,13,5,8,0.385,2.2,94.8,92.9,92.9,119.1,101.5,101.5,-24.3,-8.7,-8.7,0.0,0.0,0.0,0.0,0.111,0.048,11.8,11.9,0.692,0.745,0.207,0.222,104.38,113.68,94.73,113.68,0.174,70,7,13,0.5,1.0,0.538,235,247,282,349,309,368,362,362,355,190,190,380,301,301,307,233,307,290,219,334,392,393,78,76,119,117,125,93,93,57,146,169,101,126,103,DEN
Players,1629008,Michael Porter Jr.,Michael,1610612743,DEN,24.0,3,2,1,0.667,3.6,105.9,100.0,100.0,52.9,52.9,52.9,53.0,47.1,47.1,0.111,0.0,25.0,0.0,0.333,0.2,0.0,0.0,0.0,0.0,0.136,0.151,80.6,83.12,69.27,83.12,0.07,20,0,3,0.0,1.0,0.0,383,339,38,74,91,273,279,279,33,34,34,40,38,38,165,233,59,290,17,17,1,1,364,382,248,241,476,478,478,242,364,311,364,126,364,DEN
