game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21700001,2017-10-17,BOS,CLE,1,102,99.0
21700021,2017-10-20,CLE,MIL,2,116,97.0
21700028,2017-10-21,ORL,CLE,3,93,114.0
21700049,2017-10-24,CHI,CLE,4,119,112.0
21700058,2017-10-25,CLE,BKN,5,107,112.0
21700077,2017-10-28,CLE,NOP,6,101,123.0
21700090,2017-10-29,NYK,CLE,7,95,114.0
21700106,2017-11-01,IND,CLE,8,107,124.0
21700122,2017-11-03,CLE,WAS,9,130,122.0
21700136,2017-11-05,ATL,CLE,10,115,117.0
21700149,2017-11-07,MIL,CLE,11,124,119.0
21700166,2017-11-09,CLE,HOU,12,113,117.0
21700181,2017-11-11,CLE,DAL,13,111,104.0
21700193,2017-11-13,CLE,NYK,14,104,101.0
21700207,2017-11-15,CLE,CHA,15,115,107.0
21700220,2017-11-17,LAC,CLE,16,118,113.0
21700242,2017-11-20,CLE,DET,17,116,88.0
21700254,2017-11-22,BKN,CLE,18,119,109.0
21700270,2017-11-24,CHA,CLE,19,100,99.0
21700291,2017-11-27,CLE,PHI,20,113,91.0
21700298,2017-11-28,MIA,CLE,21,108,97.0
21700313,2017-11-30,CLE,ATL,22,121,114.0
21700329,2017-12-02,MEM,CLE,23,116,111.0
21700344,2017-12-04,CLE,CHI,24,113,91.0
21700353,2017-12-06,SAC,CLE,25,101,95.0
21700369,2017-12-08,CLE,IND,26,102,106.0
21700379,2017-12-09,PHI,CLE,27,105,98.0
21700397,2017-12-12,ATL,CLE,28,123,114.0
21700415,2017-12-14,LAL,CLE,29,121,112.0
21700430,2017-12-16,UTA,CLE,30,109,100.0
21700440,2017-12-17,CLE,WAS,31,106,99.0
21700453,2017-12-19,CLE,MIL,32,116,119.0
21700466,2017-12-21,CHI,CLE,33,115,112.0
21700494,2017-12-25,CLE,GSW,34,92,99.0
21700513,2017-12-27,CLE,SAC,35,95,109.0
21700534,2017-12-30,CLE,UTA,36,101,104.0
21700549,2018-01-02,POR,CLE,37,127,110.0
21700559,2018-01-03,CLE,BOS,38,88,102.0
21700582,2018-01-06,CLE,ORL,39,131,127.0
21700594,2018-01-08,CLE,MIN,40,99,127.0
21700615,2018-01-11,CLE,TOR,41,99,133.0
21700619,2018-01-12,CLE,IND,42,95,97.0
21700646,2018-01-15,GSW,CLE,43,108,118.0
21700664,2018-01-18,ORL,CLE,44,104,103.0
21700674,2018-01-20,OKC,CLE,45,124,148.0
21700698,2018-01-23,CLE,SAS,46,102,114.0
21700715,2018-01-26,IND,CLE,47,115,108.0
21700734,2018-01-28,DET,CLE,48,121,104.0
21700747,2018-01-30,CLE,DET,49,114,125.0
21700757,2018-01-31,MIA,CLE,50,91,89.0
21700779,2018-02-03,HOU,CLE,51,88,120.0
21700797,2018-02-06,CLE,ORL,52,98,116.0
21700807,2018-02-07,MIN,CLE,53,140,138.0
21700819,2018-02-09,CLE,ATL,54,123,107.0
21700835,2018-02-11,CLE,BOS,55,121,99.0
21700850,2018-02-13,CLE,OKC,56,120,112.0
21700869,2018-02-22,WAS,CLE,57,103,110.0
21700878,2018-02-23,CLE,MEM,58,112,89.0
21700894,2018-02-25,SAS,CLE,59,94,110.0
21700908,2018-02-27,BKN,CLE,60,129,123.0
21700923,2018-03-01,PHI,CLE,61,97,108.0
21700937,2018-03-03,DEN,CLE,62,117,126.0
21700950,2018-03-05,DET,CLE,63,112,90.0
21700970,2018-03-07,CLE,DEN,64,113,108.0
21700986,2018-03-09,CLE,LAC,65,102,116.0
21701000,2018-03-11,CLE,LAL,66,113,127.0
21701014,2018-03-13,CLE,PHX,67,129,107.0
21701028,2018-03-15,CLE,POR,68,105,113.0
21701039,2018-03-17,CLE,CHI,69,114,109.0
21701050,2018-03-19,MIL,CLE,70,124,117.0
21701065,2018-03-21,TOR,CLE,71,132,129.0
21701080,2018-03-23,PHX,CLE,72,120,95.0
21701094,2018-03-25,CLE,BKN,73,121,114.0
21701110,2018-03-27,CLE,MIA,74,79,98.0
21701116,2018-03-28,CLE,CHA,75,118,105.0
21701131,2018-03-30,NOP,CLE,76,107,102.0
21701149,2018-04-01,DAL,CLE,77,98,87.0
21701156,2018-04-03,TOR,CLE,78,112,106.0
21701176,2018-04-05,WAS,CLE,79,119,115.0
21701183,2018-04-06,CLE,PHI,80,130,132.0
21701207,2018-04-09,CLE,NYK,81,123,109.0
21701220,2018-04-11,NYK,CLE,82,98,110.0
