season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2021-22,1610612744,22100002,2021-10-19,GSW,LAL,LAL,1610612747,1,121,114,W,7
2021-22,1610612744,22100016,2021-10-21,LAC,GSW,LAC,1610612746,2,115,113,W,2
2021-22,1610612744,22100039,2021-10-24,GSW,SAC,SAC,1610612758,3,119,107,W,12
2021-22,1610612744,22100051,2021-10-26,GSW,OKC,OKC,1610612760,4,106,98,W,8
2021-22,1610612744,22100070,2021-10-28,MEM,GSW,MEM,1610612763,5,101,104,L,-3
2021-22,1610612744,22100086,2021-10-30,OKC,GSW,OKC,1610612760,6,103,82,W,21
2021-22,1610612744,22100117,2021-11-03,CHA,GSW,CHA,1610612766,7,114,92,W,22
2021-22,1610612744,22100130,2021-11-05,NOP,GSW,NOP,1610612740,8,126,85,W,41
2021-22,1610612744,22100145,2021-11-07,HOU,GSW,HOU,1610612745,9,120,107,W,13
2021-22,1610612744,22100152,2021-11-08,ATL,GSW,ATL,1610612737,10,127,113,W,14
2021-22,1610612744,22100169,2021-11-10,MIN,GSW,MIN,1610612750,11,123,110,W,13
2021-22,1610612744,22100183,2021-11-12,CHI,GSW,CHI,1610612741,12,119,93,W,26
2021-22,1610612744,22100194,2021-11-14,GSW,CHA,CHA,1610612766,13,102,106,L,-4
2021-22,1610612744,22100210,2021-11-16,GSW,BKN,BKN,1610612751,14,117,99,W,18
2021-22,1610612744,22100224,2021-11-18,GSW,CLE,CLE,1610612739,15,104,89,W,15
2021-22,1610612744,22100231,2021-11-19,GSW,DET,DET,1610612765,16,105,102,W,3
2021-22,1610612744,22100252,2021-11-21,TOR,GSW,TOR,1610612761,17,119,104,W,15
2021-22,1610612744,22100278,2021-11-24,PHI,GSW,PHI,1610612755,18,116,96,W,20
2021-22,1610612744,22100290,2021-11-26,POR,GSW,POR,1610612757,19,118,103,W,15
2021-22,1610612744,22100300,2021-11-28,GSW,LAC,LAC,1610612746,20,105,90,W,15
2021-22,1610612744,22100316,2021-11-30,GSW,PHX,PHX,1610612756,21,96,104,L,-8
2021-22,1610612744,22100340,2021-12-03,PHX,GSW,PHX,1610612756,22,118,96,W,22
2021-22,1610612744,22100346,2021-12-04,SAS,GSW,SAS,1610612759,23,107,112,L,-5
2021-22,1610612744,22100361,2021-12-06,ORL,GSW,ORL,1610612753,24,126,95,W,31
2021-22,1610612744,22100376,2021-12-08,POR,GSW,POR,1610612757,25,104,94,W,10
2021-22,1610612744,22100396,2021-12-11,GSW,PHI,PHI,1610612755,26,93,102,L,-9
2021-22,1610612744,22100405,2021-12-13,GSW,IND,IND,1610612754,27,102,100,W,2
2021-22,1610612744,22100414,2021-12-14,GSW,NYK,NYK,1610612752,28,105,96,W,9
2021-22,1610612744,22100435,2021-12-17,GSW,BOS,BOS,1610612738,29,111,107,W,4
2021-22,1610612744,22100443,2021-12-18,GSW,TOR,TOR,1610612761,30,100,119,L,-19
2021-22,1610612744,22100462,2021-12-20,SAC,GSW,SAC,1610612758,31,113,98,W,15
2021-22,1610612744,22100485,2021-12-23,MEM,GSW,MEM,1610612763,32,113,104,W,9
2021-22,1610612744,22100490,2021-12-25,GSW,PHX,PHX,1610612756,33,116,107,W,9
2021-22,1610612744,22100514,2021-12-28,DEN,GSW,DEN,1610612743,34,86,89,L,-3
2021-22,1610612744,22100544,2022-01-01,GSW,UTA,UTA,1610612762,35,123,116,W,7
2021-22,1610612744,22100559,2022-01-03,MIA,GSW,MIA,1610612748,36,115,108,W,7
2021-22,1610612744,22100572,2022-01-05,GSW,DAL,DAL,1610612742,37,82,99,L,-17
2021-22,1610612744,22100580,2022-01-06,GSW,NOP,NOP,1610612740,38,96,101,L,-5
2021-22,1610612744,22100604,2022-01-09,CLE,GSW,CLE,1610612739,39,96,82,W,14
2021-22,1610612744,22100614,2022-01-11,GSW,MEM,MEM,1610612763,40,108,116,L,-8
2021-22,1610612744,22100627,2022-01-13,GSW,MIL,MIL,1610612749,41,99,118,L,-19
2021-22,1610612744,22100637,2022-01-14,GSW,CHI,CHI,1610612741,42,138,96,W,42
2021-22,1610612744,22100652,2022-01-16,GSW,MIN,MIN,1610612750,43,99,119,L,-20
2021-22,1610612744,22100667,2022-01-18,DET,GSW,DET,1610612765,44,102,86,W,16
2021-22,1610612744,22100683,2022-01-20,IND,GSW,IND,1610612754,45,117,121,L,-4
2021-22,1610612744,22100694,2022-01-21,HOU,GSW,HOU,1610612745,46,105,103,W,2
2021-22,1610612744,22100708,2022-01-23,UTA,GSW,UTA,1610612762,47,94,92,W,2
2021-22,1610612744,22100720,2022-01-25,DAL,GSW,DAL,1610612742,48,130,92,W,38
2021-22,1610612744,22100734,2022-01-27,MIN,GSW,MIN,1610612750,49,124,115,W,9
2021-22,1610612744,22100750,2022-01-29,BKN,GSW,BKN,1610612751,50,110,106,W,4
2021-22,1610612744,22100764,2022-01-31,GSW,HOU,HOU,1610612745,51,122,108,W,14
2021-22,1610612744,22100771,2022-02-01,GSW,SAS,SAS,1610612759,52,124,120,W,4
2021-22,1610612744,22100785,2022-02-03,SAC,GSW,SAC,1610612758,53,126,114,W,12
2021-22,1610612744,22100813,2022-02-07,GSW,OKC,OKC,1610612760,54,110,98,W,12
2021-22,1610612744,22100828,2022-02-09,GSW,UTA,UTA,1610612762,55,85,111,L,-26
2021-22,1610612744,22100837,2022-02-10,NYK,GSW,NYK,1610612752,56,114,116,L,-2
2021-22,1610612744,22100854,2022-02-12,LAL,GSW,LAL,1610612747,57,117,115,W,2
2021-22,1610612744,22100866,2022-02-14,GSW,LAC,LAC,1610612746,58,104,119,L,-15
2021-22,1610612744,22100883,2022-02-16,DEN,GSW,DEN,1610612743,59,116,117,L,-1
2021-22,1610612744,22100894,2022-02-24,GSW,POR,POR,1610612757,60,132,95,W,37
2021-22,1610612744,22100917,2022-02-27,DAL,GSW,DAL,1610612742,61,101,107,L,-6
2021-22,1610612744,22100930,2022-03-01,GSW,MIN,MIN,1610612750,62,114,129,L,-15
2021-22,1610612744,22100943,2022-03-03,GSW,DAL,DAL,1610612742,63,113,122,L,-9
2021-22,1610612744,22100959,2022-03-05,GSW,LAL,LAL,1610612747,64,116,124,L,-8
2021-22,1610612744,22100528,2022-03-07,GSW,DEN,DEN,1610612743,65,124,131,L,-7
2021-22,1610612744,22100980,2022-03-08,LAC,GSW,LAC,1610612746,66,112,97,W,15
2021-22,1610612744,22100994,2022-03-10,GSW,DEN,DEN,1610612743,67,113,102,W,11
2021-22,1610612744,22101008,2022-03-12,MIL,GSW,MIL,1610612749,68,122,109,W,13
2021-22,1610612744,22101025,2022-03-14,WAS,GSW,WAS,1610612764,69,126,112,W,14
2021-22,1610612744,22101042,2022-03-16,BOS,GSW,BOS,1610612738,70,88,110,L,-22
2021-22,1610612744,22101070,2022-03-20,SAS,GSW,SAS,1610612759,71,108,110,L,-2
