SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22016,1610612744,GSW,Golden State Warriors,Transition,Offensive,0.966,82,0.185,1.207,0.566,0.117,0.122,0.107,0.019,0.538,0.657,20.5,24.7,9.0,16.0,6.9
22016,1610612756,PHX,Phoenix Suns,Transition,Offensive,0.621,82,0.172,1.124,0.544,0.145,0.111,0.133,0.032,0.527,0.596,19.7,22.2,8.3,15.3,7.0
22016,1610612745,HOU,Houston Rockets,Transition,Offensive,0.448,82,0.18,1.082,0.508,0.109,0.136,0.104,0.025,0.472,0.603,20.2,21.9,8.0,15.7,7.7
22016,1610612764,WAS,Washington Wizards,Transition,Offensive,0.931,82,0.156,1.189,0.563,0.132,0.106,0.122,0.031,0.539,0.634,17.1,20.3,7.6,13.5,5.9
22016,1610612739,CLE,Cleveland Cavaliers,Transition,Offensive,0.862,82,0.163,1.155,0.562,0.139,0.136,0.126,0.029,0.523,0.651,17.5,20.2,7.4,13.2,5.8
22016,1610612760,OKC,Oklahoma City Thunder,Transition,Offensive,0.276,82,0.163,1.075,0.537,0.161,0.137,0.148,0.028,0.516,0.584,18.4,19.8,7.2,13.4,6.2
22016,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.897,82,0.149,1.16,0.564,0.173,0.13,0.158,0.032,0.546,0.625,15.6,18.1,6.4,11.4,5.0
22016,1610612751,BKN,Brooklyn Nets,Transition,Offensive,0.31,82,0.151,1.077,0.518,0.157,0.147,0.141,0.035,0.493,0.585,16.8,18.1,6.4,12.3,5.9
22016,1610612753,ORL,Orlando Magic,Transition,Offensive,0.379,82,0.153,1.08,0.527,0.144,0.117,0.14,0.028,0.51,0.581,16.7,18.1,6.7,12.8,6.1
22016,1610612747,LAL,Los Angeles Lakers,Transition,Offensive,0.207,82,0.147,1.063,0.535,0.12,0.137,0.117,0.037,0.49,0.586,16.4,17.4,6.8,12.7,5.9
22016,1610612740,NOP,New Orleans Pelicans,Transition,Offensive,0.241,82,0.149,1.063,0.513,0.131,0.113,0.123,0.038,0.492,0.57,16.2,17.3,6.6,12.9,6.3
22016,1610612755,PHI,Philadelphia 76ers,Transition,Offensive,0.0,82,0.152,1.009,0.485,0.117,0.143,0.109,0.022,0.456,0.556,16.8,17.0,6.2,12.8,6.6
22016,1610612743,DEN,Denver Nuggets,Transition,Offensive,0.138,82,0.143,1.052,0.515,0.126,0.151,0.11,0.033,0.477,0.581,16.0,16.9,6.2,12.1,5.9
22016,1610612765,DET,Detroit Pistons,Transition,Offensive,0.483,82,0.142,1.083,0.522,0.102,0.109,0.096,0.025,0.494,0.588,15.4,16.6,6.5,12.5,6.0
22016,1610612750,MIN,Minnesota Timberwolves,Transition,Offensive,0.586,82,0.136,1.115,0.59,0.161,0.154,0.15,0.035,0.543,0.616,14.7,16.4,6.2,10.5,4.3
22016,1610612761,TOR,Toronto Raptors,Transition,Offensive,0.759,82,0.134,1.13,0.534,0.15,0.117,0.141,0.021,0.525,0.598,14.3,16.2,5.8,10.8,5.0
22016,1610612754,IND,Indiana Pacers,Transition,Offensive,0.345,82,0.139,1.077,0.527,0.139,0.141,0.128,0.023,0.502,0.584,14.8,16.0,5.8,11.0,5.2
22016,1610612748,MIA,Miami Heat,Transition,Offensive,0.724,82,0.13,1.128,0.54,0.145,0.102,0.136,0.031,0.525,0.601,14.0,15.8,5.9,10.9,5.0
22016,1610612741,CHI,Chicago Bulls,Transition,Offensive,0.552,82,0.128,1.115,0.536,0.142,0.115,0.135,0.032,0.524,0.586,14.0,15.7,5.8,10.9,5.0
22016,1610612746,LAC,LA Clippers,Transition,Offensive,0.828,82,0.124,1.155,0.55,0.14,0.111,0.119,0.027,0.528,0.624,13.2,15.3,5.6,10.2,4.6
22016,1610612758,SAC,Sacramento Kings,Transition,Offensive,0.414,82,0.133,1.081,0.532,0.123,0.133,0.116,0.025,0.497,0.595,14.1,15.3,5.8,10.8,5.1
22016,1610612738,BOS,Boston Celtics,Transition,Offensive,0.172,82,0.13,1.059,0.502,0.139,0.126,0.127,0.029,0.487,0.564,14.0,14.8,5.3,10.6,5.3
22016,1610612752,NYK,New York Knicks,Transition,Offensive,0.069,82,0.129,1.025,0.49,0.11,0.124,0.105,0.02,0.468,0.556,14.3,14.7,5.5,11.2,5.7
22016,1610612737,ATL,Atlanta Hawks,Transition,Offensive,0.034,82,0.129,1.021,0.507,0.126,0.141,0.115,0.022,0.476,0.564,14.2,14.5,5.4,10.7,5.3
22016,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.793,82,0.115,1.153,0.555,0.128,0.118,0.117,0.029,0.527,0.626,12.5,14.5,5.4,9.8,4.4
22016,1610612759,SAS,San Antonio Spurs,Transition,Offensive,0.69,82,0.12,1.128,0.547,0.108,0.131,0.102,0.019,0.511,0.625,12.7,14.3,5.4,9.9,4.5
22016,1610612763,MEM,Memphis Grizzlies,Transition,Offensive,0.517,82,0.106,1.11,0.518,0.146,0.113,0.127,0.021,0.509,0.595,11.2,12.4,4.4,8.5,4.1
22016,1610612766,CHA,Charlotte Hornets,Transition,Offensive,0.655,82,0.097,1.125,0.519,0.162,0.103,0.152,0.026,0.529,0.57,10.3,11.6,4.1,7.9,3.8
22016,1610612762,UTA,Utah Jazz,Transition,Offensive,1.0,82,0.09,1.217,0.614,0.137,0.129,0.125,0.032,0.571,0.674,9.2,11.2,4.3,7.0,2.7
22016,1610612742,DAL,Dallas Mavericks,Transition,Offensive,0.103,82,0.088,1.029,0.459,0.116,0.114,0.114,0.023,0.453,0.54,8.9,9.2,3.2,7.1,3.8
