close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1628380,Zach Collins,1610612757,POR,F-C,22.0,11,11,0.373,2.18,5.64,0.387,0.364,0.023
203994,Jusuf Nurkić,1610612757,POR,C,25.0,8,8,0.341,2.25,5.63,0.4,0.365,0.035
203468,CJ McCollum,1610612757,POR,G,28.0,69,67,0.362,1.88,5.22,0.361,0.361,0.0
2546,Carmelo Anthony,1610612757,POR,F,36.0,57,56,0.47,1.88,4.77,0.393,0.365,0.028
203081,Damian Lillard,1610612757,POR,G,29.0,65,64,0.379,1.65,4.58,0.359,0.357,0.002
202355,Hassan Whiteside,1610612757,POR,C,31.0,66,62,0.195,1.55,3.55,0.436,0.351,0.085
2772,Trevor Ariza,1610612757,POR,F,35.0,52,47,0.386,1.17,3.5,0.335,0.359,-0.024
1629014,Anfernee Simons,1610612757,POR,G,21.0,69,63,0.38,1.23,3.26,0.378,0.365,0.013
1629018,Gary Trent Jr.,1610612757,POR,G-F,21.0,59,52,0.403,1.14,2.78,0.409,0.363,0.045
1626209,Mario Hezonja,1610612757,POR,F-G,25.0,52,47,0.39,0.96,2.75,0.35,0.358,-0.008
203918,Rodney Hood,1610612757,POR,G-F,27.0,21,17,0.283,0.71,2.52,0.283,0.352,-0.069
1629642,Nassir Little,1610612757,POR,F-G,20.0,44,37,0.374,0.82,2.09,0.391,0.362,0.029
1628403,Caleb Swanigan,1610612757,POR,F,23.0,24,18,0.257,0.58,1.54,0.378,0.353,0.025
1629117,Wenyen Gabriel,1610612757,POR,F,23.0,22,15,0.318,0.59,1.23,0.481,0.358,0.124
1629650,Moses Brown,1610612757,POR,C,20.0,7,4,0.333,0.57,1.0,0.571,0.338,0.234
1629658,Jaylen Hoard,1610612757,POR,F,21.0,10,5,0.25,0.2,0.7,0.286,0.347,-0.061
