season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612738,BOS,Boston Celtics,41800202,2019-04-30,BOS @ MIL,L,48.0,34,86,0.395,10,28,0.357,24,27,0.889,7,38,45,19,13.0,5,2,4,23,24,102,-21.0,1,83,83,83,9,130,81,131,103,117,74,30,54,23,121,38,68,121,63,116,132,54,95,33,107,148,1,2018,2019,False,MIL,BOS
2018-19,1610612745,HOU,Houston Rockets,41800222,2019-04-30,HOU @ GSW,L,48.0,36,77,0.468,17,40,0.425,20,25,0.8,10,31,41,17,18.0,5,2,5,21,23,109,-6.0,1,83,83,83,9,103,150,58,6,26,25,73,76,72,70,116,116,145,142,116,132,82,48,51,72,109,1,2018,2019,False,GSW,HOU
2018-19,1610612744,GSW,Golden State Warriors,41800222,2019-04-30,GSW vs. HOU,W,48.0,42,91,0.462,11,36,0.306,20,24,0.833,18,27,45,24,12.0,10,5,2,23,21,115,6.0,1,1,1,1,9,33,41,66,79,51,118,73,82,51,4,148,68,63,50,17,57,11,95,97,46,53,1,2018,2019,True,GSW,HOU
2018-19,1610612749,MIL,Milwaukee Bucks,41800202,2019-04-30,MIL vs. BOS,W,48.0,39,88,0.443,20,47,0.426,25,31,0.806,10,43,53,22,12.0,6,4,2,24,23,123,21.0,1,1,1,1,9,65,68,85,1,2,24,21,25,68,70,15,21,84,50,88,84,11,115,51,15,15,1,2018,2019,True,MIL,BOS
2018-19,1610612757,POR,Portland Trail Blazers,41800231,2019-04-29,POR @ DEN,L,48.0,41,79,0.519,11,29,0.379,20,27,0.741,9,31,40,20,18.0,6,5,7,24,22,113,-8.0,1,83,83,83,9,47,139,14,79,109,64,73,54,112,87,116,126,109,142,88,57,128,115,71,54,116,1,2018,2019,False,DEN,POR
2018-19,1610612743,DEN,Denver Nuggets,41800231,2019-04-29,DEN vs. POR,W,48.0,41,81,0.506,12,29,0.414,27,31,0.871,7,27,34,22,13.0,12,7,5,22,24,121,8.0,1,1,1,1,9,47,124,22,61,109,39,14,25,33,121,148,158,84,63,7,25,82,69,33,21,44,1,2018,2019,True,DEN,POR
2018-19,1610612761,TOR,Toronto Raptors,41800212,2019-04-29,TOR vs. PHI,L,48.0,33,90,0.367,10,37,0.27,13,15,0.867,9,27,36,20,13.0,10,4,4,22,18,89,-5.0,1,83,83,83,9,140,43,155,103,45,133,140,149,39,87,148,150,109,63,17,84,54,69,141,157,100,1,2018,2019,True,TOR,PHI
2018-19,1610612755,PHI,Philadelphia 76ers,41800212,2019-04-29,PHI @ TOR,W,48.0,30,76,0.395,10,35,0.286,24,26,0.923,9,43,52,22,20.0,5,4,4,18,22,94,5.0,1,1,1,1,9,154,156,132,103,59,130,30,63,10,87,15,25,84,154,116,84,54,17,71,140,57,1,2018,2019,False,TOR,PHI
2018-19,1610612738,BOS,Boston Celtics,41800201,2019-04-28,BOS @ MIL,W,48.0,47,87,0.54,13,31,0.419,5,8,0.625,3,48,51,25,13.0,5,11,2,21,11,112,22.0,1,1,1,1,9,9,76,8,46,93,32,164,164,152,162,3,29,48,63,116,3,11,48,164,58,9,1,2018,2019,False,MIL,BOS
2018-19,1610612749,MIL,Milwaukee Bucks,41800201,2019-04-28,MIL vs. BOS,L,48.0,31,89,0.348,13,39,0.333,15,24,0.625,7,37,44,19,11.0,6,2,11,11,21,90,-22.0,1,83,83,83,9,150,54,161,46,30,90,127,82,152,121,52,82,121,36,88,132,157,1,97,151,151,1,2018,2019,True,MIL,BOS
2018-19,1610612744,GSW,Golden State Warriors,41800221,2019-04-28,GSW vs. HOU,W,48.0,38,75,0.507,7,22,0.318,21,27,0.778,8,30,38,24,20.0,7,3,3,24,21,104,4.0,1,1,1,1,9,78,158,20,140,158,102,64,54,85,101,128,139,63,154,72,112,34,115,97,94,66,1,2018,2019,True,GSW,HOU
2018-19,1610612745,HOU,Houston Rockets,41800221,2019-04-28,HOU @ GSW,L,48.0,31,74,0.419,14,47,0.298,24,29,0.828,3,23,26,14,16.0,14,3,3,21,24,100,-4.0,1,83,83,83,9,150,162,105,36,2,120,30,43,59,162,163,164,161,114,2,112,34,48,33,116,91,1,2018,2019,False,GSW,HOU
2018-19,1610612743,DEN,Denver Nuggets,41800157,2019-04-27,DEN vs. SAS,W,48.0,35,88,0.398,2,20,0.1,18,23,0.783,13,40,53,21,6.0,3,8,5,19,20,90,4.0,1,1,1,1,9,117,68,128,163,159,164,88,96,82,26,29,21,99,3,151,17,82,25,118,151,66,1,2018,2019,True,DEN,SAS
2018-19,1610612755,PHI,Philadelphia 76ers,41800211,2019-04-27,PHI @ TOR,L,48.0,35,89,0.393,11,32,0.344,14,21,0.667,13,34,47,23,16.0,5,2,6,21,24,95,-13.0,1,83,83,83,9,117,54,133,79,85,86,134,116,141,26,80,55,72,114,116,132,109,48,33,138,132,1,2018,2019,False,TOR,PHI
2018-19,1610612761,TOR,Toronto Raptors,41800211,2019-04-27,TOR vs. PHI,W,48.0,41,79,0.519,9,27,0.333,17,24,0.708,2,38,40,21,10.0,3,6,2,24,21,108,13.0,1,1,1,1,9,47,139,14,119,131,90,102,82,125,164,38,126,99,25,151,38,11,115,97,76,31,1,2018,2019,True,TOR,PHI
2018-19,1610612759,SAS,San Antonio Spurs,41800157,2019-04-27,SAS @ DEN,L,48.0,31,85,0.365,6,23,0.261,18,20,0.9,8,37,45,19,6.0,3,5,8,20,19,86,-4.0,1,83,83,83,9,150,93,156,151,155,137,88,124,17,101,52,68,121,3,151,57,141,36,130,159,91,1,2018,2019,False,DEN,SAS
2018-19,1610612746,LAC,LA Clippers,41800146,2019-04-26,LAC vs. GSW,L,48.0,38,96,0.396,11,32,0.344,23,28,0.821,16,33,49,22,15.0,7,5,9,26,24,110,-19.0,1,83,83,83,9,78,15,129,79,85,86,43,48,62,8,92,38,84,104,72,57,149,137,33,68,144,1,2018,2019,True,LAC,GSW
2018-19,1610612744,GSW,Golden State Warriors,41800146,2019-04-26,GSW @ LAC,W,48.0,47,89,0.528,10,30,0.333,25,31,0.806,7,39,46,32,10.0,6,9,5,24,26,129,19.0,1,1,1,1,9,9,54,11,103,104,90,21,25,68,121,33,61,6,25,88,12,82,115,20,8,20,1,2018,2019,False,LAC,GSW
2018-19,1610612743,DEN,Denver Nuggets,41800156,2019-04-25,DEN @ SAS,L,48.0,44,96,0.458,6,24,0.25,9,12,0.75,12,25,37,26,7.0,5,3,7,18,17,103,-17.0,1,83,83,83,9,20,15,72,151,149,140,152,156,103,40,159,144,39,9,116,112,128,17,149,103,140,1,2018,2019,False,SAS,DEN
2018-19,1610612759,SAS,San Antonio Spurs,41800156,2019-04-25,SAS vs. DEN,W,48.0,48,84,0.571,10,24,0.417,14,17,0.824,10,31,41,25,8.0,3,7,3,17,18,120,17.0,1,1,1,1,9,6,102,1,103,149,35,134,144,60,70,116,116,48,14,151,25,34,10,141,26,24,1,2018,2019,True,SAS,DEN
2018-19,1610612745,HOU,Houston Rockets,41800175,2019-04-24,HOU vs. UTA,W,48.0,36,81,0.444,13,37,0.351,15,22,0.682,9,37,46,17,17.0,12,12,4,21,22,100,7.0,1,1,1,1,9,103,124,83,46,45,83,127,108,137,87,52,61,145,129,7,2,54,48,71,116,50,1,2018,2019,True,HOU,UTA
2018-19,1610612746,LAC,LA Clippers,41800145,2019-04-24,LAC @ GSW,W,48.0,46,85,0.541,13,34,0.382,24,26,0.923,9,33,42,29,14.0,3,1,3,23,23,129,8.0,1,1,1,1,9,14,93,7,46,67,60,30,63,10,87,92,103,20,87,151,155,34,95,51,8,44,1,2018,2019,False,GSW,LAC
2018-19,1610612762,UTA,Utah Jazz,41800175,2019-04-24,UTA @ HOU,L,48.0,35,94,0.372,9,38,0.237,14,19,0.737,14,33,47,26,16.0,8,4,12,22,21,93,-7.0,1,83,83,83,9,117,24,147,119,37,147,134,133,114,25,92,55,39,114,51,84,163,69,97,144,113,1,2018,2019,False,HOU,UTA
2018-19,1610612744,GSW,Golden State Warriors,41800145,2019-04-24,GSW vs. LAC,L,48.0,43,96,0.448,15,39,0.385,20,22,0.909,15,24,39,31,8.0,7,3,1,23,23,121,-8.0,1,83,83,83,9,26,15,80,18,30,59,73,108,15,16,162,134,9,14,72,112,1,95,51,21,116,1,2018,2019,True,GSW,LAC
2018-19,1610612743,DEN,Denver Nuggets,41800155,2019-04-23,DEN vs. SAS,W,48.0,39,78,0.5,14,33,0.424,16,20,0.8,7,42,49,25,14.0,4,6,3,21,20,108,18.0,1,1,1,1,9,65,146,25,36,75,26,117,124,72,121,19,38,48,87,135,38,34,48,118,76,22,1,2018,2019,True,DEN,SAS
2018-19,1610612761,TOR,Toronto Raptors,41800115,2019-04-23,TOR vs. ORL,W,48.0,41,85,0.482,15,36,0.417,18,21,0.857,8,40,48,34,14.0,8,3,5,30,21,115,19.0,1,1,1,1,9,47,93,41,18,51,35,88,116,40,101,29,47,3,87,51,112,82,156,97,46,20,1,2018,2019,True,TOR,ORL
2018-19,1610612751,BKN,Brooklyn Nets,41800125,2019-04-23,BKN @ PHI,L,48.0,36,93,0.387,9,31,0.29,19,25,0.76,9,32,41,26,15.0,10,4,3,13,21,100,-22.0,1,83,83,83,9,103,29,136,119,93,128,85,76,98,87,103,116,39,104,17,84,34,2,97,116,151,1,2018,2019,False,PHI,BKN
2018-19,1610612759,SAS,San Antonio Spurs,41800155,2019-04-23,SAS @ DEN,L,48.0,37,90,0.411,7,24,0.292,9,15,0.6,10,32,42,17,8.0,6,3,6,20,21,90,-18.0,1,83,83,83,9,91,43,111,140,149,127,152,149,157,70,103,103,145,14,88,112,109,36,97,151,142,1,2018,2019,False,DEN,SAS
2018-19,1610612753,ORL,Orlando Magic,41800115,2019-04-23,ORL @ TOR,L,48.0,32,83,0.386,9,34,0.265,23,31,0.742,12,36,48,20,17.0,7,5,3,21,30,96,-19.0,1,83,83,83,9,148,110,137,119,67,135,43,25,111,40,59,47,109,129,72,57,34,48,6,133,144,1,2018,2019,False,TOR,ORL
2018-19,1610612755,PHI,Philadelphia 76ers,41800125,2019-04-23,PHI vs. BKN,W,48.0,51,100,0.51,14,33,0.424,6,9,0.667,11,45,56,35,20.0,10,3,4,21,13,122,22.0,1,1,1,1,9,4,5,19,36,75,26,162,162,141,56,9,8,1,154,17,112,54,48,163,19,9,1,2018,2019,True,PHI,BKN
2018-19,1610612757,POR,Portland Trail Blazers,41800165,2019-04-23,POR vs. OKC,W,48.0,45,96,0.469,13,35,0.371,15,23,0.652,13,32,45,22,10.0,8,5,8,18,22,118,3.0,1,1,1,1,9,16,15,56,46,59,68,127,96,150,26,103,68,84,25,51,57,141,17,71,33,75,1,2018,2019,True,POR,OKC
2018-19,1610612760,OKC,Oklahoma City Thunder,41800165,2019-04-23,OKC @ POR,L,48.0,47,86,0.547,12,27,0.444,9,15,0.6,6,33,39,24,15.0,4,8,5,22,18,115,-3.0,1,83,83,83,9,9,81,5,61,131,13,152,149,157,146,92,134,63,104,135,17,82,69,141,46,86,1,2018,2019,False,POR,OKC
2018-19,1610612749,MIL,Milwaukee Bucks,41800104,2019-04-22,MIL @ DET,W,48.0,43,79,0.544,10,28,0.357,31,41,0.756,10,44,54,27,19.0,6,10,1,21,31,127,23.0,1,1,1,1,9,26,139,6,103,117,74,2,3,102,70,13,16,29,149,88,9,1,48,3,10,8,1,2018,2019,False,DET,MIL
2018-19,1610612745,HOU,Houston Rockets,41800174,2019-04-22,HOU @ UTA,L,48.0,28,79,0.354,17,46,0.37,18,24,0.75,9,26,35,14,16.0,9,4,7,23,19,91,-16.0,1,83,83,83,9,161,139,160,6,5,69,88,82,103,87,156,154,161,114,29,84,128,95,130,148,137,1,2018,2019,False,UTA,HOU
2018-19,1610612765,DET,Detroit Pistons,41800104,2019-04-22,DET vs. MIL,L,48.0,41,100,0.41,13,34,0.382,9,12,0.75,10,26,36,26,11.0,8,1,10,31,21,104,-23.0,1,83,83,83,9,47,5,113,46,67,60,152,156,103,70,156,150,39,36,51,155,154,160,97,94,157,1,2018,2019,True,DET,MIL
2018-19,1610612762,UTA,Utah Jazz,41800174,2019-04-22,UTA vs. HOU,W,48.0,37,86,0.43,11,35,0.314,22,26,0.846,16,36,52,24,15.0,7,7,4,19,23,107,16.0,1,1,1,1,9,91,81,96,79,59,107,53,63,49,8,59,25,63,104,72,25,54,25,51,84,26,1,2018,2019,True,UTA,HOU
