team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,107.7,198,0.731,36,20,110.0,62.0,124.0,236.0,10,10,2,10,11,3,11,9,13,12,8,4,8,5,ATLANTA HAWKS
1610612738,Boston Celtics,18,9,9,0.5,869.0,113.5,513,0.682,139,74,275.0,258.0,228.0,830.0,1,3,16,5,1,12,3,15,2,5,15,16,13,16,BOSTON CELTICS
1610612741,Chicago Bulls,6,2,4,0.333,288.0,110.5,205,0.747,43,31,100.0,67.0,67.0,278.0,10,10,2,10,11,9,10,4,11,10,6,5,5,7,CHICAGO BULLS
1610612739,Cleveland Cavaliers,18,13,5,0.722,864.0,111.8,593,0.704,133,84,261.0,224.0,241.0,774.0,1,2,10,2,2,11,2,12,3,3,14,15,15,15,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,17,16,1,0.941,816.0,105.3,620,0.732,148,104,295.0,212.0,230.0,766.0,3,1,1,1,3,2,1,8,1,1,16,14,14,14,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,11,6,5,0.545,533.0,108.9,363,0.679,85,51,204.0,156.0,164.0,532.0,6,6,10,3,6,4,6,16,6,6,11,11,12,11,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,192.0,119.0,121,0.711,32,15,53.0,50.0,18.0,156.0,15,15,2,15,15,15,16,11,14,15,1,2,1,1,INDIANA PACERS
1610612746,LA Clippers,7,3,4,0.429,336.0,109.0,210,0.782,44,17,106.0,77.0,53.0,298.0,9,9,2,7,9,5,9,1,10,14,7,6,3,8,LA CLIPPERS
1610612763,Memphis Grizzlies,6,2,4,0.333,293.0,119.2,167,0.692,31,15,88.0,80.0,55.0,220.0,10,10,2,10,10,16,13,13,15,15,4,7,4,3,MEMPHIS GRIZZLIES
1610612749,Milwaukee Bucks,6,2,4,0.333,288.0,103.7,179,0.74,49,30,98.0,58.0,68.0,222.0,10,10,2,10,11,1,12,5,9,11,5,3,6,4,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,5,1,4,0.2,240.0,113.7,157,0.686,42,40,60.0,92.0,33.0,258.0,14,14,2,14,14,13,14,14,12,8,2,9,2,6,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,4,0,4,0.0,192.0,116.9,136,0.736,29,19,65.0,43.0,80.0,178.0,15,15,2,15,15,14,15,7,16,13,3,1,7,2,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,16,8,8,0.5,778.0,111.6,507,0.737,124,75,255.0,181.0,261.0,658.0,4,4,15,5,4,10,4,6,4,4,13,13,16,13,SAN ANTONIO SPURS
1610612761,Toronto Raptors,10,4,6,0.4,480.0,110.1,325,0.759,74,44,163.0,82.0,124.0,370.0,8,7,12,8,8,6,8,3,8,7,10,8,8,9,TORONTO RAPTORS
1610612762,Utah Jazz,11,4,7,0.364,528.0,110.4,356,0.769,81,35,147.0,125.0,139.0,454.0,6,7,14,9,7,7,7,2,7,9,9,10,10,10,UTAH JAZZ
1610612764,Washington Wizards,13,7,6,0.538,629.0,110.5,414,0.719,103,86,210.0,176.0,160.0,560.0,5,5,12,4,5,8,5,10,5,2,12,12,11,12,WASHINGTON WIZARDS
